image_path,true,pred,prob_pred,prob_anormal,prob_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,anormal,anormal,0.8154933452606201,0.8154933452606201,0.18450672924518585
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,anormal,anormal,0.8113747239112854,0.8113747239112854,0.1886252611875534
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,anormal,anormal,0.8118969202041626,0.8118969202041626,0.1881030797958374
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,anormal,anormal,0.8124516010284424,0.8124516010284424,0.18754839897155762
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,anormal,anormal,0.8107340335845947,0.8107340335845947,0.18926601111888885
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,anormal,anormal,0.8112090229988098,0.8112090229988098,0.1887909322977066
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,anormal,anormal,0.8148141503334045,0.8148141503334045,0.1851857751607895
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,anormal,anormal,0.8100405335426331,0.8100405335426331,0.18995952606201172
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,anormal,anormal,0.8126233220100403,0.8126233220100403,0.18737675249576569
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,anormal,anormal,0.8119295835494995,0.8119295835494995,0.1880704164505005
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,anormal,anormal,0.8038414716720581,0.8038414716720581,0.1961585432291031
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,anormal,anormal,0.8044547438621521,0.8044547438621521,0.1955452859401703
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,anormal,anormal,0.8044036030769348,0.8044036030769348,0.1955963671207428
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,anormal,anormal,0.8086155652999878,0.8086155652999878,0.1913844347000122
../../../data/data_PAPILA/test/anormal/RET153OS.jpg,anormal,anormal,0.8178381323814392,0.8178381323814392,0.18216189742088318
../../../data/data_PAPILA/test/anormal/RET163OS.jpg,anormal,anormal,0.8132835030555725,0.8132835030555725,0.18671652674674988
../../../data/data_PAPILA/test/anormal/RET168OS.jpg,anormal,anormal,0.8108260035514832,0.8108260035514832,0.18917402625083923
../../../data/data_PAPILA/test/anormal/RET175OD.jpg,anormal,anormal,0.809847354888916,0.809847354888916,0.1901526302099228
../../../data/data_PAPILA/test/anormal/RET177OD.jpg,anormal,anormal,0.8096703290939331,0.8096703290939331,0.19032970070838928
../../../data/data_PAPILA/test/anormal/RET177OS.jpg,anormal,anormal,0.8125813007354736,0.8125813007354736,0.18741874396800995
../../../data/data_PAPILA/test/anormal/RET178OD.jpg,anormal,anormal,0.8162273168563843,0.8162273168563843,0.1837727278470993
../../../data/data_PAPILA/test/anormal/RET181OS.jpg,anormal,anormal,0.8114211559295654,0.8114211559295654,0.18857888877391815
../../../data/data_PAPILA/test/anormal/RET182OD.jpg,anormal,anormal,0.811231255531311,0.811231255531311,0.18876875936985016
../../../data/data_PAPILA/test/anormal/RET184OD.jpg,anormal,anormal,0.8137732148170471,0.8137732148170471,0.1862267553806305
../../../data/data_PAPILA/test/anormal/RET184OS.jpg,anormal,anormal,0.8141566514968872,0.8141566514968872,0.1858433187007904
