image_path,true,pred,prob_pred,prob_anormal,prob_cglaucoma
../../../data/data_VEIRC/test/anormal/image_001_170.jpg,anormal,anormal,0.8045355081558228,0.8045355081558228,0.19546449184417725
../../../data/data_VEIRC/test/anormal/image_002_202.jpg,anormal,anormal,0.8128939867019653,0.8128939867019653,0.18710602819919586
../../../data/data_VEIRC/test/anormal/image_003_50.jpg,anormal,anormal,0.8066279292106628,0.8066279292106628,0.19337202608585358
../../../data/data_VEIRC/test/anormal/image_004_65.jpg,anormal,anormal,0.8035475611686707,0.8035475611686707,0.19645243883132935
../../../data/data_VEIRC/test/anormal/image_005_13.jpg,anormal,anormal,0.8091634511947632,0.8091634511947632,0.1908365935087204
../../../data/data_VEIRC/test/anormal/image_006_4.jpg,anormal,anormal,0.8036430478096008,0.8036430478096008,0.1963568925857544
../../../data/data_VEIRC/test/anormal/image_007_5.jpg,anormal,anormal,0.80623459815979,0.80623459815979,0.19376537203788757
../../../data/data_VEIRC/test/anormal/image_008_116.jpg,anormal,anormal,0.8076387643814087,0.8076387643814087,0.19236119091510773
../../../data/data_VEIRC/test/anormal/image_009_125.jpg,anormal,anormal,0.8110547661781311,0.8110547661781311,0.1889452040195465
../../../data/data_VEIRC/test/anormal/image_010_41.jpg,anormal,anormal,0.8074588179588318,0.8074588179588318,0.19254116714000702
../../../data/data_VEIRC/test/anormal/image_011_214.jpg,anormal,anormal,0.8080721497535706,0.8080721497535706,0.1919279247522354
../../../data/data_VEIRC/test/anormal/image_012_56.jpg,anormal,anormal,0.7987698912620544,0.7987698912620544,0.20123004913330078
../../../data/data_VEIRC/test/anormal/image_013_71.jpg,anormal,anormal,0.8051389455795288,0.8051389455795288,0.19486109912395477
../../../data/data_VEIRC/test/anormal/image_014_59.jpg,anormal,anormal,0.8066458106040955,0.8066458106040955,0.1933542639017105
../../../data/data_VEIRC/test/anormal/image_015_209.jpg,anormal,anormal,0.8050034046173096,0.8050034046173096,0.19499658048152924
../../../data/data_VEIRC/test/anormal/image_016_82.jpg,anormal,anormal,0.8106043338775635,0.8106043338775635,0.18939566612243652
../../../data/data_VEIRC/test/anormal/image_017_93.jpg,anormal,anormal,0.8066385984420776,0.8066385984420776,0.19336146116256714
../../../data/data_VEIRC/test/anormal/image_018_120.jpg,anormal,anormal,0.8104528188705444,0.8104528188705444,0.18954721093177795
../../../data/data_VEIRC/test/anormal/image_019_168.jpg,anormal,anormal,0.8067750334739685,0.8067750334739685,0.19322501122951508
../../../data/data_VEIRC/test/anormal/image_020_10.jpg,anormal,anormal,0.8087500929832458,0.8087500929832458,0.19124993681907654
../../../data/data_VEIRC/test/anormal/image_021_26.jpg,anormal,anormal,0.8047276139259338,0.8047276139259338,0.19527235627174377
../../../data/data_VEIRC/test/anormal/image_022_55.jpg,anormal,anormal,0.8084830045700073,0.8084830045700073,0.1915169358253479
