filename,score_anormal,score_cglaucoma,predicted_class
image_001_170.jpg,0.7132193446159363,0.28678062558174133,anormal
image_002_202.jpg,0.8084216117858887,0.19157834351062775,anormal
image_003_50.jpg,0.7007402777671814,0.2992596924304962,anormal
image_004_65.jpg,0.8114076852798462,0.1885923147201538,anormal
image_005_13.jpg,0.8399794101715088,0.1600206047296524,anormal
image_006_4.jpg,0.7130220532417297,0.28697797656059265,anormal
image_007_5.jpg,0.8558275103569031,0.14417250454425812,anormal
image_008_116.jpg,0.6430990099906921,0.35690101981163025,anormal
image_009_125.jpg,0.7785956263542175,0.2214043289422989,anormal
image_010_41.jpg,0.7495748996734619,0.2504251003265381,anormal
image_011_214.jpg,0.7628493309020996,0.2371506243944168,anormal
image_012_56.jpg,0.791443943977356,0.20855601131916046,anormal
image_013_71.jpg,0.7760048508644104,0.2239951342344284,anormal
image_014_59.jpg,0.6971033215522766,0.3028966784477234,anormal
image_015_209.jpg,0.7878844141960144,0.2121155560016632,anormal
image_016_82.jpg,0.7507409453392029,0.24925903975963593,anormal
image_017_93.jpg,0.8331915140151978,0.16680851578712463,anormal
image_018_120.jpg,0.7083020210266113,0.29169800877571106,anormal
image_019_168.jpg,0.7939245700836182,0.20607541501522064,anormal
image_020_10.jpg,0.7398862242698669,0.26011380553245544,anormal
image_021_26.jpg,0.7586756348609924,0.24132433533668518,anormal
image_022_55.jpg,0.7085826396942139,0.29141733050346375,anormal
image_023_103.jpg,0.7154231667518616,0.2845768332481384,anormal
image_024_200.jpg,0.6725231409072876,0.32747682929039,anormal
image_025_99.jpg,0.7438389658927917,0.256161093711853,anormal
image_026_146.jpg,0.7199679613113403,0.28003206849098206,anormal
image_027_32.jpg,0.6670677065849304,0.3329322636127472,anormal
image_028_96.jpg,0.8100462555885315,0.1899537593126297,anormal
image_029_217.jpg,0.7512446641921997,0.24875538051128387,anormal
image_030_219.jpg,0.7493115663528442,0.25068843364715576,anormal
image_031_49.jpg,0.740481972694397,0.25951799750328064,anormal
image_032_39.jpg,0.8051793575286865,0.19482068717479706,anormal
image_033_187.jpg,0.7903742790222168,0.20962576568126678,anormal
