filename,true_label,predicted_label,true_label_idx,predicted_label_idx,correct,score_anormal,score_cglaucoma,confidence
RET002OD.jpg,cglaucoma,cglaucoma,1,1,True,0.15502472,0.8449753,0.8449753
RET006OS.jpg,cglaucoma,anormal,1,0,False,0.9510528,0.048947226,0.9510528
RET027OD.jpg,anormal,anormal,0,0,True,0.9692295,0.03077045,0.9692295
RET035OD.jpg,anormal,anormal,0,0,True,0.89549226,0.1045077,0.89549226
RET035OS.jpg,anormal,anormal,0,0,True,0.9532966,0.046703342,0.9532966
RET053OD.jpg,cglaucoma,anormal,1,0,False,0.52534866,0.4746513,0.52534866
RET066OS.jpg,cglaucoma,anormal,1,0,False,0.90904343,0.09095655,0.90904343
RET089OD.jpg,cglaucoma,cglaucoma,1,1,True,0.21738544,0.7826145,0.7826145
RET091OD.jpg,cglaucoma,anormal,1,0,False,0.8827493,0.11725063,0.8827493
RET096OD.jpg,anormal,cglaucoma,0,1,False,0.024257062,0.9757429,0.9757429
RET098OD.jpg,anormal,anormal,0,0,True,0.55009747,0.4499025,0.55009747
RET102OD.jpg,cglaucoma,anormal,1,0,False,0.8633945,0.13660547,0.8633945
RET106OD.jpg,cglaucoma,cglaucoma,1,1,True,0.016522963,0.98347706,0.98347706
RET107OD.jpg,anormal,anormal,0,0,True,0.96044594,0.039553985,0.96044594
RET114OS.jpg,cglaucoma,anormal,1,0,False,0.8271151,0.17288493,0.8271151
RET120OD.jpg,cglaucoma,anormal,1,0,False,0.89605856,0.103941485,0.89605856
RET120OS.jpg,cglaucoma,anormal,1,0,False,0.5156372,0.4843628,0.5156372
RET122OD.jpg,cglaucoma,anormal,1,0,False,0.93022674,0.06977326,0.93022674
RET122OS.jpg,cglaucoma,anormal,1,0,False,0.9684038,0.03159618,0.9684038
RET129OS.jpg,anormal,cglaucoma,0,1,False,0.13884912,0.8611508,0.8611508
RET131OD.jpg,anormal,anormal,0,0,True,0.967157,0.03284303,0.967157
RET132OD.jpg,anormal,anormal,0,0,True,0.5601582,0.4398418,0.5601582
RET133OD.jpg,anormal,anormal,0,0,True,0.98235494,0.01764506,0.98235494
RET137OD.jpg,anormal,anormal,0,0,True,0.97196037,0.028039668,0.97196037
RET141OS.jpg,anormal,anormal,0,0,True,0.79864144,0.20135853,0.79864144
RET146OS.jpg,anormal,anormal,0,0,True,0.9395873,0.06041273,0.9395873
RET150OS.jpg,anormal,anormal,0,0,True,0.94218135,0.057818677,0.94218135
RET153OS.jpg,anormal,anormal,0,0,True,0.9539164,0.046083577,0.9539164
RET163OS.jpg,anormal,anormal,0,0,True,0.9256886,0.0743114,0.9256886
RET168OS.jpg,anormal,anormal,0,0,True,0.9827666,0.0172334,0.9827666
RET175OD.jpg,anormal,anormal,0,0,True,0.9784393,0.021560766,0.9784393
RET177OD.jpg,anormal,anormal,0,0,True,0.9706715,0.02932851,0.9706715
RET177OS.jpg,anormal,anormal,0,0,True,0.9696445,0.030355534,0.9696445
RET178OD.jpg,anormal,anormal,0,0,True,0.9417742,0.05822581,0.9417742
RET181OS.jpg,anormal,anormal,0,0,True,0.9634456,0.036554392,0.9634456
RET182OD.jpg,anormal,anormal,0,0,True,0.96565497,0.03434508,0.96565497
RET184OD.jpg,anormal,anormal,0,0,True,0.9878271,0.012172923,0.9878271
RET184OS.jpg,anormal,anormal,0,0,True,0.9507028,0.04929723,0.9507028
RET190OS.jpg,anormal,anormal,0,0,True,0.8039387,0.19606133,0.8039387
RET191OS.jpg,anormal,anormal,0,0,True,0.9567535,0.043246474,0.9567535
RET192OS.jpg,anormal,anormal,0,0,True,0.8198526,0.18014742,0.8198526
RET197OD.jpg,anormal,anormal,0,0,True,0.9143832,0.085616805,0.9143832
RET198OD.jpg,anormal,anormal,0,0,True,0.9133311,0.086668976,0.9133311
RET198OS.jpg,anormal,cglaucoma,0,1,False,0.31667042,0.6833295,0.6833295
RET199OD.jpg,anormal,anormal,0,0,True,0.928635,0.071365036,0.928635
RET200OD.jpg,anormal,anormal,0,0,True,0.98022157,0.019778457,0.98022157
RET200OS.jpg,anormal,anormal,0,0,True,0.9686289,0.031371165,0.9686289
RET201OD.jpg,anormal,anormal,0,0,True,0.98344284,0.016557222,0.98344284
RET202OD.jpg,anormal,anormal,0,0,True,0.9884085,0.01159146,0.9884085
RET203OD.jpg,anormal,anormal,0,0,True,0.9798282,0.020171816,0.9798282
RET203OS.jpg,anormal,anormal,0,0,True,0.9873675,0.012632488,0.9873675
RET210OD.jpg,anormal,anormal,0,0,True,0.9823873,0.01761267,0.9823873
RET211OS.jpg,anormal,anormal,0,0,True,0.9530109,0.04698912,0.9530109
RET212OD.jpg,anormal,anormal,0,0,True,0.9655795,0.034420557,0.9655795
RET213OS.jpg,anormal,anormal,0,0,True,0.96254635,0.037453648,0.96254635
RET216OD.jpg,anormal,cglaucoma,0,1,False,0.37286842,0.6271316,0.6271316
RET216OS.jpg,anormal,cglaucoma,0,1,False,0.18038398,0.8196161,0.8196161
RET220OD.jpg,anormal,anormal,0,0,True,0.9505787,0.04942126,0.9505787
RET220OS.jpg,anormal,anormal,0,0,True,0.97991794,0.02008209,0.97991794
RET224OD.jpg,anormal,anormal,0,0,True,0.88811946,0.11188052,0.88811946
RET228OS.jpg,anormal,anormal,0,0,True,0.96272266,0.03727736,0.96272266
RET231OD.jpg,anormal,anormal,0,0,True,0.94459826,0.055401728,0.94459826
RET237OD.jpg,anormal,anormal,0,0,True,0.95504117,0.044958804,0.95504117
RET245OS.jpg,anormal,anormal,0,0,True,0.9722606,0.027739407,0.9722606
RET252OS.jpg,anormal,anormal,0,0,True,0.97219783,0.027802208,0.97219783
RET253OD.jpg,anormal,anormal,0,0,True,0.9645099,0.035490092,0.9645099
RET253OS.jpg,anormal,anormal,0,0,True,0.98287165,0.017128332,0.98287165
RET256OD.jpg,anormal,anormal,0,0,True,0.9611636,0.03883639,0.9611636
RET258OD.jpg,anormal,anormal,0,0,True,0.91688967,0.08311031,0.91688967
RET259OD.jpg,anormal,cglaucoma,0,1,False,0.44458222,0.5554178,0.5554178
RET261OS.jpg,anormal,anormal,0,0,True,0.9429283,0.05707165,0.9429283
RET267OD.jpg,anormal,anormal,0,0,True,0.9147881,0.085211836,0.9147881
RET271OS.jpg,anormal,anormal,0,0,True,0.9268021,0.07319794,0.9268021
RET272OD.jpg,anormal,anormal,0,0,True,0.97414464,0.025855342,0.97414464
RET276OS.jpg,cglaucoma,cglaucoma,1,1,True,0.2839849,0.7160151,0.7160151
RET277OS.jpg,anormal,anormal,0,0,True,0.6159729,0.38402718,0.6159729
RET282OD.jpg,anormal,anormal,0,0,True,0.95818096,0.041819025,0.95818096
RET282OS.jpg,anormal,anormal,0,0,True,0.9478546,0.052145418,0.9478546
RET283OS.jpg,anormal,anormal,0,0,True,0.91000617,0.08999385,0.91000617
RET285OS.jpg,anormal,anormal,0,0,True,0.974917,0.025083026,0.974917
RET291OD.jpg,anormal,anormal,0,0,True,0.98695797,0.0130420355,0.98695797
