filename,true_label,predicted_label,true_label_idx,predicted_label_idx,correct,score_anormal,score_cglaucoma,confidence
image_001_170.jpg,anormal,anormal,0,0,True,0.93866175,0.061338194,0.93866175
image_001_250.jpg,cglaucoma,anormal,1,0,False,0.814551,0.18544899,0.814551
image_002_202.jpg,anormal,anormal,0,0,True,0.8600303,0.13996978,0.8600303
image_002_252.jpg,cglaucoma,cglaucoma,1,1,True,0.2346168,0.76538324,0.76538324
image_003_234.jpg,cglaucoma,cglaucoma,1,1,True,0.13495004,0.86505,0.86505
image_003_50.jpg,anormal,anormal,0,0,True,0.8139139,0.18608612,0.8139139
image_004_238.jpg,cglaucoma,cglaucoma,1,1,True,0.14411822,0.8558818,0.8558818
image_004_65.jpg,anormal,anormal,0,0,True,0.7986073,0.20139271,0.7986073
image_005_13.jpg,anormal,anormal,0,0,True,0.8796385,0.120361574,0.8796385
image_005_228.jpg,cglaucoma,anormal,1,0,False,0.53767616,0.46232384,0.53767616
image_006_225.jpg,cglaucoma,cglaucoma,1,1,True,0.099130586,0.9008694,0.9008694
image_006_4.jpg,anormal,anormal,0,0,True,0.65702033,0.34297973,0.65702033
image_007_226.jpg,cglaucoma,anormal,1,0,False,0.7452947,0.25470528,0.7452947
image_007_5.jpg,anormal,anormal,0,0,True,0.9115377,0.08846232,0.9115377
image_008_116.jpg,anormal,anormal,0,0,True,0.84083897,0.15916105,0.84083897
image_008_245.jpg,cglaucoma,anormal,1,0,False,0.93498826,0.06501176,0.93498826
image_009_125.jpg,anormal,anormal,0,0,True,0.81127673,0.1887232,0.81127673
image_009_247.jpg,cglaucoma,cglaucoma,1,1,True,0.4792504,0.5207496,0.5207496
image_010_232.jpg,cglaucoma,cglaucoma,1,1,True,0.47924712,0.52075285,0.52075285
image_010_41.jpg,anormal,anormal,0,0,True,0.84908813,0.15091187,0.84908813
image_011_214.jpg,anormal,anormal,0,0,True,0.9072475,0.09275248,0.9072475
image_011_254.jpg,cglaucoma,cglaucoma,1,1,True,0.075927116,0.92407286,0.92407286
image_012_236.jpg,cglaucoma,anormal,1,0,False,0.7442947,0.25570527,0.7442947
image_012_56.jpg,anormal,anormal,0,0,True,0.89441514,0.105584815,0.89441514
image_013_239.jpg,cglaucoma,cglaucoma,1,1,True,0.27205193,0.727948,0.727948
image_013_71.jpg,anormal,anormal,0,0,True,0.79548174,0.20451826,0.79548174
