filename,true_label,predicted_label,true_label_idx,predicted_label_idx,correct,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,confidence
20051020_43808_0100_PP_967.png,anodr,anodr,0,0,True,0.93109953,0.019349618,0.016853275,0.017003128,0.015694475,0.93109953
20051020_43832_0100_PP_650.png,bmilddr,anodr,1,0,False,0.9329154,0.018599285,0.016341038,0.017005675,0.0151386885,0.9329154
20051020_43882_0100_PP_1450.png,bmilddr,cmoderatedr,1,2,False,0.04230738,0.2402556,0.67791474,0.028583182,0.010939121,0.67791474
20051020_43906_0100_PP_683.png,cmoderatedr,bmilddr,2,1,False,0.024894333,0.89800715,0.028514316,0.027495047,0.021089155,0.89800715
20051020_44261_0100_PP_1191.png,anodr,anodr,0,0,True,0.93001366,0.020371698,0.016104434,0.017982341,0.015527769,0.93001366
20051020_44284_0100_PP_502.png,anodr,anodr,0,0,True,0.92377555,0.022343624,0.020727992,0.019514209,0.013638671,0.92377555
20051020_44338_0100_PP_547.png,anodr,bmilddr,0,1,False,0.17418958,0.7060267,0.045888476,0.042549904,0.031345375,0.7060267
20051020_44349_0100_PP_1695.png,cmoderatedr,bmilddr,2,1,False,0.015486374,0.84719497,0.09375827,0.03123557,0.012324738,0.84719497
20051020_44400_0100_PP_920.png,anodr,anodr,0,0,True,0.5966876,0.30554825,0.014424183,0.06482525,0.01851476,0.5966876
20051020_44431_0100_PP_514.png,anodr,anodr,0,0,True,0.8764519,0.046032257,0.02690707,0.028903048,0.02170577,0.8764519
20051020_44598_0100_PP_1638.png,cmoderatedr,anodr,2,0,False,0.8433659,0.0680125,0.044892646,0.021110345,0.022618586,0.8433659
20051020_44636_0100_PP_214.png,cmoderatedr,bmilddr,2,1,False,0.02669966,0.90876245,0.02483578,0.022035142,0.017667007,0.90876245
20051020_44692_0100_PP_419.png,anodr,anodr,0,0,True,0.91893184,0.030381422,0.015894603,0.020059861,0.014732243,0.91893184
