filename,prob_a_noamd,prob_b_amd,prediction
N0001.jpg,0.7906125783920288,0.2093873918056488,a_noamd
N0002.jpg,0.7903160452842712,0.20968393981456757,a_noamd
N0003.jpg,0.7905495166778564,0.20945045351982117,a_noamd
N0004.jpg,0.7910320162773132,0.20896798372268677,a_noamd
N0005.jpg,0.7853540182113647,0.21464599668979645,a_noamd
N0006.jpg,0.7843927145004272,0.21560725569725037,a_noamd
N0007.jpg,0.7882577180862427,0.21174226701259613,a_noamd
N0008.jpg,0.7864852547645569,0.21351467072963715,a_noamd
N0009.jpg,0.7870796322822571,0.2129203826189041,a_noamd
N0010.jpg,0.7891439199447632,0.21085605025291443,a_noamd
N0011.jpg,0.789659321308136,0.21034063398838043,a_noamd
N0012.jpg,0.7878996133804321,0.21210038661956787,a_noamd
N0013.jpg,0.7818874716758728,0.2181125432252884,a_noamd
N0014.jpg,0.7862703204154968,0.21372969448566437,a_noamd
N0015.jpg,0.7903364896774292,0.2096634954214096,a_noamd
N0016.jpg,0.7897576689720154,0.21024228632450104,a_noamd
N0017.jpg,0.7852658033370972,0.21473419666290283,a_noamd
N0018.jpg,0.7834617495536804,0.21653825044631958,a_noamd
N0019.jpg,0.7843051552772522,0.2156948447227478,a_noamd
N0020.jpg,0.7887549996376038,0.21124501526355743,a_noamd
N0021.jpg,0.7797410488128662,0.2202589362859726,a_noamd
N0022.jpg,0.7892844080924988,0.21071557700634003,a_noamd
N0023.jpg,0.7804937362670898,0.2195061892271042,a_noamd
N0024.jpg,0.7804902791976929,0.21950970590114594,a_noamd
N0025.jpg,0.7915654182434082,0.20843462646007538,a_noamd
N0026.jpg,0.7912977933883667,0.2087021917104721,a_noamd
N0027.jpg,0.7887337803840637,0.21126627922058105,a_noamd
N0028.jpg,0.7889047265052795,0.21109525859355927,a_noamd
N0029.jpg,0.786739706993103,0.21326030790805817,a_noamd
N0030.jpg,0.7875711917877197,0.21242882311344147,a_noamd
N0031.jpg,0.7914149761199951,0.2085849791765213,a_noamd
N0032.jpg,0.7909597754478455,0.20904015004634857,a_noamd
N0033.jpg,0.7838553190231323,0.21614472568035126,a_noamd
N0034.jpg,0.7845328450202942,0.2154671996831894,a_noamd
N0035.jpg,0.7912659645080566,0.20873405039310455,a_noamd
N0036.jpg,0.7890276908874512,0.21097227931022644,a_noamd
N0037.jpg,0.786311149597168,0.2136888951063156,a_noamd
N0038.jpg,0.7883293032646179,0.21167069673538208,a_noamd
N0039.jpg,0.7838962078094482,0.21610377728939056,a_noamd
N0040.jpg,0.7796001434326172,0.22039993107318878,a_noamd
N0041.jpg,0.7806915044784546,0.21930848062038422,a_noamd
N0042.jpg,0.7906718850135803,0.20932814478874207,a_noamd
N0043.jpg,0.7882735133171082,0.21172650158405304,a_noamd
N0044.jpg,0.7885298728942871,0.21147014200687408,a_noamd
N0045.jpg,0.7883824706077576,0.21161754429340363,a_noamd
N0046.jpg,0.7851141691207886,0.21488584578037262,a_noamd
N0047.jpg,0.7877100706100464,0.212289959192276,a_noamd
N0048.jpg,0.7784273624420166,0.2215726673603058,a_noamd
N0049.jpg,0.7816019654273987,0.21839803457260132,a_noamd
N0050.jpg,0.7854126691818237,0.2145872712135315,a_noamd
N0051.jpg,0.7869623899459839,0.2130376547574997,a_noamd
N0052.jpg,0.7883033752441406,0.21169666945934296,a_noamd
N0053.jpg,0.7831117510795593,0.2168882042169571,a_noamd
N0054.jpg,0.7897513508796692,0.2102486491203308,a_noamd
N0055.jpg,0.7888389229774475,0.2111610323190689,a_noamd
N0056.jpg,0.7911947965621948,0.20880524814128876,a_noamd
N0057.jpg,0.7784246206283569,0.22157537937164307,a_noamd
N0058.jpg,0.789885401725769,0.21011462807655334,a_noamd
