filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,prediction
20051020_43808_0100_PP_967.png,0.9958462119102478,0.003324334044009447,0.0007613007910549641,1.98380985239055e-05,4.8364923713961616e-05,anodr
20051020_44261_0100_PP_1191.png,0.9969214797019958,0.002641454106196761,0.0004041717329528183,8.40167558635585e-06,2.4429748009424657e-05,anodr
20051020_44284_0100_PP_502.png,0.9982183575630188,0.0014032573672011495,0.0003416550753172487,1.1303611245239154e-05,2.549507553339936e-05,anodr
20051020_44338_0100_PP_547.png,0.9935901165008545,0.004585954826325178,0.0016569652361795306,4.7111272579059005e-05,0.00011983668809989467,anodr
20051020_44400_0100_PP_920.png,0.9970683455467224,0.002467999467626214,0.00042449234751984477,9.850484275375493e-06,2.940390731964726e-05,anodr
20051020_44431_0100_PP_514.png,0.9968504309654236,0.0026967644225806,0.0004154131456743926,8.958075341070071e-06,2.839931403286755e-05,anodr
20051020_44692_0100_PP_419.png,0.9983238577842712,0.001347899786196649,0.00027904394664801657,1.1540091691131238e-05,3.760324034374207e-05,anodr
20051020_44714_0100_PP_1199.png,0.997322142124176,0.0023800653871148825,0.0002738904149737209,5.85415637033293e-06,1.8043321688310243e-05,anodr
20051020_44982_0100_PP_486.png,0.9470329880714417,0.041321102529764175,0.01116575300693512,0.00013712757208850235,0.0003430313372518867,anodr
20051020_56791_0100_PP_1185.png,0.9980520009994507,0.0016842432087287307,0.0002445902500767261,5.425664312497247e-06,1.3719569324166514e-05,anodr
20051020_57157_0100_PP_971.png,0.9731833338737488,0.0215892493724823,0.0050428505055606365,5.7482353440718725e-05,0.00012707200949080288,anodr
20051020_57967_0100_PP_829.png,0.9991466999053955,0.000729467545170337,0.00011147285113111138,3.4961051369464258e-06,8.839315341901965e-06,anodr
20051020_58065_0100_PP_561.png,0.9984265565872192,0.0013551391893997788,0.00019636111392173916,5.793642230855767e-06,1.6135667465277947e-05,anodr
20051020_61757_0100_PP_484.png,0.9989481568336487,0.0009011052316054702,0.00013962728553451598,3.663207735371543e-06,7.37468963052379e-06,anodr
20051020_62461_0100_PP_76.png,0.8178448677062988,0.09749206900596619,0.08056119829416275,0.001372689614072442,0.002729075960814953,anodr
20051020_62510_0100_PP_106.png,0.26406022906303406,0.22845466434955597,0.47901925444602966,0.010536141693592072,0.017929675057530403,cmoderatedr
20051020_62577_0100_PP_479.png,0.9985589385032654,0.0012427206384018064,0.00018323864787817,4.527040800894611e-06,1.0617125553835649e-05,anodr
20051020_62615_0100_PP_294.png,0.9984416365623474,0.0013477932661771774,0.0001956183259608224,4.469769464776618e-06,1.052725019690115e-05,anodr
20051020_63269_0100_PP_1183.png,0.9986207485198975,0.0011782865040004253,0.0001831958070397377,4.861634351982502e-06,1.2848731785197742e-05,anodr
20051020_63337_0100_PP_471.png,0.9983161687850952,0.0014514432987198234,0.00021161697804927826,5.43383794138208e-06,1.5388352039735764e-05,anodr
20051020_64249_0100_PP_1004.png,0.9986482262611389,0.0011536006350070238,0.00018467679910827428,4.3379577618907206e-06,9.181662790069822e-06,anodr
20051020_64388_0100_PP_1194.png,0.9991921782493591,0.0007079598726704717,9.160448826150969e-05,2.5689180347399088e-06,5.771356427430874e-06,anodr
20051020_64653_0100_PP_124.png,0.9981511235237122,0.001610762090422213,0.00021513253159355372,5.839265213580802e-06,1.7103307982324623e-05,anodr
20051020_64775_0100_PP_480.png,0.9989010095596313,0.00095394003437832,0.00013322761515155435,3.6646981698140735e-06,8.133667506626807e-06,anodr
20051020_64836_0100_PP_1270.png,0.995603084564209,0.003644710872322321,0.0007104286341927946,1.3371102795645129e-05,2.8374004614306614e-05,anodr
20051021_36380_0100_PP_135.png,0.9984149932861328,0.001344099873676896,0.00021954186377115548,5.89891442359658e-06,1.5332332623074763e-05,anodr
20051021_36476_0100_PP_1243.png,0.9933478236198425,0.00571589358150959,0.0008698778110556304,1.7254322301596403e-05,4.916893522022292e-05,anodr
20051021_39845_0100_PP_315.png,0.9990230798721313,0.0008470576722174883,0.00011619921860983595,3.5416205719229765e-06,1.0128733265446499e-05,anodr
20051021_39914_0100_PP_1352.png,0.9481403231620789,0.0395534411072731,0.011868483386933804,0.0001402334019076079,0.0002974510716740042,anodr
20051021_51418_0100_PP_18.png,0.9981759786605835,0.001584264449775219,0.00021831688354723155,5.533099283638876e-06,1.586990947544109e-05,anodr
20051021_51476_0100_PP_150.png,0.9210032224655151,0.06792444735765457,0.010436248034238815,0.00013260016567073762,0.0005033438210375607,anodr
20051021_51936_0100_PP_1379.png,0.9973000884056091,0.0023168378975242376,0.0003512826806399971,8.10263827588642e-06,2.365476575505454e-05,anodr
20051021_51994_0100_PP_1283.png,0.9826404452323914,0.014612075872719288,0.0025483728386461735,4.4629683543462306e-05,0.0001545611012261361,anodr
20051021_57798_0100_PP_1322.png,0.9968812465667725,0.0025455050636082888,0.0005267032538540661,1.237287051480962e-05,3.419772838242352e-05,anodr
20051021_57862_0100_PP_372.png,0.9976783394813538,0.0020001709926873446,0.000294867146294564,6.652637239312753e-06,2.0033914552186616e-05,anodr
20051021_57975_0100_PP_517.png,0.9460739493370056,0.0357317216694355,0.017242813482880592,0.00029607710894197226,0.0006554190185852349,anodr
20051021_58035_0100_PP_1138.png,0.8895223736763,0.08605783432722092,0.023600412532687187,0.00021929490321781486,0.0006000303546898067,anodr
20051021_58388_0100_PP_1300.png,0.9994717240333557,0.00044839578913524747,7.30531319277361e-05,2.3885768314357847e-06,4.563491529552266e-06,anodr
20051021_58522_0100_PP_50.png,0.9991058707237244,0.0007678738911636174,0.00011553501099115238,3.3395567697880324e-06,7.351794465648709e-06,anodr
20051109_57843_0400_PP_1109.png,0.9962728023529053,0.003261866280809045,0.0004283575399313122,8.871394129528198e-06,2.7985757697024383e-05,anodr
20051109_59969_0400_PP_1079.png,0.9974391460418701,0.002169543644413352,0.0003639601345639676,7.909344276413321e-06,1.9425880964263342e-05,anodr
20051109_60031_0400_PP_528.png,0.9963549375534058,0.003060742048546672,0.0005466529401019216,1.0995366210408974e-05,2.6780820917338133e-05,anodr
20051109_60136_0400_PP_905.png,0.9976407289505005,0.0019972925074398518,0.0003341271076351404,7.738747626717668e-06,2.0166033209534362e-05,anodr
20051110_33960_0400_PP_35.png,0.9959996938705444,0.0034222700633108616,0.0005300274933688343,1.1747404641937464e-05,3.6355977499624714e-05,anodr
20051110_34013_0400_PP_151.png,0.997412383556366,0.001964671304449439,0.0005318048060871661,2.1063016902189702e-05,6.997548916842788e-05,anodr
20051110_35239_0400_PP_836.png,0.9980586171150208,0.001672220416367054,0.0002487309684511274,5.571763267653296e-06,1.4776725947740488e-05,anodr
20051110_35279_0400_PP_1033.png,0.9985058307647705,0.0012690866133198142,0.00020847056293860078,5.088584657642059e-06,1.1493315469124354e-05,anodr
20051110_35332_0400_PP_497.png,0.9960309863090515,0.0032315009739249945,0.0006891725934110582,1.4284944882092532e-05,3.406915857340209e-05,anodr
20051110_37992_0400_PP_1043.png,0.9880721569061279,0.009851680137217045,0.001974712358787656,2.9188862754381262e-05,7.233902579173446e-05,anodr
20051110_38111_0400_PP_429.png,0.9968685507774353,0.0026743505150079727,0.0004258074040990323,8.68142979015829e-06,2.2547765183844604e-05,anodr
20051110_38156_0400_PP_477.png,0.9914002418518066,0.006852361839264631,0.001618564478121698,3.2816264138091356e-05,9.613874135538936e-05,anodr
20051110_38280_0400_PP_83.png,0.9956483244895935,0.003833433147519827,0.00047875140444375575,9.521580977889244e-06,2.99296407320071e-05,anodr
20051110_38313_0400_PP_1041.png,0.9963648915290833,0.002544218208640814,0.0010206010192632675,2.8978342015761882e-05,4.134752816753462e-05,anodr
20051110_38352_0400_PP_934.png,0.9945871829986572,0.003320534946396947,0.001904797274619341,7.469102274626493e-05,0.00011272996198385954,anodr
20051110_38472_0400_PP_1127.png,0.9969424605369568,0.0024430728517472744,0.0005625458434224129,1.385532505082665e-05,3.819198173005134e-05,anodr
20051110_38507_0400_PP_1190.png,0.9969109892845154,0.0026370014529675245,0.0004084582906216383,9.986650184146129e-06,3.3600481401663274e-05,anodr
20051116_43388_0400_PP_344.png,0.997511625289917,0.0020155427046120167,0.00043689674930647016,9.997623237723019e-06,2.5887684387271293e-05,anodr
20051116_43585_0400_PP_950.png,0.9972715973854065,0.0022202914115041494,0.00046799337724223733,1.0781053788377903e-05,2.9216926122899167e-05,anodr
20051116_43710_0400_PP_95.png,0.9990087747573853,0.0008209468214772642,0.00015793631609994918,4.297361101635033e-06,8.00052202976076e-06,anodr
