filename,score_anormal,score_cglaucoma,predicted_class
image_001_170.jpg,0.8651793599128723,0.13482065498828888,anormal
image_002_202.jpg,0.8640931844711304,0.13590684533119202,anormal
image_003_50.jpg,0.8610863089561462,0.13891372084617615,anormal
image_004_65.jpg,0.8619593977928162,0.13804054260253906,anormal
image_005_13.jpg,0.8606380224227905,0.13936197757720947,anormal
image_006_4.jpg,0.8602186441421509,0.1397813856601715,anormal
image_007_5.jpg,0.8643975257873535,0.1356024593114853,anormal
image_008_116.jpg,0.8655257225036621,0.13447421789169312,anormal
image_009_125.jpg,0.8639522790908813,0.13604772090911865,anormal
image_010_41.jpg,0.8646365404129028,0.1353633999824524,anormal
image_011_214.jpg,0.8647280931472778,0.13527193665504456,anormal
image_012_56.jpg,0.8642258048057556,0.135774165391922,anormal
image_013_71.jpg,0.8588206768035889,0.1411793977022171,anormal
image_014_59.jpg,0.8658632040023804,0.13413682579994202,anormal
image_015_209.jpg,0.8643643260002136,0.13563567399978638,anormal
image_016_82.jpg,0.8623625040054321,0.13763752579689026,anormal
image_017_93.jpg,0.866255521774292,0.13374443352222443,anormal
image_018_120.jpg,0.864786684513092,0.13521331548690796,anormal
image_019_168.jpg,0.8643295764923096,0.13567043840885162,anormal
image_020_10.jpg,0.8632679581642151,0.13673199713230133,anormal
image_021_26.jpg,0.8620712161064148,0.1379287987947464,anormal
image_022_55.jpg,0.8612226247787476,0.13877743482589722,anormal
image_023_103.jpg,0.8621817231178284,0.13781827688217163,anormal
image_024_200.jpg,0.8621522784233093,0.13784773647785187,anormal
image_025_99.jpg,0.8639592528343201,0.1360407918691635,anormal
image_026_146.jpg,0.8635405898094177,0.1364593356847763,anormal
image_027_32.jpg,0.8661980032920837,0.13380195200443268,anormal
image_028_96.jpg,0.863675057888031,0.13632497191429138,anormal
image_029_217.jpg,0.868249773979187,0.1317502111196518,anormal
image_030_219.jpg,0.8673912882804871,0.13260871171951294,anormal
image_031_49.jpg,0.8640053272247314,0.13599461317062378,anormal
image_032_39.jpg,0.8632393479347229,0.1367606520652771,anormal
image_033_187.jpg,0.8645057678222656,0.13549427688121796,anormal
image_034_36.jpg,0.8652760982513428,0.13472390174865723,anormal
