filename,score_anormal,score_cglaucoma,prediction
image_001_170.jpg,0.847071,0.152929,anormal
image_002_202.jpg,0.786079,0.213921,anormal
image_003_50.jpg,0.872314,0.127686,anormal
image_004_65.jpg,0.811665,0.188335,anormal
image_005_13.jpg,0.800023,0.199977,anormal
image_006_4.jpg,0.853148,0.146852,anormal
image_007_5.jpg,0.789765,0.210235,anormal
image_008_116.jpg,0.839638,0.160362,anormal
image_009_125.jpg,0.852871,0.147129,anormal
image_010_41.jpg,0.872399,0.127601,anormal
image_011_214.jpg,0.838091,0.161909,anormal
image_012_56.jpg,0.843519,0.156481,anormal
image_013_71.jpg,0.797970,0.202030,anormal
image_014_59.jpg,0.847120,0.152880,anormal
image_015_209.jpg,0.826536,0.173464,anormal
image_016_82.jpg,0.865932,0.134068,anormal
image_017_93.jpg,0.795948,0.204052,anormal
image_018_120.jpg,0.846505,0.153495,anormal
image_019_168.jpg,0.796495,0.203505,anormal
image_020_10.jpg,0.846780,0.153220,anormal
image_021_26.jpg,0.839080,0.160920,anormal
image_022_55.jpg,0.863718,0.136282,anormal
image_023_103.jpg,0.884432,0.115567,anormal
image_024_200.jpg,0.846160,0.153840,anormal
image_025_99.jpg,0.830353,0.169647,anormal
image_026_146.jpg,0.852188,0.147812,anormal
image_027_32.jpg,0.850896,0.149104,anormal
image_028_96.jpg,0.816506,0.183494,anormal
image_029_217.jpg,0.826365,0.173634,anormal
image_030_219.jpg,0.871302,0.128698,anormal
image_031_49.jpg,0.828597,0.171403,anormal
image_032_39.jpg,0.816765,0.183235,anormal
image_033_187.jpg,0.799543,0.200457,anormal
image_034_36.jpg,0.850738,0.149262,anormal
image_035_160.jpg,0.795521,0.204479,anormal
image_036_25.jpg,0.870477,0.129522,anormal
image_037_178.jpg,0.837944,0.162056,anormal
image_038_95.jpg,0.793580,0.206420,anormal
image_039_12.jpg,0.861571,0.138429,anormal
image_040_16.jpg,0.838538,0.161462,anormal
image_041_108.jpg,0.818571,0.181429,anormal
image_042_63.jpg,0.861581,0.138419,anormal
image_043_54.jpg,0.865115,0.134885,anormal
image_044_70.jpg,0.881023,0.118977,anormal
image_045_182.jpg,0.821279,0.178721,anormal
image_046_64.jpg,0.832128,0.167872,anormal
image_047_143.jpg,0.827294,0.172706,anormal
image_048_130.jpg,0.829100,0.170900,anormal
image_049_105.jpg,0.824988,0.175012,anormal
image_050_163.jpg,0.841886,0.158114,anormal
image_051_190.jpg,0.832506,0.167494,anormal
image_052_3.jpg,0.853842,0.146158,anormal
image_053_136.jpg,0.840881,0.159119,anormal
image_054_158.jpg,0.835817,0.164183,anormal
image_055_139.jpg,0.828653,0.171347,anormal
image_056_142.jpg,0.829413,0.170587,anormal
image_057_109.jpg,0.819383,0.180617,anormal
image_058_118.jpg,0.859119,0.140881,anormal
image_059_220.jpg,0.851793,0.148207,anormal
image_060_79.jpg,0.831576,0.168424,anormal
image_061_44.jpg,0.820332,0.179668,anormal
image_062_135.jpg,0.828461,0.171539,anormal
image_063_110.jpg,0.844832,0.155168,anormal
image_064_164.jpg,0.829119,0.170881,anormal
image_065_92.jpg,0.843151,0.156849,anormal
image_066_218.jpg,0.820358,0.179642,anormal
image_067_127.jpg,0.824924,0.175076,anormal
image_068_173.jpg,0.844613,0.155387,anormal
image_069_184.jpg,0.826090,0.173910,anormal
image_070_212.jpg,0.839124,0.160876,anormal
image_071_154.jpg,0.837767,0.162233,anormal
image_072_102.jpg,0.841886,0.158114,anormal
image_073_179.jpg,0.840651,0.159349,anormal
image_074_37.jpg,0.835537,0.164463,anormal
image_075_195.jpg,0.784266,0.215734,anormal
image_076_33.jpg,0.823012,0.176988,anormal
image_077_201.jpg,0.884925,0.115075,anormal
image_078_67.jpg,0.911809,0.088191,anormal
image_079_15.jpg,0.900981,0.099019,anormal
image_080_157.jpg,0.862617,0.137383,anormal
image_081_153.jpg,0.884016,0.115984,anormal
image_082_9.jpg,0.883932,0.116068,anormal
image_083_30.jpg,0.810557,0.189443,anormal
image_084_34.jpg,0.855748,0.144252,anormal
image_085_61.jpg,0.876942,0.123058,anormal
image_086_24.jpg,0.864796,0.135204,anormal
image_087_210.jpg,0.825936,0.174064,anormal
image_088_175.jpg,0.900981,0.099019,anormal
image_089_38.jpg,0.829817,0.170183,anormal
image_090_145.jpg,0.858959,0.141041,anormal
image_091_223.jpg,0.851042,0.148958,anormal
image_092_1.jpg,0.838423,0.161577,anormal
image_093_140.jpg,0.883932,0.116068,anormal
image_094_150.jpg,0.896715,0.103285,anormal
image_095_11.jpg,0.870558,0.129442,anormal
image_096_98.jpg,0.840445,0.159555,anormal
image_097_176.jpg,0.849552,0.150448,anormal
image_098_205.jpg,0.836824,0.163176,anormal
image_099_22.jpg,0.866708,0.133292,anormal
image_100_196.jpg,0.889095,0.110905,anormal
image_101_222.jpg,0.847417,0.152583,anormal
image_102_155.jpg,0.830650,0.169350,anormal
image_103_204.jpg,0.860182,0.139818,anormal
image_104_2.jpg,0.825627,0.174373,anormal
image_105_0.jpg,0.854958,0.145042,anormal
image_106_141.jpg,0.860692,0.139308,anormal
image_107_166.jpg,0.814239,0.185761,anormal
image_108_188.jpg,0.833419,0.166581,anormal
image_109_76.jpg,0.856848,0.143152,anormal
image_110_199.jpg,0.830868,0.169132,anormal
image_111_58.jpg,0.852039,0.147961,anormal
image_112_111.jpg,0.864864,0.135136,anormal
image_113_224.jpg,0.834714,0.165286,anormal
image_114_57.jpg,0.870986,0.129014,anormal
image_115_121.jpg,0.829580,0.170420,anormal
image_116_69.jpg,0.813186,0.186814,anormal
image_117_211.jpg,0.796712,0.203288,anormal
