image_path,true_label,pred_label,prob_a_noamd,prob_b_amd
a_noamd/N0001.jpg,a_noamd,a_noamd,0.834524929523468,0.1654750406742096
a_noamd/N0002.jpg,a_noamd,a_noamd,0.6923303604125977,0.30766957998275757
a_noamd/N0003.jpg,a_noamd,a_noamd,0.9057029485702515,0.09429705888032913
a_noamd/N0004.jpg,a_noamd,a_noamd,0.8773180246353149,0.12268199026584625
a_noamd/N0005.jpg,a_noamd,a_noamd,0.732908308506012,0.26709169149398804
a_noamd/N0006.jpg,a_noamd,a_noamd,0.8741927146911621,0.12580731511116028
a_noamd/N0007.jpg,a_noamd,a_noamd,0.9349044561386108,0.06509555131196976
a_noamd/N0008.jpg,a_noamd,a_noamd,0.8982868790626526,0.1017131581902504
a_noamd/N0009.jpg,a_noamd,a_noamd,0.5554712414741516,0.4445286989212036
a_noamd/N0010.jpg,a_noamd,a_noamd,0.7405317425727844,0.25946828722953796
a_noamd/N0011.jpg,a_noamd,a_noamd,0.8437932133674622,0.15620677173137665
a_noamd/N0012.jpg,a_noamd,a_noamd,0.9305413365364075,0.06945868581533432
a_noamd/N0013.jpg,a_noamd,a_noamd,0.9497395753860474,0.05026046186685562
a_noamd/N0014.jpg,a_noamd,a_noamd,0.9486599564552307,0.05134010314941406
a_noamd/N0015.jpg,a_noamd,a_noamd,0.9269770383834839,0.0730229988694191
a_noamd/N0016.jpg,a_noamd,a_noamd,0.8724777102470398,0.127522274851799
a_noamd/N0017.jpg,a_noamd,a_noamd,0.8843815326690674,0.11561843752861023
a_noamd/N0018.jpg,a_noamd,a_noamd,0.9262592792510986,0.07374073565006256
a_noamd/N0019.jpg,a_noamd,a_noamd,0.9338975548744202,0.06610242277383804
a_noamd/N0020.jpg,a_noamd,a_noamd,0.9098826050758362,0.09011737257242203
a_noamd/N0021.jpg,a_noamd,a_noamd,0.902020275592804,0.09797973930835724
a_noamd/N0022.jpg,a_noamd,a_noamd,0.8677459955215454,0.1322539895772934
a_noamd/N0023.jpg,a_noamd,a_noamd,0.6694172620773315,0.33058276772499084
a_noamd/N0024.jpg,a_noamd,a_noamd,0.8160585761070251,0.18394140899181366
a_noamd/N0025.jpg,a_noamd,a_noamd,0.932237446308136,0.06776255369186401
a_noamd/N0026.jpg,a_noamd,a_noamd,0.9436492919921875,0.0563507042825222
a_noamd/N0027.jpg,a_noamd,a_noamd,0.9351699352264404,0.06483010202646255
a_noamd/N0028.jpg,a_noamd,a_noamd,0.9072059988975525,0.09279397130012512
a_noamd/N0029.jpg,a_noamd,a_noamd,0.875883162021637,0.12411686778068542
a_noamd/N0030.jpg,a_noamd,a_noamd,0.8280014991760254,0.1719985008239746
a_noamd/N0031.jpg,a_noamd,a_noamd,0.8808948993682861,0.11910507082939148
a_noamd/N0032.jpg,a_noamd,a_noamd,0.7160911560058594,0.2839088439941406
a_noamd/N0033.jpg,a_noamd,a_noamd,0.9183939099311829,0.08160612732172012
a_noamd/N0034.jpg,a_noamd,a_noamd,0.8149972558021545,0.18500275909900665
a_noamd/N0035.jpg,a_noamd,a_noamd,0.8712998032569885,0.1287001371383667
a_noamd/N0036.jpg,a_noamd,a_noamd,0.6591033935546875,0.3408965766429901
a_noamd/N0037.jpg,a_noamd,a_noamd,0.9341378211975098,0.06586220115423203
a_noamd/N0038.jpg,a_noamd,a_noamd,0.9079201221466064,0.09207989275455475
a_noamd/N0039.jpg,a_noamd,b_amd,0.3223101496696472,0.6776899099349976
a_noamd/N0040.jpg,a_noamd,b_amd,0.25529858469963074,0.7447014451026917
a_noamd/N0041.jpg,a_noamd,b_amd,0.24402660131454468,0.7559733986854553
a_noamd/N0042.jpg,a_noamd,b_amd,0.47720643877983093,0.5227935910224915
a_noamd/N0043.jpg,a_noamd,a_noamd,0.7000721096992493,0.29992786049842834
a_noamd/N0044.jpg,a_noamd,a_noamd,0.8953856229782104,0.10461445897817612
a_noamd/N0045.jpg,a_noamd,a_noamd,0.9478846788406372,0.05211525410413742
a_noamd/N0046.jpg,a_noamd,a_noamd,0.9322702884674072,0.06772969663143158
a_noamd/N0047.jpg,a_noamd,a_noamd,0.9056032299995422,0.09439675509929657
a_noamd/N0048.jpg,a_noamd,a_noamd,0.9377145767211914,0.06228545680642128
