image_path,true_label,pred_label,prob_a_noamd,prob_b_amd
a_noamd/1018113_21015_1_0.png,a_noamd,a_noamd,0.9303911924362183,0.06960878521203995
a_noamd/1020777_21015_1_0.png,a_noamd,a_noamd,0.9316388964653015,0.06836111843585968
a_noamd/1026486_21016_0_0.png,a_noamd,a_noamd,0.9359605312347412,0.06403941661119461
a_noamd/1036537_21016_0_0.png,a_noamd,a_noamd,0.9470042586326599,0.052995771169662476
a_noamd/1039702_21015_1_0.png,a_noamd,a_noamd,0.9007949829101562,0.09920501708984375
a_noamd/1046092_21015_0_0.png,a_noamd,a_noamd,0.9026573896408081,0.09734261780977249
a_noamd/1064334_21016_0_0.png,a_noamd,a_noamd,0.7055352330207825,0.29446473717689514
a_noamd/1103313_21016_0_0.png,a_noamd,b_amd,0.13997948169708252,0.8600204586982727
a_noamd/1107730_21015_0_0.png,a_noamd,a_noamd,0.8720799088478088,0.12792015075683594
a_noamd/1134266_21015_0_0.png,a_noamd,a_noamd,0.8710727095603943,0.1289273202419281
a_noamd/1167873_21016_0_0.png,a_noamd,b_amd,0.3848097622394562,0.6151902675628662
a_noamd/1169358_21015_1_0.png,a_noamd,a_noamd,0.9150481820106506,0.08495187014341354
a_noamd/1170584_21016_0_0.png,a_noamd,a_noamd,0.9459143877029419,0.05408558249473572
a_noamd/1175155_21016_0_0.png,a_noamd,a_noamd,0.9421834945678711,0.05781657248735428
a_noamd/1178859_21016_0_0.png,a_noamd,a_noamd,0.8949000835418701,0.10509996116161346
a_noamd/1184375_21016_1_0.png,a_noamd,a_noamd,0.6947956085205078,0.3052043914794922
a_noamd/1186967_21016_0_0.png,a_noamd,b_amd,0.3205031454563141,0.6794968247413635
a_noamd/1197089_21016_0_0.png,a_noamd,a_noamd,0.9197940230369568,0.08020595461130142
a_noamd/1197343_21015_0_0.png,a_noamd,a_noamd,0.9215577244758606,0.0784422904253006
a_noamd/1220742_21016_0_0.png,a_noamd,a_noamd,0.9345534443855286,0.06544652581214905
a_noamd/1223318_21016_0_0.png,a_noamd,a_noamd,0.9201999306678772,0.0798000767827034
a_noamd/1230171_21016_0_0.png,a_noamd,a_noamd,0.8722875714302063,0.12771248817443848
a_noamd/1250082_21016_0_0.png,a_noamd,a_noamd,0.8981682658195496,0.10183171927928925
a_noamd/1260458_21016_0_0.png,a_noamd,a_noamd,0.8378368616104126,0.1621631234884262
a_noamd/1261685_21016_0_0.png,a_noamd,a_noamd,0.9343182444572449,0.06568175554275513
a_noamd/1267094_21016_0_0.png,a_noamd,a_noamd,0.8548942804336548,0.1451057493686676
a_noamd/1275770_21015_0_0.png,a_noamd,a_noamd,0.9360561966896057,0.06394382566213608
a_noamd/1322575_21016_0_0.png,a_noamd,a_noamd,0.935630202293396,0.06436971575021744
a_noamd/1330933_21015_0_0.png,a_noamd,a_noamd,0.5241798162460327,0.4758201837539673
a_noamd/1334474_21015_0_0.png,a_noamd,a_noamd,0.9251853823661804,0.07481464743614197
a_noamd/1346072_21016_0_0.png,a_noamd,b_amd,0.1691969484090805,0.8308030366897583
a_noamd/1350271_21016_0_0.png,a_noamd,a_noamd,0.9231632351875305,0.07683674246072769
