file_path,true_class,predicted_class,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,correct
anodr/20051020_43808_0100_PP_967.png,anodr,anodr,0.8916189670562744,0.021854382008314133,0.04507163539528847,0.017620548605918884,0.023834452033042908,1
anodr/20051020_44261_0100_PP_1191.png,anodr,anodr,0.8989757299423218,0.03031088225543499,0.03560664504766464,0.015983931720256805,0.01912280172109604,1
anodr/20051020_44284_0100_PP_502.png,anodr,anodr,0.8310134410858154,0.031401365995407104,0.09390926361083984,0.018344663083553314,0.02533121034502983,1
anodr/20051020_44338_0100_PP_547.png,anodr,anodr,0.6242431998252869,0.2139289826154709,0.11630181968212128,0.015567048452794552,0.02995895780622959,1
anodr/20051020_44400_0100_PP_920.png,anodr,anodr,0.558515191078186,0.3086302876472473,0.08981353789567947,0.02195689082145691,0.02108401246368885,1
anodr/20051020_44431_0100_PP_514.png,anodr,anodr,0.40010932087898254,0.3059350848197937,0.25278669595718384,0.021131867542862892,0.020037008449435234,1
anodr/20051020_44692_0100_PP_419.png,anodr,anodr,0.8926467895507812,0.037123650312423706,0.028424730524420738,0.014258973300457,0.027545839548110962,1
anodr/20051020_44714_0100_PP_1199.png,anodr,anodr,0.9114353656768799,0.027362031862139702,0.022757327184081078,0.017332324758172035,0.021112971007823944,1
anodr/20051020_44982_0100_PP_486.png,anodr,anodr,0.8313658833503723,0.0744873657822609,0.054229188710451126,0.01924213021993637,0.020675363019108772,1
anodr/20051020_56791_0100_PP_1185.png,anodr,anodr,0.8864346146583557,0.04474916681647301,0.026462754234671593,0.020247772336006165,0.02210574597120285,1
anodr/20051020_57157_0100_PP_971.png,anodr,bmilddr,0.2323235422372818,0.48521319031715393,0.24656887352466583,0.01799868606030941,0.017895691096782684,0
anodr/20051020_57967_0100_PP_829.png,anodr,anodr,0.9282649755477905,0.02066444605588913,0.022908730432391167,0.014397479593753815,0.01376444660127163,1
anodr/20051020_58065_0100_PP_561.png,anodr,anodr,0.9070912003517151,0.03283530846238136,0.02693638950586319,0.013073503039777279,0.020063569769263268,1
anodr/20051020_61757_0100_PP_484.png,anodr,anodr,0.8995974659919739,0.021517351269721985,0.0393788106739521,0.01501388754695654,0.024492569267749786,1
anodr/20051020_62461_0100_PP_76.png,anodr,cmoderatedr,0.37094712257385254,0.09070248901844025,0.4732212722301483,0.027387775480747223,0.03774133324623108,0
anodr/20051020_62510_0100_PP_106.png,anodr,cmoderatedr,0.11929495632648468,0.05347827821969986,0.7606687545776367,0.02836211957037449,0.03819590061903,0
anodr/20051020_62577_0100_PP_479.png,anodr,anodr,0.916735053062439,0.023366762325167656,0.021708181127905846,0.0209557693451643,0.01723417453467846,1
anodr/20051020_62615_0100_PP_294.png,anodr,anodr,0.9064493775367737,0.03234488144516945,0.02154943160712719,0.02035946398973465,0.019296875223517418,1
anodr/20051020_63269_0100_PP_1183.png,anodr,anodr,0.875084638595581,0.045053184032440186,0.04040242359042168,0.01866994984447956,0.020789802074432373,1
anodr/20051020_63337_0100_PP_471.png,anodr,anodr,0.8409067392349243,0.07316110283136368,0.04491221532225609,0.019886430352926254,0.021133558824658394,1
anodr/20051020_64249_0100_PP_1004.png,anodr,anodr,0.9196739196777344,0.022127622738480568,0.02436399646103382,0.016813961789011955,0.017020519822835922,1
anodr/20051020_64388_0100_PP_1194.png,anodr,anodr,0.9239665269851685,0.018654413521289825,0.02500857785344124,0.018222196027636528,0.014148312620818615,1
anodr/20051020_64653_0100_PP_124.png,anodr,anodr,0.9053718447685242,0.035326793789863586,0.027411414310336113,0.013782007619738579,0.01810794696211815,1
anodr/20051020_64775_0100_PP_480.png,anodr,anodr,0.816811203956604,0.09792236983776093,0.05751366540789604,0.010765314102172852,0.01698746159672737,1
anodr/20051020_64836_0100_PP_1270.png,anodr,anodr,0.8150585889816284,0.07314012199640274,0.07339328527450562,0.012329507619142532,0.026078520342707634,1
anodr/20051021_36380_0100_PP_135.png,anodr,anodr,0.9109934568405151,0.029664134606719017,0.02247665449976921,0.017778661102056503,0.019087085500359535,1
anodr/20051021_36476_0100_PP_1243.png,anodr,anodr,0.9199268817901611,0.023895790800452232,0.019517501816153526,0.020073402673006058,0.016586435958743095,1
anodr/20051021_39845_0100_PP_315.png,anodr,anodr,0.8995298743247986,0.032896265387535095,0.023140281438827515,0.018209148198366165,0.02622438594698906,1
anodr/20051021_39914_0100_PP_1352.png,anodr,anodr,0.8582370281219482,0.045834459364414215,0.05764360353350639,0.018896060064435005,0.019388852640986443,1
anodr/20051021_51418_0100_PP_18.png,anodr,anodr,0.8719027638435364,0.05497177690267563,0.0324663445353508,0.016911860555410385,0.023747188970446587,1
anodr/20051021_51476_0100_PP_150.png,anodr,anodr,0.8657851815223694,0.062201641499996185,0.03346306458115578,0.017850877717137337,0.02069934830069542,1
anodr/20051021_51936_0100_PP_1379.png,anodr,anodr,0.8060146570205688,0.10275157541036606,0.045090656727552414,0.021531887352466583,0.02461118996143341,1
anodr/20051021_51994_0100_PP_1283.png,anodr,anodr,0.8451343774795532,0.07335399836301804,0.027996622025966644,0.020129933953285217,0.03338504582643509,1
anodr/20051021_57798_0100_PP_1322.png,anodr,anodr,0.8065229654312134,0.09720000624656677,0.05588671192526817,0.019077138975262642,0.02131321094930172,1
anodr/20051021_57862_0100_PP_372.png,anodr,anodr,0.7976611852645874,0.11176300793886185,0.04981587454676628,0.02297944389283657,0.017780447378754616,1
anodr/20051021_57975_0100_PP_517.png,anodr,anodr,0.8079270720481873,0.039118774235248566,0.11540267616510391,0.015554439276456833,0.0219971165060997,1
anodr/20051021_58035_0100_PP_1138.png,anodr,anodr,0.6652473211288452,0.06929174065589905,0.22099669277668,0.020323414355516434,0.024140862748026848,1
anodr/20051021_58388_0100_PP_1300.png,anodr,anodr,0.8759294152259827,0.025142990052700043,0.05133145675063133,0.01654418744146824,0.031051920726895332,1
