file_path,true_class,predicted_class,prob_anormal,prob_cglaucoma,correct
anormal/RET027OD.jpg,anormal,anormal,0.8566818237304688,0.14331811666488647,1
anormal/RET035OD.jpg,anormal,anormal,0.8341832160949707,0.16581682860851288,1
anormal/RET035OS.jpg,anormal,anormal,0.874300479888916,0.12569954991340637,1
anormal/RET096OD.jpg,anormal,anormal,0.6059074401855469,0.3940925598144531,1
anormal/RET098OD.jpg,anormal,anormal,0.8942192196846008,0.10578078031539917,1
anormal/RET107OD.jpg,anormal,anormal,0.8600788712501526,0.1399211585521698,1
anormal/RET129OS.jpg,anormal,anormal,0.7929549813270569,0.2070450335741043,1
anormal/RET131OD.jpg,anormal,anormal,0.6458423733711243,0.35415759682655334,1
anormal/RET132OD.jpg,anormal,anormal,0.6258946061134338,0.37410539388656616,1
anormal/RET133OD.jpg,anormal,anormal,0.9014001488685608,0.0985998809337616,1
anormal/RET137OD.jpg,anormal,anormal,0.8847876787185669,0.11521238833665848,1
anormal/RET141OS.jpg,anormal,anormal,0.8597477674484253,0.1402522176504135,1
anormal/RET146OS.jpg,anormal,anormal,0.7700033783912659,0.22999660670757294,1
anormal/RET150OS.jpg,anormal,anormal,0.8953548073768616,0.10464514046907425,1
anormal/RET153OS.jpg,anormal,anormal,0.8297163248062134,0.17028364539146423,1
anormal/RET163OS.jpg,anormal,anormal,0.9016504883766174,0.09834951162338257,1
anormal/RET168OS.jpg,anormal,anormal,0.9103006720542908,0.08969936519861221,1
anormal/RET175OD.jpg,anormal,anormal,0.9220699667930603,0.07793008536100388,1
anormal/RET177OD.jpg,anormal,anormal,0.89544677734375,0.10455325245857239,1
anormal/RET177OS.jpg,anormal,anormal,0.9421990513801575,0.057800985872745514,1
anormal/RET178OD.jpg,anormal,anormal,0.9207658767700195,0.07923407107591629,1
anormal/RET181OS.jpg,anormal,anormal,0.9359826445579529,0.06401729583740234,1
anormal/RET182OD.jpg,anormal,anormal,0.8914298415184021,0.10857013612985611,1
anormal/RET184OD.jpg,anormal,anormal,0.8923994898796082,0.10760051757097244,1
anormal/RET184OS.jpg,anormal,anormal,0.782122790813446,0.21787717938423157,1
anormal/RET190OS.jpg,anormal,anormal,0.790824830532074,0.20917518436908722,1
anormal/RET191OS.jpg,anormal,anormal,0.9092824459075928,0.09071757644414902,1
anormal/RET192OS.jpg,anormal,anormal,0.918343722820282,0.081656314432621,1
anormal/RET197OD.jpg,anormal,anormal,0.9492005109786987,0.050799448043107986,1
anormal/RET198OD.jpg,anormal,cglaucoma,0.3320096731185913,0.6679903268814087,0
anormal/RET198OS.jpg,anormal,anormal,0.8713809847831726,0.12861904501914978,1
anormal/RET199OD.jpg,anormal,anormal,0.9258468747138977,0.07415309548377991,1
anormal/RET200OD.jpg,anormal,anormal,0.8260443210601807,0.17395570874214172,1
anormal/RET200OS.jpg,anormal,anormal,0.819091796875,0.1809082180261612,1
anormal/RET201OD.jpg,anormal,anormal,0.8959959745407104,0.10400402545928955,1
anormal/RET202OD.jpg,anormal,anormal,0.9265230298042297,0.07347696274518967,1
anormal/RET203OD.jpg,anormal,anormal,0.9117701053619385,0.08822981268167496,1
anormal/RET203OS.jpg,anormal,anormal,0.9071123600006104,0.09288758784532547,1
anormal/RET210OD.jpg,anormal,anormal,0.8859155774116516,0.1140844002366066,1
anormal/RET211OS.jpg,anormal,anormal,0.9014122486114502,0.09858781099319458,1
anormal/RET212OD.jpg,anormal,anormal,0.9110438823699951,0.08895614743232727,1
anormal/RET213OS.jpg,anormal,anormal,0.9331949353218079,0.06680507957935333,1
anormal/RET216OD.jpg,anormal,anormal,0.8641599416732788,0.1358400136232376,1
anormal/RET216OS.jpg,anormal,anormal,0.9502938985824585,0.04970616474747658,1
anormal/RET220OD.jpg,anormal,anormal,0.9076582193374634,0.0923418328166008,1
anormal/RET220OS.jpg,anormal,anormal,0.9275681376457214,0.07243192195892334,1
anormal/RET224OD.jpg,anormal,anormal,0.9311771392822266,0.06882291287183762,1
anormal/RET228OS.jpg,anormal,anormal,0.886616051197052,0.11338391900062561,1
anormal/RET231OD.jpg,anormal,anormal,0.6655189394950867,0.3344810903072357,1
anormal/RET237OD.jpg,anormal,anormal,0.9382103085517883,0.061789628118276596,1
anormal/RET245OS.jpg,anormal,anormal,0.9330068826675415,0.06699307262897491,1
anormal/RET252OS.jpg,anormal,anormal,0.8883084654808044,0.11169146746397018,1
anormal/RET253OD.jpg,anormal,anormal,0.6093745827674866,0.3906254470348358,1
anormal/RET253OS.jpg,anormal,anormal,0.9313980937004089,0.06860189139842987,1
anormal/RET256OD.jpg,anormal,anormal,0.9158151745796204,0.08418475836515427,1
anormal/RET258OD.jpg,anormal,anormal,0.748111367225647,0.2518886625766754,1
