filename,true_label,predicted_label,confidence,correct,prob_a_noamd,prob_b_amd
../../../data/data_UKBB/test/a_noamd/1018113_21015_1_0.png,a_noamd,a_noamd,0.91030824,True,0.91030824,0.08969169
../../../data/data_UKBB/test/a_noamd/1020777_21015_1_0.png,a_noamd,a_noamd,0.928125,True,0.928125,0.071875036
../../../data/data_UKBB/test/a_noamd/1026486_21016_0_0.png,a_noamd,a_noamd,0.9463452,True,0.9463452,0.053654782
../../../data/data_UKBB/test/a_noamd/1036537_21016_0_0.png,a_noamd,a_noamd,0.9547168,True,0.9547168,0.045283258
../../../data/data_UKBB/test/a_noamd/1039702_21015_1_0.png,a_noamd,a_noamd,0.98231524,True,0.98231524,0.017684743
../../../data/data_UKBB/test/a_noamd/1046092_21015_0_0.png,a_noamd,a_noamd,0.9637679,True,0.9637679,0.03623209
../../../data/data_UKBB/test/a_noamd/1064334_21016_0_0.png,a_noamd,a_noamd,0.78839386,True,0.78839386,0.21160617
../../../data/data_UKBB/test/a_noamd/1103313_21016_0_0.png,a_noamd,a_noamd,0.9163767,True,0.9163767,0.08362336
../../../data/data_UKBB/test/a_noamd/1107730_21015_0_0.png,a_noamd,a_noamd,0.9624208,True,0.9624208,0.03757911
../../../data/data_UKBB/test/a_noamd/1134266_21015_0_0.png,a_noamd,a_noamd,0.8972123,True,0.8972123,0.10278773
../../../data/data_UKBB/test/a_noamd/1167873_21016_0_0.png,a_noamd,a_noamd,0.90247,True,0.90247,0.097529925
../../../data/data_UKBB/test/a_noamd/1169358_21015_1_0.png,a_noamd,a_noamd,0.94723195,True,0.94723195,0.052767992
../../../data/data_UKBB/test/a_noamd/1170584_21016_0_0.png,a_noamd,a_noamd,0.96273965,True,0.96273965,0.037260313
../../../data/data_UKBB/test/a_noamd/1175155_21016_0_0.png,a_noamd,a_noamd,0.9542249,True,0.9542249,0.045775108
../../../data/data_UKBB/test/a_noamd/1178859_21016_0_0.png,a_noamd,a_noamd,0.8571471,True,0.8571471,0.14285284
../../../data/data_UKBB/test/a_noamd/1184375_21016_1_0.png,a_noamd,a_noamd,0.8608022,True,0.8608022,0.13919786
../../../data/data_UKBB/test/a_noamd/1186967_21016_0_0.png,a_noamd,a_noamd,0.8838151,True,0.8838151,0.116184905
../../../data/data_UKBB/test/a_noamd/1197089_21016_0_0.png,a_noamd,a_noamd,0.98174447,True,0.98174447,0.018255502
../../../data/data_UKBB/test/a_noamd/1197343_21015_0_0.png,a_noamd,a_noamd,0.89853555,True,0.89853555,0.10146441
../../../data/data_UKBB/test/a_noamd/1220742_21016_0_0.png,a_noamd,a_noamd,0.9579035,True,0.9579035,0.04209648
../../../data/data_UKBB/test/a_noamd/1223318_21016_0_0.png,a_noamd,a_noamd,0.95605373,True,0.95605373,0.043946326
../../../data/data_UKBB/test/a_noamd/1230171_21016_0_0.png,a_noamd,a_noamd,0.9594693,True,0.9594693,0.040530734
../../../data/data_UKBB/test/a_noamd/1250082_21016_0_0.png,a_noamd,a_noamd,0.9630203,True,0.9630203,0.036979653
../../../data/data_UKBB/test/a_noamd/1260458_21016_0_0.png,a_noamd,a_noamd,0.97775203,True,0.97775203,0.022248056
../../../data/data_UKBB/test/a_noamd/1261685_21016_0_0.png,a_noamd,a_noamd,0.87399215,True,0.87399215,0.12600784
../../../data/data_UKBB/test/a_noamd/1267094_21016_0_0.png,a_noamd,a_noamd,0.88061893,True,0.88061893,0.11938103
../../../data/data_UKBB/test/a_noamd/1275770_21015_0_0.png,a_noamd,a_noamd,0.9298485,True,0.9298485,0.07015152
../../../data/data_UKBB/test/a_noamd/1322575_21016_0_0.png,a_noamd,a_noamd,0.9493686,True,0.9493686,0.050631445
../../../data/data_UKBB/test/a_noamd/1330933_21015_0_0.png,a_noamd,a_noamd,0.92420137,True,0.92420137,0.07579854
../../../data/data_UKBB/test/a_noamd/1334474_21015_0_0.png,a_noamd,a_noamd,0.89496374,True,0.89496374,0.10503627
../../../data/data_UKBB/test/a_noamd/1346072_21016_0_0.png,a_noamd,a_noamd,0.8032588,True,0.8032588,0.19674115
../../../data/data_UKBB/test/a_noamd/1350271_21016_0_0.png,a_noamd,a_noamd,0.9397222,True,0.9397222,0.060277812
../../../data/data_UKBB/test/a_noamd/1359631_21015_1_0.png,a_noamd,a_noamd,0.92776376,True,0.92776376,0.07223624
../../../data/data_UKBB/test/a_noamd/1372500_21016_0_0.png,a_noamd,a_noamd,0.93719417,True,0.93719417,0.06280583
../../../data/data_UKBB/test/a_noamd/1407787_21015_1_0.png,a_noamd,a_noamd,0.9017557,True,0.9017557,0.098244295
../../../data/data_UKBB/test/a_noamd/1412963_21015_0_0.png,a_noamd,a_noamd,0.9329497,True,0.9329497,0.06705024
../../../data/data_UKBB/test/a_noamd/1429525_21016_0_0.png,a_noamd,a_noamd,0.9395217,True,0.9395217,0.06047823
../../../data/data_UKBB/test/a_noamd/1434744_21016_0_0.png,a_noamd,a_noamd,0.91691875,True,0.91691875,0.08308126
../../../data/data_UKBB/test/a_noamd/1438121_21015_0_0.png,a_noamd,a_noamd,0.975745,True,0.975745,0.02425495
../../../data/data_UKBB/test/a_noamd/1438217_21016_0_0.png,a_noamd,a_noamd,0.85698617,True,0.85698617,0.14301386
../../../data/data_UKBB/test/a_noamd/1465849_21015_0_0.png,a_noamd,a_noamd,0.81941783,True,0.81941783,0.18058214
../../../data/data_UKBB/test/a_noamd/1486263_21015_0_0.png,a_noamd,a_noamd,0.9219413,True,0.9219413,0.078058675
../../../data/data_UKBB/test/a_noamd/1494464_21015_0_0.png,a_noamd,a_noamd,0.97712153,True,0.97712153,0.022878464
../../../data/data_UKBB/test/a_noamd/1495365_21015_1_0.png,a_noamd,a_noamd,0.9132141,True,0.9132141,0.08678589
../../../data/data_UKBB/test/a_noamd/1495979_21015_1_0.png,a_noamd,a_noamd,0.8507031,True,0.8507031,0.14929685
../../../data/data_UKBB/test/a_noamd/1499051_21015_0_0.png,a_noamd,a_noamd,0.85587597,True,0.85587597,0.144124
../../../data/data_UKBB/test/a_noamd/1499671_21016_0_1.png,a_noamd,a_noamd,0.9496695,True,0.9496695,0.050330542
../../../data/data_UKBB/test/a_noamd/1506781_21016_0_0.png,a_noamd,a_noamd,0.96940243,True,0.96940243,0.030597558
../../../data/data_UKBB/test/a_noamd/1514959_21015_0_0.png,a_noamd,a_noamd,0.9292983,True,0.9292983,0.070701696
../../../data/data_UKBB/test/a_noamd/1515498_21016_0_0.png,a_noamd,a_noamd,0.916076,True,0.916076,0.08392401
../../../data/data_UKBB/test/a_noamd/1535030_21016_0_0.png,a_noamd,a_noamd,0.89544886,True,0.89544886,0.10455114
../../../data/data_UKBB/test/a_noamd/1537998_21015_1_1.png,a_noamd,a_noamd,0.92186606,True,0.92186606,0.07813394
../../../data/data_UKBB/test/a_noamd/1552660_21016_0_0.png,a_noamd,a_noamd,0.9158373,True,0.9158373,0.08416272
../../../data/data_UKBB/test/a_noamd/1553749_21016_0_0.png,a_noamd,a_noamd,0.9279825,True,0.9279825,0.07201751
../../../data/data_UKBB/test/a_noamd/1553751_21015_0_0.png,a_noamd,a_noamd,0.91785574,True,0.91785574,0.0821443
../../../data/data_UKBB/test/a_noamd/1557480_21016_1_0.png,a_noamd,a_noamd,0.85520935,True,0.85520935,0.14479062
../../../data/data_UKBB/test/a_noamd/1560389_21015_0_0.png,a_noamd,a_noamd,0.85392284,True,0.85392284,0.14607719
../../../data/data_UKBB/test/a_noamd/1574898_21016_0_0.png,a_noamd,a_noamd,0.9706646,True,0.9706646,0.029335365
