filename,true_label,predicted_label,confidence,correct,prob_anormal,prob_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,anormal,anormal,0.8457403,True,0.8457403,0.15425959
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,anormal,anormal,0.8596773,True,0.8596773,0.14032267
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,anormal,anormal,0.87515056,True,0.87515056,0.12484942
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,anormal,anormal,0.87306625,True,0.87306625,0.12693378
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,anormal,anormal,0.8181609,True,0.8181609,0.18183912
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,anormal,anormal,0.9057137,True,0.9057137,0.09428633
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,anormal,anormal,0.7533691,True,0.7533691,0.2466309
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,anormal,anormal,0.9335141,True,0.9335141,0.066485815
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,anormal,anormal,0.84753734,True,0.84753734,0.15246263
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,anormal,anormal,0.8468248,True,0.8468248,0.15317515
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,anormal,anormal,0.8311632,True,0.8311632,0.16883674
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,anormal,anormal,0.7975743,True,0.7975743,0.20242575
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,anormal,anormal,0.9053953,True,0.9053953,0.094604746
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,anormal,anormal,0.87224513,True,0.87224513,0.12775484
../../../data/data_PAPILA/test/anormal/RET153OS.jpg,anormal,anormal,0.8639158,True,0.8639158,0.1360842
../../../data/data_PAPILA/test/anormal/RET163OS.jpg,anormal,anormal,0.82741416,True,0.82741416,0.17258587
../../../data/data_PAPILA/test/anormal/RET168OS.jpg,anormal,anormal,0.84974146,True,0.84974146,0.15025851
../../../data/data_PAPILA/test/anormal/RET175OD.jpg,anormal,anormal,0.7842673,True,0.7842673,0.21573265
../../../data/data_PAPILA/test/anormal/RET177OD.jpg,anormal,anormal,0.89654076,True,0.89654076,0.10345931
../../../data/data_PAPILA/test/anormal/RET177OS.jpg,anormal,anormal,0.8535196,True,0.8535196,0.1464804
../../../data/data_PAPILA/test/anormal/RET178OD.jpg,anormal,anormal,0.85391873,True,0.85391873,0.14608128
../../../data/data_PAPILA/test/anormal/RET181OS.jpg,anormal,anormal,0.84888756,True,0.84888756,0.1511125
../../../data/data_PAPILA/test/anormal/RET182OD.jpg,anormal,anormal,0.8939147,True,0.8939147,0.1060853
../../../data/data_PAPILA/test/anormal/RET184OD.jpg,anormal,anormal,0.8818631,True,0.8818631,0.11813693
../../../data/data_PAPILA/test/anormal/RET184OS.jpg,anormal,anormal,0.8148106,True,0.8148106,0.1851894
../../../data/data_PAPILA/test/anormal/RET190OS.jpg,anormal,anormal,0.84787,True,0.84787,0.15212993
../../../data/data_PAPILA/test/anormal/RET191OS.jpg,anormal,anormal,0.8251745,True,0.8251745,0.17482547
../../../data/data_PAPILA/test/anormal/RET192OS.jpg,anormal,anormal,0.90325296,True,0.90325296,0.096747085
../../../data/data_PAPILA/test/anormal/RET197OD.jpg,anormal,anormal,0.8549038,True,0.8549038,0.14509624
../../../data/data_PAPILA/test/anormal/RET198OD.jpg,anormal,anormal,0.82371426,True,0.82371426,0.17628567
../../../data/data_PAPILA/test/anormal/RET198OS.jpg,anormal,anormal,0.6557166,True,0.6557166,0.34428334
../../../data/data_PAPILA/test/anormal/RET199OD.jpg,anormal,anormal,0.8627636,True,0.8627636,0.13723639
../../../data/data_PAPILA/test/anormal/RET200OD.jpg,anormal,anormal,0.8660418,True,0.8660418,0.13395831
../../../data/data_PAPILA/test/anormal/RET200OS.jpg,anormal,anormal,0.8665317,True,0.8665317,0.13346818
../../../data/data_PAPILA/test/anormal/RET201OD.jpg,anormal,anormal,0.8965747,True,0.8965747,0.10342529
../../../data/data_PAPILA/test/anormal/RET202OD.jpg,anormal,anormal,0.85078096,True,0.85078096,0.149219
../../../data/data_PAPILA/test/anormal/RET203OD.jpg,anormal,anormal,0.88399905,True,0.88399905,0.116000935
../../../data/data_PAPILA/test/anormal/RET203OS.jpg,anormal,anormal,0.8240077,True,0.8240077,0.17599234
../../../data/data_PAPILA/test/anormal/RET210OD.jpg,anormal,anormal,0.86968786,True,0.86968786,0.13031209
../../../data/data_PAPILA/test/anormal/RET211OS.jpg,anormal,anormal,0.84601593,True,0.84601593,0.15398407
../../../data/data_PAPILA/test/anormal/RET212OD.jpg,anormal,anormal,0.8918737,True,0.8918737,0.10812627
../../../data/data_PAPILA/test/anormal/RET213OS.jpg,anormal,anormal,0.8729228,True,0.8729228,0.12707713
../../../data/data_PAPILA/test/anormal/RET216OD.jpg,anormal,anormal,0.80529106,True,0.80529106,0.19470897
../../../data/data_PAPILA/test/anormal/RET216OS.jpg,anormal,anormal,0.8272854,True,0.8272854,0.17271462
../../../data/data_PAPILA/test/anormal/RET220OD.jpg,anormal,anormal,0.8563986,True,0.8563986,0.14360137
../../../data/data_PAPILA/test/anormal/RET220OS.jpg,anormal,anormal,0.9040195,True,0.9040195,0.0959806
../../../data/data_PAPILA/test/anormal/RET224OD.jpg,anormal,anormal,0.86874425,True,0.86874425,0.13125573
../../../data/data_PAPILA/test/anormal/RET228OS.jpg,anormal,anormal,0.8523223,True,0.8523223,0.14767767
../../../data/data_PAPILA/test/anormal/RET231OD.jpg,anormal,anormal,0.7464026,True,0.7464026,0.25359738
../../../data/data_PAPILA/test/anormal/RET237OD.jpg,anormal,anormal,0.85034734,True,0.85034734,0.14965272
../../../data/data_PAPILA/test/anormal/RET245OS.jpg,anormal,anormal,0.901508,True,0.901508,0.098492004
../../../data/data_PAPILA/test/anormal/RET252OS.jpg,anormal,anormal,0.80405265,True,0.80405265,0.19594738
../../../data/data_PAPILA/test/anormal/RET253OD.jpg,anormal,anormal,0.9025531,True,0.9025531,0.09744693
../../../data/data_PAPILA/test/anormal/RET253OS.jpg,anormal,anormal,0.83197385,True,0.83197385,0.16802618
../../../data/data_PAPILA/test/anormal/RET256OD.jpg,anormal,anormal,0.77805614,True,0.77805614,0.22194389
../../../data/data_PAPILA/test/anormal/RET258OD.jpg,anormal,anormal,0.7921743,True,0.7921743,0.2078257
../../../data/data_PAPILA/test/anormal/RET259OD.jpg,anormal,anormal,0.86816263,True,0.86816263,0.1318374
../../../data/data_PAPILA/test/anormal/RET261OS.jpg,anormal,anormal,0.87100303,True,0.87100303,0.12899697
../../../data/data_PAPILA/test/anormal/RET267OD.jpg,anormal,anormal,0.7722313,True,0.7722313,0.22776866
../../../data/data_PAPILA/test/anormal/RET271OS.jpg,anormal,anormal,0.87666255,True,0.87666255,0.12333745
../../../data/data_PAPILA/test/anormal/RET272OD.jpg,anormal,anormal,0.7756691,True,0.7756691,0.2243309
../../../data/data_PAPILA/test/anormal/RET277OS.jpg,anormal,anormal,0.80237675,True,0.80237675,0.19762322
../../../data/data_PAPILA/test/anormal/RET282OD.jpg,anormal,anormal,0.8351568,True,0.8351568,0.16484316
../../../data/data_PAPILA/test/anormal/RET282OS.jpg,anormal,anormal,0.88168114,True,0.88168114,0.1183189
../../../data/data_PAPILA/test/anormal/RET283OS.jpg,anormal,anormal,0.80698997,True,0.80698997,0.19301008
../../../data/data_PAPILA/test/anormal/RET285OS.jpg,anormal,anormal,0.8843099,True,0.8843099,0.11569013
../../../data/data_PAPILA/test/anormal/RET291OD.jpg,anormal,anormal,0.8640524,True,0.8640524,0.13594764
../../../data/data_PAPILA/test/cglaucoma/RET002OD.jpg,cglaucoma,anormal,0.7887502,False,0.7887502,0.21124986
../../../data/data_PAPILA/test/cglaucoma/RET006OS.jpg,cglaucoma,anormal,0.83381957,False,0.83381957,0.16618039
../../../data/data_PAPILA/test/cglaucoma/RET053OD.jpg,cglaucoma,anormal,0.7475329,False,0.7475329,0.25246707
../../../data/data_PAPILA/test/cglaucoma/RET066OS.jpg,cglaucoma,anormal,0.8180808,False,0.8180808,0.18191919
../../../data/data_PAPILA/test/cglaucoma/RET089OD.jpg,cglaucoma,anormal,0.74209654,False,0.74209654,0.2579035
../../../data/data_PAPILA/test/cglaucoma/RET091OD.jpg,cglaucoma,anormal,0.8137623,False,0.8137623,0.18623772
../../../data/data_PAPILA/test/cglaucoma/RET102OD.jpg,cglaucoma,anormal,0.91883117,False,0.91883117,0.08116877
../../../data/data_PAPILA/test/cglaucoma/RET106OD.jpg,cglaucoma,anormal,0.74138665,False,0.74138665,0.25861332
../../../data/data_PAPILA/test/cglaucoma/RET114OS.jpg,cglaucoma,anormal,0.78683174,False,0.78683174,0.2131683
../../../data/data_PAPILA/test/cglaucoma/RET120OD.jpg,cglaucoma,anormal,0.81644565,False,0.81644565,0.18355435
../../../data/data_PAPILA/test/cglaucoma/RET120OS.jpg,cglaucoma,anormal,0.8123435,False,0.8123435,0.18765649
../../../data/data_PAPILA/test/cglaucoma/RET122OD.jpg,cglaucoma,anormal,0.84098923,False,0.84098923,0.15901075
../../../data/data_PAPILA/test/cglaucoma/RET122OS.jpg,cglaucoma,anormal,0.84257233,False,0.84257233,0.15742773
../../../data/data_PAPILA/test/cglaucoma/RET276OS.jpg,cglaucoma,anormal,0.8276722,False,0.8276722,0.17232782
