filename,true_label,predicted_label,confidence,correct,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
../../../data/data_MESSIDOR2/test/anodr/20051020_43808_0100_PP_967.png,anodr,anodr,0.85476047,True,0.85476047,0.0583175,0.073316514,0.009157887,0.004447544
../../../data/data_MESSIDOR2/test/anodr/20051020_44261_0100_PP_1191.png,anodr,anodr,0.90301263,True,0.90301263,0.040929865,0.04857424,0.005082408,0.0024008863
../../../data/data_MESSIDOR2/test/anodr/20051020_44284_0100_PP_502.png,anodr,anodr,0.90497446,True,0.90497446,0.02327308,0.06695406,0.0036583678,0.0011400067
../../../data/data_MESSIDOR2/test/anodr/20051020_44338_0100_PP_547.png,anodr,anodr,0.5988839,True,0.5988839,0.07912848,0.19654687,0.07268918,0.052751612
../../../data/data_MESSIDOR2/test/anodr/20051020_44400_0100_PP_920.png,anodr,anodr,0.60387087,True,0.60387087,0.14938147,0.19124702,0.04508932,0.010411387
../../../data/data_MESSIDOR2/test/anodr/20051020_44431_0100_PP_514.png,anodr,anodr,0.6140832,True,0.6140832,0.09593917,0.23612686,0.037129104,0.016721677
../../../data/data_MESSIDOR2/test/anodr/20051020_44692_0100_PP_419.png,anodr,anodr,0.8215488,True,0.8215488,0.052092917,0.110144734,0.010887858,0.005325619
../../../data/data_MESSIDOR2/test/anodr/20051020_44714_0100_PP_1199.png,anodr,anodr,0.85745776,True,0.85745776,0.071806654,0.059738923,0.008393036,0.0026037064
../../../data/data_MESSIDOR2/test/anodr/20051020_44982_0100_PP_486.png,anodr,anodr,0.6461378,True,0.6461378,0.11923852,0.1974608,0.02883095,0.00833194
../../../data/data_MESSIDOR2/test/anodr/20051020_56791_0100_PP_1185.png,anodr,anodr,0.74437493,True,0.74437493,0.11746154,0.09982665,0.029466793,0.008870135
../../../data/data_MESSIDOR2/test/anodr/20051020_57157_0100_PP_971.png,anodr,anodr,0.7365959,True,0.7365959,0.09291595,0.11747342,0.04516784,0.00784686
../../../data/data_MESSIDOR2/test/anodr/20051020_57967_0100_PP_829.png,anodr,anodr,0.89028406,True,0.89028406,0.06272872,0.041608773,0.0042890874,0.00108934
../../../data/data_MESSIDOR2/test/anodr/20051020_58065_0100_PP_561.png,anodr,anodr,0.9377077,True,0.9377077,0.0393459,0.018804608,0.0029839103,0.0011579626
../../../data/data_MESSIDOR2/test/anodr/20051020_61757_0100_PP_484.png,anodr,anodr,0.90278065,True,0.90278065,0.037532266,0.039892938,0.017384488,0.002409673
../../../data/data_MESSIDOR2/test/anodr/20051020_62461_0100_PP_76.png,anodr,anodr,0.8281587,True,0.8281587,0.08747079,0.066343725,0.010792373,0.007234484
../../../data/data_MESSIDOR2/test/anodr/20051020_62510_0100_PP_106.png,anodr,anodr,0.6902994,True,0.6902994,0.1526063,0.12380184,0.017104127,0.016188372
../../../data/data_MESSIDOR2/test/anodr/20051020_62577_0100_PP_479.png,anodr,anodr,0.78442127,True,0.78442127,0.06904389,0.10261746,0.03570466,0.008212738
../../../data/data_MESSIDOR2/test/anodr/20051020_62615_0100_PP_294.png,anodr,anodr,0.7570132,True,0.7570132,0.08478237,0.12264268,0.025833294,0.0097285025
../../../data/data_MESSIDOR2/test/anodr/20051020_63269_0100_PP_1183.png,anodr,anodr,0.8329951,True,0.8329951,0.05532079,0.10444997,0.004352429,0.0028816808
../../../data/data_MESSIDOR2/test/anodr/20051020_63337_0100_PP_471.png,anodr,anodr,0.66733843,True,0.66733843,0.09593862,0.22083855,0.010927582,0.0049568275
../../../data/data_MESSIDOR2/test/anodr/20051020_64249_0100_PP_1004.png,anodr,anodr,0.69618183,True,0.69618183,0.114895806,0.1468415,0.030400578,0.0116803
../../../data/data_MESSIDOR2/test/anodr/20051020_64388_0100_PP_1194.png,anodr,anodr,0.7838751,True,0.7838751,0.06319759,0.096936144,0.04814782,0.00784337
../../../data/data_MESSIDOR2/test/anodr/20051020_64653_0100_PP_124.png,anodr,anodr,0.7879489,True,0.7879489,0.098066285,0.08828943,0.017956246,0.00773914
../../../data/data_MESSIDOR2/test/anodr/20051020_64775_0100_PP_480.png,anodr,anodr,0.83598363,True,0.83598363,0.04945696,0.06896854,0.040606644,0.0049841343
../../../data/data_MESSIDOR2/test/anodr/20051020_64836_0100_PP_1270.png,anodr,anodr,0.7943184,True,0.7943184,0.054184835,0.11551253,0.030838788,0.005145493
../../../data/data_MESSIDOR2/test/anodr/20051021_36380_0100_PP_135.png,anodr,anodr,0.8805752,True,0.8805752,0.069110096,0.037232645,0.0106519535,0.002430172
../../../data/data_MESSIDOR2/test/anodr/20051021_36476_0100_PP_1243.png,anodr,anodr,0.76744926,True,0.76744926,0.09763225,0.10141768,0.02609774,0.007403081
../../../data/data_MESSIDOR2/test/anodr/20051021_39845_0100_PP_315.png,anodr,anodr,0.9030615,True,0.9030615,0.055615395,0.037289493,0.0028024376,0.0012312162
../../../data/data_MESSIDOR2/test/anodr/20051021_39914_0100_PP_1352.png,anodr,anodr,0.6898471,True,0.6898471,0.081248246,0.19108038,0.028581783,0.009242395
../../../data/data_MESSIDOR2/test/anodr/20051021_51418_0100_PP_18.png,anodr,anodr,0.86285716,True,0.86285716,0.05756532,0.06417934,0.009808674,0.0055895755
../../../data/data_MESSIDOR2/test/anodr/20051021_51476_0100_PP_150.png,anodr,anodr,0.82623637,True,0.82623637,0.05350242,0.111120485,0.0057198014,0.003420969
../../../data/data_MESSIDOR2/test/anodr/20051021_51936_0100_PP_1379.png,anodr,anodr,0.7431125,True,0.7431125,0.08019183,0.118110634,0.042765554,0.015819443
../../../data/data_MESSIDOR2/test/anodr/20051021_51994_0100_PP_1283.png,anodr,anodr,0.6636381,True,0.6636381,0.13371556,0.15771678,0.024789754,0.020139795
../../../data/data_MESSIDOR2/test/anodr/20051021_57798_0100_PP_1322.png,anodr,anodr,0.85732543,True,0.85732543,0.06797065,0.06147225,0.009034244,0.004197359
../../../data/data_MESSIDOR2/test/anodr/20051021_57862_0100_PP_372.png,anodr,anodr,0.80348814,True,0.80348814,0.09681187,0.0938637,0.00427932,0.0015569422
../../../data/data_MESSIDOR2/test/anodr/20051021_57975_0100_PP_517.png,anodr,anodr,0.94903773,True,0.94903773,0.01872499,0.02655309,0.00450316,0.0011809653
../../../data/data_MESSIDOR2/test/anodr/20051021_58035_0100_PP_1138.png,anodr,anodr,0.94006264,True,0.94006264,0.009441392,0.0365073,0.0127630085,0.0012257027
../../../data/data_MESSIDOR2/test/anodr/20051021_58388_0100_PP_1300.png,anodr,anodr,0.81616294,True,0.81616294,0.020915657,0.14527418,0.015079821,0.0025673576
../../../data/data_MESSIDOR2/test/anodr/20051021_58522_0100_PP_50.png,anodr,anodr,0.76090306,True,0.76090306,0.049902767,0.16236243,0.021718865,0.005112844
../../../data/data_MESSIDOR2/test/anodr/20051109_57843_0400_PP_1109.png,anodr,anodr,0.72882473,True,0.72882473,0.12234254,0.115398586,0.023889085,0.009545036
../../../data/data_MESSIDOR2/test/anodr/20051109_59969_0400_PP_1079.png,anodr,anodr,0.85917485,True,0.85917485,0.03533079,0.08357464,0.013704769,0.008215038
../../../data/data_MESSIDOR2/test/anodr/20051109_60031_0400_PP_528.png,anodr,anodr,0.68459797,True,0.68459797,0.09790312,0.14369038,0.046746064,0.027062457
../../../data/data_MESSIDOR2/test/anodr/20051109_60136_0400_PP_905.png,anodr,anodr,0.9033327,True,0.9033327,0.047964025,0.04060763,0.006453736,0.0016419345
../../../data/data_MESSIDOR2/test/anodr/20051110_33960_0400_PP_35.png,anodr,anodr,0.8461853,True,0.8461853,0.05784912,0.07893651,0.014516789,0.0025123027
../../../data/data_MESSIDOR2/test/anodr/20051110_34013_0400_PP_151.png,anodr,anodr,0.7474754,True,0.7474754,0.1489993,0.08945747,0.0056211655,0.008446637
../../../data/data_MESSIDOR2/test/anodr/20051110_35239_0400_PP_836.png,anodr,anodr,0.84531415,True,0.84531415,0.068139926,0.06463613,0.018588047,0.0033217934
../../../data/data_MESSIDOR2/test/anodr/20051110_35279_0400_PP_1033.png,anodr,anodr,0.83356,True,0.83356,0.05665781,0.08514543,0.018276105,0.00636068
../../../data/data_MESSIDOR2/test/anodr/20051110_35332_0400_PP_497.png,anodr,anodr,0.7406499,True,0.7406499,0.12154746,0.10272233,0.02599505,0.009085331
../../../data/data_MESSIDOR2/test/anodr/20051110_37992_0400_PP_1043.png,anodr,anodr,0.86090565,True,0.86090565,0.053789567,0.071756996,0.011213581,0.0023341593
../../../data/data_MESSIDOR2/test/anodr/20051110_38111_0400_PP_429.png,anodr,anodr,0.8557866,True,0.8557866,0.056488954,0.07554121,0.010301928,0.001881324
../../../data/data_MESSIDOR2/test/anodr/20051110_38156_0400_PP_477.png,anodr,anodr,0.88389903,True,0.88389903,0.050738454,0.05769974,0.00561939,0.002043382
../../../data/data_MESSIDOR2/test/anodr/20051110_38280_0400_PP_83.png,anodr,anodr,0.83522576,True,0.83522576,0.045295984,0.08143343,0.034430176,0.0036147158
../../../data/data_MESSIDOR2/test/anodr/20051110_38313_0400_PP_1041.png,anodr,anodr,0.7905507,True,0.7905507,0.051833607,0.11436026,0.036137395,0.0071180863
../../../data/data_MESSIDOR2/test/anodr/20051110_38352_0400_PP_934.png,anodr,anodr,0.80651635,True,0.80651635,0.043870468,0.09191591,0.04863017,0.009067108
../../../data/data_MESSIDOR2/test/anodr/20051110_38472_0400_PP_1127.png,anodr,anodr,0.5513109,True,0.5513109,0.23834959,0.1802347,0.019118251,0.010986574
../../../data/data_MESSIDOR2/test/anodr/20051110_38507_0400_PP_1190.png,anodr,anodr,0.73870957,True,0.73870957,0.19505337,0.059765287,0.002523664,0.0039480953
../../../data/data_MESSIDOR2/test/anodr/20051116_43388_0400_PP_344.png,anodr,anodr,0.9086844,True,0.9086844,0.042331725,0.04313705,0.0041330233,0.0017138472
../../../data/data_MESSIDOR2/test/anodr/20051116_43585_0400_PP_950.png,anodr,anodr,0.8179329,True,0.8179329,0.093505956,0.07480778,0.0097956285,0.0039576455
