image,true_label,predicted_label,prob_anormal,prob_cglaucoma
../../../data/data_VEIRC/test/anormal/image_001_170.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_002_202.jpg,anormal,anormal,0.7822265625,0.217529296875
../../../data/data_VEIRC/test/anormal/image_003_50.jpg,anormal,anormal,0.78125,0.2186279296875
../../../data/data_VEIRC/test/anormal/image_004_65.jpg,anormal,anormal,0.78173828125,0.218505859375
../../../data/data_VEIRC/test/anormal/image_005_13.jpg,anormal,anormal,0.7822265625,0.2177734375
../../../data/data_VEIRC/test/anormal/image_006_4.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_VEIRC/test/anormal/image_007_5.jpg,anormal,anormal,0.7822265625,0.2177734375
../../../data/data_VEIRC/test/anormal/image_008_116.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_009_125.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_010_41.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_VEIRC/test/anormal/image_011_214.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_VEIRC/test/anormal/image_012_56.jpg,anormal,anormal,0.78076171875,0.2191162109375
../../../data/data_VEIRC/test/anormal/image_013_71.jpg,anormal,anormal,0.7822265625,0.2177734375
../../../data/data_VEIRC/test/anormal/image_014_59.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_VEIRC/test/anormal/image_015_209.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_016_82.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_VEIRC/test/anormal/image_017_93.jpg,anormal,anormal,0.7822265625,0.217529296875
../../../data/data_VEIRC/test/anormal/image_018_120.jpg,anormal,anormal,0.78125,0.2186279296875
../../../data/data_VEIRC/test/anormal/image_019_168.jpg,anormal,anormal,0.7822265625,0.2176513671875
../../../data/data_VEIRC/test/anormal/image_020_10.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_021_26.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_022_55.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_VEIRC/test/anormal/image_023_103.jpg,anormal,anormal,0.78125,0.2188720703125
../../../data/data_VEIRC/test/anormal/image_024_200.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_VEIRC/test/anormal/image_025_99.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_VEIRC/test/anormal/image_026_146.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_VEIRC/test/anormal/image_027_32.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_028_96.jpg,anormal,anormal,0.7822265625,0.218017578125
../../../data/data_VEIRC/test/anormal/image_029_217.jpg,anormal,anormal,0.78173828125,0.21826171875
../../../data/data_VEIRC/test/anormal/image_030_219.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_VEIRC/test/anormal/image_031_49.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_032_39.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_VEIRC/test/anormal/image_033_187.jpg,anormal,anormal,0.7822265625,0.217529296875
../../../data/data_VEIRC/test/anormal/image_034_36.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_035_160.jpg,anormal,anormal,0.7822265625,0.2176513671875
../../../data/data_VEIRC/test/anormal/image_036_25.jpg,anormal,anormal,0.78125,0.2186279296875
../../../data/data_VEIRC/test/anormal/image_037_178.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_038_95.jpg,anormal,anormal,0.7822265625,0.2177734375
../../../data/data_VEIRC/test/anormal/image_039_12.jpg,anormal,anormal,0.78173828125,0.21826171875
../../../data/data_VEIRC/test/anormal/image_040_16.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_041_108.jpg,anormal,anormal,0.7822265625,0.2177734375
../../../data/data_VEIRC/test/anormal/image_042_63.jpg,anormal,anormal,0.78173828125,0.21826171875
../../../data/data_VEIRC/test/anormal/image_043_54.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_VEIRC/test/anormal/image_044_70.jpg,anormal,anormal,0.78125,0.2188720703125
../../../data/data_VEIRC/test/anormal/image_045_182.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_046_64.jpg,anormal,anormal,0.78173828125,0.218505859375
../../../data/data_VEIRC/test/anormal/image_047_143.jpg,anormal,anormal,0.78125,0.21875
../../../data/data_VEIRC/test/anormal/image_048_130.jpg,anormal,anormal,0.78173828125,0.21826171875
../../../data/data_VEIRC/test/anormal/image_049_105.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_VEIRC/test/anormal/image_050_163.jpg,anormal,anormal,0.7822265625,0.218017578125
../../../data/data_VEIRC/test/anormal/image_051_190.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_VEIRC/test/anormal/image_052_3.jpg,anormal,anormal,0.78173828125,0.218505859375
../../../data/data_VEIRC/test/anormal/image_053_136.jpg,anormal,anormal,0.78076171875,0.2191162109375
../../../data/data_VEIRC/test/anormal/image_054_158.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_VEIRC/test/anormal/image_055_139.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_VEIRC/test/anormal/image_056_142.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_VEIRC/test/anormal/image_057_109.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_VEIRC/test/anormal/image_058_118.jpg,anormal,anormal,0.78173828125,0.21826171875
../../../data/data_VEIRC/test/anormal/image_059_220.jpg,anormal,anormal,0.78173828125,0.21826171875
../../../data/data_VEIRC/test/anormal/image_060_79.jpg,anormal,anormal,0.78076171875,0.21923828125
