image,true_label,predicted_label,prob_anormal,prob_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,anormal,anormal,0.78173828125,0.2183837890625
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,anormal,anormal,0.7822265625,0.2177734375
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,anormal,anormal,0.7822265625,0.2176513671875
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,anormal,anormal,0.7822265625,0.218017578125
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,anormal,anormal,0.7822265625,0.2177734375
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,anormal,anormal,0.78173828125,0.21826171875
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,anormal,anormal,0.7822265625,0.2176513671875
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,anormal,anormal,0.78271484375,0.217529296875
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,anormal,anormal,0.78271484375,0.217529296875
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,anormal,anormal,0.7822265625,0.217529296875
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,anormal,anormal,0.78271484375,0.217529296875
../../../data/data_PAPILA/test/anormal/RET153OS.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET163OS.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET168OS.jpg,anormal,anormal,0.7822265625,0.217529296875
../../../data/data_PAPILA/test/anormal/RET175OD.jpg,anormal,anormal,0.7822265625,0.217529296875
../../../data/data_PAPILA/test/anormal/RET177OD.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET177OS.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET178OD.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_PAPILA/test/anormal/RET181OS.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET182OD.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET184OD.jpg,anormal,anormal,0.78173828125,0.2181396484375
../../../data/data_PAPILA/test/anormal/RET184OS.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET190OS.jpg,anormal,anormal,0.78173828125,0.21826171875
../../../data/data_PAPILA/test/anormal/RET191OS.jpg,anormal,anormal,0.7822265625,0.218017578125
../../../data/data_PAPILA/test/anormal/RET192OS.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET197OD.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET198OD.jpg,anormal,anormal,0.7822265625,0.2178955078125
../../../data/data_PAPILA/test/anormal/RET198OS.jpg,anormal,anormal,0.7822265625,0.2178955078125
