image,true_label,predicted_label,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
../../../data/data_APTOS/test/anodr/002c21358ce6.png,anodr,anodr,0.7294921875,0.049530029296875,0.129638671875,0.047088623046875,0.04437255859375
../../../data/data_APTOS/test/anodr/005b95c28852.png,anodr,anodr,0.444580078125,0.11273193359375,0.269775390625,0.07501220703125,0.09771728515625
../../../data/data_APTOS/test/anodr/00cc2b75cddd.png,anodr,anodr,0.6474609375,0.0662841796875,0.16943359375,0.057525634765625,0.059417724609375
../../../data/data_APTOS/test/anodr/0182152c50de.png,anodr,cmoderatedr,0.25634765625,0.1640625,0.36376953125,0.08148193359375,0.1343994140625
../../../data/data_APTOS/test/anodr/02cd34a85b24.png,anodr,anodr,0.697265625,0.054840087890625,0.1419677734375,0.054779052734375,0.05133056640625
../../../data/data_APTOS/test/anodr/03b373718013.png,anodr,cmoderatedr,0.2353515625,0.1669921875,0.375244140625,0.0830078125,0.1392822265625
../../../data/data_APTOS/test/anodr/04aef84a2cc1.png,anodr,anodr,0.66455078125,0.060760498046875,0.157470703125,0.059906005859375,0.05755615234375
../../../data/data_APTOS/test/anodr/05b1bb2bdb81.png,anodr,anodr,0.56787109375,0.0833740234375,0.2080078125,0.06640625,0.07415771484375
../../../data/data_APTOS/test/anodr/07596907347b.png,anodr,anodr,0.705078125,0.053070068359375,0.1383056640625,0.05389404296875,0.04986572265625
../../../data/data_APTOS/test/anodr/07751b94a88a.png,anodr,anodr,0.4560546875,0.111083984375,0.268310546875,0.07086181640625,0.09375
../../../data/data_APTOS/test/anodr/0790515cf5af.png,anodr,cmoderatedr,0.1494140625,0.1988525390625,0.412353515625,0.08111572265625,0.158203125
../../../data/data_APTOS/test/anodr/08037e4490e5.png,anodr,anodr,0.7001953125,0.053619384765625,0.1395263671875,0.055511474609375,0.050994873046875
../../../data/data_APTOS/test/anodr/0851d6a69589.png,anodr,anodr,0.64599609375,0.0655517578125,0.16845703125,0.059814453125,0.060272216796875
../../../data/data_APTOS/test/anodr/08b6e3240858.png,anodr,anodr,0.642578125,0.06683349609375,0.1695556640625,0.06024169921875,0.060943603515625
../../../data/data_APTOS/test/anodr/08bef347f40d.png,anodr,anodr,0.48046875,0.1051025390625,0.25244140625,0.07147216796875,0.09051513671875
../../../data/data_APTOS/test/anodr/08ee569d4721.png,anodr,anodr,0.63623046875,0.07080078125,0.1788330078125,0.054229736328125,0.060089111328125
../../../data/data_APTOS/test/anodr/09237bf783a4.png,anodr,anodr,0.7041015625,0.053131103515625,0.1380615234375,0.05450439453125,0.0501708984375
../../../data/data_APTOS/test/anodr/096436d68d06.png,anodr,anodr,0.6826171875,0.058807373046875,0.1494140625,0.05560302734375,0.05364990234375
../../../data/data_APTOS/test/anodr/099021fac3c9.png,anodr,cmoderatedr,0.327880859375,0.140625,0.3291015625,0.081787109375,0.12078857421875
../../../data/data_APTOS/test/anodr/09c8323c612e.png,anodr,anodr,0.72998046875,0.04913330078125,0.127197265625,0.04888916015625,0.045013427734375
../../../data/data_APTOS/test/anodr/0a38b552372d.png,anodr,anodr,0.72412109375,0.051513671875,0.13427734375,0.045684814453125,0.044677734375
../../../data/data_APTOS/test/anodr/0a85a1e8f9e9.png,anodr,anodr,0.712890625,0.050018310546875,0.1317138671875,0.056304931640625,0.049072265625
../../../data/data_APTOS/test/anodr/0babc12807b2.png,anodr,cmoderatedr,0.25439453125,0.15771484375,0.368896484375,0.083740234375,0.1351318359375
../../../data/data_APTOS/test/anodr/0cbcc7b23613.png,anodr,anodr,0.5986328125,0.07666015625,0.1923828125,0.06378173828125,0.06878662109375
../../../data/data_APTOS/test/anodr/0cd31078cd08.png,anodr,anodr,0.72412109375,0.049346923828125,0.12939453125,0.051116943359375,0.046234130859375
../../../data/data_APTOS/test/anodr/0ce062f26edc.png,anodr,anodr,0.74755859375,0.044158935546875,0.11395263671875,0.051239013671875,0.04296875
../../../data/data_APTOS/test/anodr/0cecc2864b7f.png,anodr,anodr,0.36083984375,0.132568359375,0.312255859375,0.0802001953125,0.1142578125
../../../data/data_APTOS/test/anodr/0d9a9896f801.png,anodr,anodr,0.712890625,0.051422119140625,0.133544921875,0.053741455078125,0.048675537109375
../../../data/data_APTOS/test/anodr/0da321efbce6.png,anodr,anodr,0.439697265625,0.11370849609375,0.272705078125,0.07525634765625,0.0985107421875
../../../data/data_APTOS/test/anodr/0db1d8dcf219.png,anodr,anodr,0.3349609375,0.141357421875,0.32763671875,0.0784912109375,0.1175537109375
../../../data/data_APTOS/test/anodr/0e3572b5884a.png,anodr,anodr,0.7509765625,0.046173095703125,0.12005615234375,0.042724609375,0.04022216796875
../../../data/data_APTOS/test/anodr/0ef4c61dc056.png,anodr,anodr,0.578125,0.082275390625,0.2034912109375,0.0638427734375,0.07244873046875
../../../data/data_APTOS/test/anodr/0fbbd665431f.png,anodr,cmoderatedr,0.20361328125,0.1705322265625,0.39306640625,0.08563232421875,0.1473388671875
../../../data/data_APTOS/test/anodr/0fc6829da85b.png,anodr,cmoderatedr,0.1861572265625,0.17529296875,0.401123046875,0.0859375,0.1514892578125
../../../data/data_APTOS/test/anodr/1002b5151b8e.png,anodr,anodr,0.66748046875,0.061004638671875,0.157470703125,0.057464599609375,0.056396484375
../../../data/data_APTOS/test/anodr/103f97a2ab15.png,anodr,anodr,0.369140625,0.129638671875,0.313232421875,0.07769775390625,0.1102294921875
../../../data/data_APTOS/test/anodr/10a5026eb8e6.png,anodr,cmoderatedr,0.204833984375,0.1702880859375,0.392822265625,0.08526611328125,0.146728515625
../../../data/data_APTOS/test/anodr/10de500cf0c5.png,anodr,anodr,0.70458984375,0.052581787109375,0.13671875,0.0555419921875,0.05035400390625
../../../data/data_APTOS/test/anodr/10f10fd30718.png,anodr,anodr,0.720703125,0.051605224609375,0.13427734375,0.0477294921875,0.045806884765625
../../../data/data_APTOS/test/anodr/12058bbb8299.png,anodr,anodr,0.67431640625,0.06170654296875,0.1597900390625,0.05108642578125,0.053070068359375
../../../data/data_APTOS/test/anodr/12bc439d373a.png,anodr,anodr,0.75390625,0.044830322265625,0.11676025390625,0.0443115234375,0.040252685546875
