filename,predicted_class,prob_anormal,prob_cglaucoma
image_001_170.jpg,anormal,0.6393837,0.3606163
image_002_202.jpg,anormal,0.67124534,0.3287547
image_003_50.jpg,anormal,0.64007616,0.35992387
image_004_65.jpg,anormal,0.61717224,0.38282776
image_005_13.jpg,anormal,0.6694569,0.33054307
image_006_4.jpg,anormal,0.6646165,0.33538342
image_007_5.jpg,anormal,0.67131305,0.328687
image_008_116.jpg,anormal,0.68846446,0.31153557
image_009_125.jpg,anormal,0.7339559,0.26604405
image_010_41.jpg,anormal,0.6832696,0.31673032
image_011_214.jpg,anormal,0.68192154,0.31807846
image_012_56.jpg,anormal,0.60280645,0.39719355
image_013_71.jpg,anormal,0.6644635,0.33553648
image_014_59.jpg,anormal,0.68439484,0.31560522
image_015_209.jpg,anormal,0.5818773,0.41812277
image_016_82.jpg,anormal,0.6945768,0.30542323
image_017_93.jpg,anormal,0.6863466,0.3136534
image_018_120.jpg,anormal,0.6883383,0.31166172
image_019_168.jpg,anormal,0.6816161,0.3183839
image_020_10.jpg,anormal,0.6733514,0.32664856
image_021_26.jpg,anormal,0.65614814,0.34385186
image_022_55.jpg,anormal,0.65615654,0.34384343
image_023_103.jpg,anormal,0.71788466,0.28211534
image_024_200.jpg,anormal,0.660021,0.33997905
image_025_99.jpg,anormal,0.66165626,0.3383437
image_026_146.jpg,anormal,0.61614895,0.38385102
image_027_32.jpg,anormal,0.6410711,0.35892892
image_028_96.jpg,anormal,0.6523274,0.34767264
image_029_217.jpg,anormal,0.632097,0.367903
image_030_219.jpg,anormal,0.7128739,0.28712612
image_031_49.jpg,anormal,0.69531465,0.30468538
image_032_39.jpg,anormal,0.6783752,0.3216248
image_033_187.jpg,anormal,0.68789035,0.31210962
image_034_36.jpg,anormal,0.6819146,0.31808543
image_035_160.jpg,anormal,0.70030636,0.2996936
image_036_25.jpg,anormal,0.5666071,0.43339285
image_037_178.jpg,anormal,0.59183395,0.4081661
image_038_95.jpg,anormal,0.66125745,0.33874255
image_039_12.jpg,anormal,0.63976514,0.36023483
image_040_16.jpg,anormal,0.6900443,0.30995575
image_041_108.jpg,anormal,0.6864783,0.31352168
image_042_63.jpg,anormal,0.70138735,0.29861265
image_043_54.jpg,anormal,0.6764714,0.3235286
image_044_70.jpg,anormal,0.6996507,0.30034927
image_045_182.jpg,anormal,0.681404,0.318596
image_046_64.jpg,anormal,0.6006605,0.39933953
image_047_143.jpg,anormal,0.695392,0.30460796
image_048_130.jpg,anormal,0.6819862,0.31801373
image_049_105.jpg,anormal,0.6885382,0.3114618
image_050_163.jpg,anormal,0.67298687,0.3270131
image_051_190.jpg,anormal,0.6571758,0.3428242
image_052_3.jpg,anormal,0.6889891,0.31101084
image_053_136.jpg,anormal,0.59517,0.40482998
image_054_158.jpg,anormal,0.66273475,0.33726525
image_055_139.jpg,anormal,0.66638505,0.33361492
image_056_142.jpg,anormal,0.6962389,0.30376112
image_057_109.jpg,anormal,0.6884305,0.31156957
image_058_118.jpg,anormal,0.6415664,0.35843354
image_059_220.jpg,anormal,0.6873221,0.3126779
image_060_79.jpg,anormal,0.6870685,0.31293145
image_061_44.jpg,anormal,0.6908308,0.30916923
image_062_135.jpg,anormal,0.68826085,0.31173915
image_063_110.jpg,anormal,0.69189966,0.30810034
image_064_164.jpg,anormal,0.6882731,0.31172693
image_065_92.jpg,anormal,0.6614388,0.33856112
image_066_218.jpg,anormal,0.7036599,0.29634014
image_067_127.jpg,anormal,0.7062942,0.29370585
image_068_173.jpg,anormal,0.65383196,0.34616807
image_069_184.jpg,anormal,0.68037754,0.31962246
image_070_212.jpg,anormal,0.6357798,0.36422023
image_071_154.jpg,anormal,0.69504577,0.30495423
image_072_102.jpg,anormal,0.67298687,0.3270131
image_073_179.jpg,anormal,0.6542404,0.3457596
image_074_37.jpg,anormal,0.69727814,0.30272186
image_075_195.jpg,anormal,0.6967407,0.30325934
image_076_33.jpg,anormal,0.67496717,0.32503283
image_077_201.jpg,anormal,0.70951015,0.29048982
image_078_67.jpg,anormal,0.70083815,0.29916188
image_079_15.jpg,anormal,0.6950011,0.30499884
image_080_157.jpg,anormal,0.709429,0.29057094
image_081_153.jpg,anormal,0.57371074,0.42628926
image_082_9.jpg,anormal,0.7158058,0.28419417
image_083_30.jpg,anormal,0.53680336,0.46319667
image_084_34.jpg,anormal,0.69811267,0.30188727
image_085_61.jpg,anormal,0.6965814,0.3034186
image_086_24.jpg,anormal,0.73962784,0.2603722
image_087_210.jpg,anormal,0.5447136,0.45528644
image_088_175.jpg,anormal,0.6950011,0.30499884
image_089_38.jpg,anormal,0.5591074,0.44089258
image_090_145.jpg,anormal,0.68961567,0.31038427
image_091_223.jpg,anormal,0.52920115,0.47079885
image_092_1.jpg,anormal,0.70616066,0.29383937
image_093_140.jpg,anormal,0.7158058,0.28419417
image_094_150.jpg,anormal,0.71990645,0.2800935
image_095_11.jpg,anormal,0.7149484,0.28505155
image_096_98.jpg,anormal,0.68914783,0.31085214
image_097_176.jpg,anormal,0.600707,0.39929295
image_098_205.jpg,anormal,0.5520367,0.44796333
image_099_22.jpg,anormal,0.6810597,0.31894028
image_100_196.jpg,anormal,0.72455335,0.2754466
image_101_222.jpg,anormal,0.53633857,0.46366137
image_102_155.jpg,anormal,0.7185853,0.28141466
image_103_204.jpg,anormal,0.7031636,0.29683635
image_104_2.jpg,anormal,0.7227892,0.2772108
image_105_0.jpg,anormal,0.72465295,0.27534702
image_106_141.jpg,anormal,0.64336795,0.35663208
image_107_166.jpg,anormal,0.71333456,0.28666547
image_108_188.jpg,anormal,0.54463255,0.45536748
image_109_76.jpg,anormal,0.7189503,0.28104976
image_110_199.jpg,anormal,0.717134,0.28286603
image_111_58.jpg,anormal,0.65407413,0.3459259
image_112_111.jpg,anormal,0.58064467,0.4193554
image_113_224.jpg,anormal,0.72018486,0.27981514
image_114_57.jpg,anormal,0.7057272,0.29427284
image_115_121.jpg,anormal,0.56229985,0.43770015
image_116_69.jpg,anormal,0.69280005,0.30719993
image_117_211.jpg,anormal,0.648262,0.351738
image_118_101.jpg,anormal,0.7014364,0.29856357
image_119_194.jpg,anormal,0.7101822,0.28981784
image_120_17.jpg,anormal,0.71219736,0.2878026
image_121_189.jpg,anormal,0.7164384,0.2835616
image_122_6.jpg,anormal,0.7124824,0.28751758
image_123_35.jpg,anormal,0.7051777,0.2948223
image_124_126.jpg,anormal,0.71898633,0.28101367
image_125_183.jpg,anormal,0.56331134,0.4366887
image_126_177.jpg,anormal,0.68625677,0.31374317
image_127_43.jpg,anormal,0.5600278,0.43997222
image_128_60.jpg,anormal,0.7178341,0.28216586
image_129_156.jpg,anormal,0.5508948,0.4491052
image_130_104.jpg,anormal,0.7280571,0.27194294
image_131_131.jpg,anormal,0.6390269,0.36097318
image_132_52.jpg,anormal,0.67888,0.32112002
image_133_75.jpg,anormal,0.67407256,0.32592744
image_134_97.jpg,anormal,0.6503351,0.34966493
image_135_90.jpg,anormal,0.639878,0.360122
image_136_128.jpg,anormal,0.69689804,0.30310196
image_137_87.jpg,anormal,0.73727936,0.26272067
image_138_19.jpg,anormal,0.7045767,0.2954234
image_139_167.jpg,anormal,0.6997895,0.3002105
image_140_27.jpg,anormal,0.62871855,0.37128142
image_141_18.jpg,anormal,0.59018606,0.409814
image_142_159.jpg,anormal,0.58413017,0.41586986
image_143_107.jpg,anormal,0.66139513,0.33860484
image_144_180.jpg,anormal,0.6269798,0.3730201
image_145_78.jpg,anormal,0.7098187,0.29018122
image_146_85.jpg,anormal,0.56960547,0.4303946
image_147_193.jpg,anormal,0.640304,0.359696
image_148_216.jpg,anormal,0.6004126,0.39958745
image_149_134.jpg,anormal,0.6626681,0.33733192
image_150_198.jpg,anormal,0.68826646,0.3117336
image_151_31.jpg,anormal,0.6506061,0.34939393
image_152_169.jpg,anormal,0.6080757,0.39192435
image_153_213.jpg,anormal,0.5913595,0.40864047
image_154_23.jpg,anormal,0.5723662,0.42763382
image_155_151.jpg,anormal,0.6884049,0.3115951
image_156_72.jpg,anormal,0.6899086,0.31009135
