image_path,true_label,predicted_label,correct,confidence,prob_anormal,prob_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,anormal,anormal,True,0.9436789,0.9436789,0.056321137
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,anormal,anormal,True,0.9338007,0.9338007,0.06619937
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,anormal,anormal,True,0.93869466,0.93869466,0.061305366
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,anormal,anormal,True,0.95334387,0.95334387,0.046656106
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,anormal,anormal,True,0.888237,0.888237,0.11176298
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,anormal,anormal,True,0.9110335,0.9110335,0.08896651
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,anormal,anormal,True,0.74791527,0.74791527,0.25208476
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,anormal,anormal,True,0.94301564,0.94301564,0.056984317
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,anormal,anormal,True,0.92960495,0.92960495,0.07039507
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,anormal,anormal,True,0.9553529,0.9553529,0.044647053
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,anormal,anormal,True,0.9321695,0.9321695,0.0678305
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,anormal,anormal,True,0.7932068,0.7932068,0.20679313
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,anormal,anormal,True,0.7910093,0.7910093,0.20899065
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,anormal,anormal,True,0.7780752,0.7780752,0.2219248
../../../data/data_PAPILA/test/anormal/RET153OS.jpg,anormal,anormal,True,0.9504492,0.9504492,0.04955078
../../../data/data_PAPILA/test/anormal/RET163OS.jpg,anormal,cglaucoma,False,0.520152,0.47984806,0.520152
../../../data/data_PAPILA/test/anormal/RET168OS.jpg,anormal,anormal,True,0.9335403,0.9335403,0.06645975
../../../data/data_PAPILA/test/anormal/RET175OD.jpg,anormal,anormal,True,0.9562844,0.9562844,0.043715626
../../../data/data_PAPILA/test/anormal/RET177OD.jpg,anormal,anormal,True,0.914143,0.914143,0.085856974
../../../data/data_PAPILA/test/anormal/RET177OS.jpg,anormal,anormal,True,0.9605568,0.9605568,0.03944315
../../../data/data_PAPILA/test/anormal/RET178OD.jpg,anormal,anormal,True,0.94933707,0.94933707,0.050662953
../../../data/data_PAPILA/test/anormal/RET181OS.jpg,anormal,anormal,True,0.95006216,0.95006216,0.049937855
../../../data/data_PAPILA/test/anormal/RET182OD.jpg,anormal,anormal,True,0.9068435,0.9068435,0.09315649
../../../data/data_PAPILA/test/anormal/RET184OD.jpg,anormal,anormal,True,0.9592623,0.9592623,0.04073765
../../../data/data_PAPILA/test/anormal/RET184OS.jpg,anormal,anormal,True,0.8878841,0.8878841,0.11211595
../../../data/data_PAPILA/test/anormal/RET190OS.jpg,anormal,anormal,True,0.72915035,0.72915035,0.27084965
../../../data/data_PAPILA/test/anormal/RET191OS.jpg,anormal,anormal,True,0.95382994,0.95382994,0.046170104
../../../data/data_PAPILA/test/anormal/RET192OS.jpg,anormal,anormal,True,0.92360467,0.92360467,0.076395296
../../../data/data_PAPILA/test/anormal/RET197OD.jpg,anormal,anormal,True,0.9140988,0.9140988,0.085901245
../../../data/data_PAPILA/test/anormal/RET198OD.jpg,anormal,anormal,True,0.85098296,0.85098296,0.14901699
../../../data/data_PAPILA/test/anormal/RET198OS.jpg,anormal,anormal,True,0.79259026,0.79259026,0.20740972
../../../data/data_PAPILA/test/anormal/RET199OD.jpg,anormal,anormal,True,0.95624995,0.95624995,0.043750085
../../../data/data_PAPILA/test/anormal/RET200OD.jpg,anormal,anormal,True,0.9467526,0.9467526,0.053247318
../../../data/data_PAPILA/test/anormal/RET200OS.jpg,anormal,anormal,True,0.8549764,0.8549764,0.14502363
../../../data/data_PAPILA/test/anormal/RET201OD.jpg,anormal,anormal,True,0.94978905,0.94978905,0.05021093
../../../data/data_PAPILA/test/anormal/RET202OD.jpg,anormal,anormal,True,0.9595709,0.9595709,0.040429156
../../../data/data_PAPILA/test/anormal/RET203OD.jpg,anormal,anormal,True,0.952357,0.952357,0.04764299
../../../data/data_PAPILA/test/anormal/RET203OS.jpg,anormal,anormal,True,0.95597935,0.95597935,0.044020638
../../../data/data_PAPILA/test/anormal/RET210OD.jpg,anormal,anormal,True,0.9589827,0.9589827,0.04101736
../../../data/data_PAPILA/test/anormal/RET211OS.jpg,anormal,anormal,True,0.95606554,0.95606554,0.043934494
