file_name,score_a_noamd,score_b_amd,pred_class
1018113_21015_1_0.png,0.783542,0.216458,a_noamd
1020777_21015_1_0.png,0.781816,0.218184,a_noamd
1026486_21016_0_0.png,0.782732,0.217268,a_noamd
1036537_21016_0_0.png,0.781504,0.218496,a_noamd
1039702_21015_1_0.png,0.783513,0.216487,a_noamd
1046092_21015_0_0.png,0.783456,0.216544,a_noamd
1064334_21016_0_0.png,0.780068,0.219932,a_noamd
1103313_21016_0_0.png,0.783480,0.216520,a_noamd
1107730_21015_0_0.png,0.783555,0.216445,a_noamd
1134266_21015_0_0.png,0.783399,0.216601,a_noamd
1167873_21016_0_0.png,0.783284,0.216716,a_noamd
1169358_21015_1_0.png,0.783531,0.216469,a_noamd
1170584_21016_0_0.png,0.781309,0.218691,a_noamd
1175155_21016_0_0.png,0.780332,0.219668,a_noamd
1178859_21016_0_0.png,0.780103,0.219897,a_noamd
1184375_21016_1_0.png,0.781392,0.218608,a_noamd
1186967_21016_0_0.png,0.780015,0.219985,a_noamd
1197089_21016_0_0.png,0.783499,0.216501,a_noamd
1197343_21015_0_0.png,0.781668,0.218332,a_noamd
1220742_21016_0_0.png,0.780556,0.219444,a_noamd
1223318_21016_0_0.png,0.783485,0.216515,a_noamd
1230171_21016_0_0.png,0.782210,0.217790,a_noamd
1250082_21016_0_0.png,0.777165,0.222835,a_noamd
1260458_21016_0_0.png,0.783433,0.216567,a_noamd
1261685_21016_0_0.png,0.783535,0.216465,a_noamd
1267094_21016_0_0.png,0.782005,0.217995,a_noamd
1275770_21015_0_0.png,0.777709,0.222291,a_noamd
1322575_21016_0_0.png,0.783451,0.216548,a_noamd
1330933_21015_0_0.png,0.783363,0.216637,a_noamd
1334474_21015_0_0.png,0.779364,0.220636,a_noamd
1346072_21016_0_0.png,0.778708,0.221292,a_noamd
1350271_21016_0_0.png,0.779272,0.220728,a_noamd
1359631_21015_1_0.png,0.783507,0.216493,a_noamd
1372500_21016_0_0.png,0.780931,0.219069,a_noamd
1407787_21015_1_0.png,0.783491,0.216509,a_noamd
1412963_21015_0_0.png,0.783186,0.216814,a_noamd
1429525_21016_0_0.png,0.778784,0.221216,a_noamd
1434744_21016_0_0.png,0.777431,0.222569,a_noamd
1438121_21015_0_0.png,0.783460,0.216540,a_noamd
1438217_21016_0_0.png,0.782002,0.217998,a_noamd
1465849_21015_0_0.png,0.781388,0.218612,a_noamd
1486263_21015_0_0.png,0.780017,0.219983,a_noamd
1494464_21015_0_0.png,0.783488,0.216512,a_noamd
1495365_21015_1_0.png,0.783521,0.216479,a_noamd
1495979_21015_1_0.png,0.783466,0.216534,a_noamd
1499051_21015_0_0.png,0.777622,0.222378,a_noamd
1499671_21016_0_1.png,0.783487,0.216513,a_noamd
1506781_21016_0_0.png,0.783359,0.216642,a_noamd
1514959_21015_0_0.png,0.780321,0.219679,a_noamd
1515498_21016_0_0.png,0.783528,0.216472,a_noamd
1535030_21016_0_0.png,0.781941,0.218059,a_noamd
1537998_21015_1_1.png,0.783464,0.216536,a_noamd
1552660_21016_0_0.png,0.780175,0.219825,a_noamd
1553749_21016_0_0.png,0.778891,0.221109,a_noamd
1553751_21015_0_0.png,0.783481,0.216519,a_noamd
1557480_21016_1_0.png,0.777422,0.222578,a_noamd
1560389_21015_0_0.png,0.783594,0.216406,a_noamd
