image_path,true_label,predicted_label,score_anormal,score_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,anormal,anormal,0.974737,0.025263
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,anormal,anormal,0.975949,0.024051
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,anormal,anormal,0.979470,0.020530
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,anormal,anormal,0.961188,0.038812
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,anormal,anormal,0.861243,0.138757
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,anormal,anormal,0.943857,0.056143
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,anormal,cglaucoma,0.427053,0.572947
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,anormal,anormal,0.953339,0.046661
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,anormal,anormal,0.961519,0.038481
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,anormal,anormal,0.940621,0.059379
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,anormal,anormal,0.952162,0.047838
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,anormal,anormal,0.937302,0.062698
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,anormal,anormal,0.566904,0.433096
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,anormal,anormal,0.970479,0.029521
../../../data/data_PAPILA/test/anormal/RET153OS.jpg,anormal,anormal,0.977502,0.022498
../../../data/data_PAPILA/test/anormal/RET163OS.jpg,anormal,anormal,0.944097,0.055903
../../../data/data_PAPILA/test/anormal/RET168OS.jpg,anormal,anormal,0.978680,0.021320
../../../data/data_PAPILA/test/anormal/RET175OD.jpg,anormal,anormal,0.964783,0.035217
../../../data/data_PAPILA/test/anormal/RET177OD.jpg,anormal,anormal,0.970189,0.029811
../../../data/data_PAPILA/test/anormal/RET177OS.jpg,anormal,anormal,0.977051,0.022949
../../../data/data_PAPILA/test/anormal/RET178OD.jpg,anormal,anormal,0.946315,0.053685
../../../data/data_PAPILA/test/anormal/RET181OS.jpg,anormal,anormal,0.955016,0.044984
../../../data/data_PAPILA/test/anormal/RET182OD.jpg,anormal,anormal,0.975763,0.024237
../../../data/data_PAPILA/test/anormal/RET184OD.jpg,anormal,anormal,0.978402,0.021598
../../../data/data_PAPILA/test/anormal/RET184OS.jpg,anormal,anormal,0.918528,0.081472
../../../data/data_PAPILA/test/anormal/RET190OS.jpg,anormal,anormal,0.791802,0.208198
../../../data/data_PAPILA/test/anormal/RET191OS.jpg,anormal,anormal,0.974794,0.025206
../../../data/data_PAPILA/test/anormal/RET192OS.jpg,anormal,cglaucoma,0.485716,0.514284
../../../data/data_PAPILA/test/anormal/RET197OD.jpg,anormal,anormal,0.981019,0.018982
../../../data/data_PAPILA/test/anormal/RET198OD.jpg,anormal,anormal,0.941498,0.058502
../../../data/data_PAPILA/test/anormal/RET198OS.jpg,anormal,anormal,0.893828,0.106171
../../../data/data_PAPILA/test/anormal/RET199OD.jpg,anormal,anormal,0.977081,0.022919
../../../data/data_PAPILA/test/anormal/RET200OD.jpg,anormal,anormal,0.975891,0.024109
../../../data/data_PAPILA/test/anormal/RET200OS.jpg,anormal,anormal,0.948413,0.051587
../../../data/data_PAPILA/test/anormal/RET201OD.jpg,anormal,anormal,0.985706,0.014294
../../../data/data_PAPILA/test/anormal/RET202OD.jpg,anormal,anormal,0.988304,0.011696
../../../data/data_PAPILA/test/anormal/RET203OD.jpg,anormal,anormal,0.982846,0.017154
../../../data/data_PAPILA/test/anormal/RET203OS.jpg,anormal,anormal,0.980917,0.019083
../../../data/data_PAPILA/test/anormal/RET210OD.jpg,anormal,anormal,0.982039,0.017961
../../../data/data_PAPILA/test/anormal/RET211OS.jpg,anormal,anormal,0.960654,0.039346
../../../data/data_PAPILA/test/anormal/RET212OD.jpg,anormal,anormal,0.980256,0.019744
../../../data/data_PAPILA/test/anormal/RET213OS.jpg,anormal,anormal,0.940237,0.059763
../../../data/data_PAPILA/test/anormal/RET216OD.jpg,anormal,anormal,0.912399,0.087601
../../../data/data_PAPILA/test/anormal/RET216OS.jpg,anormal,anormal,0.959872,0.040128
../../../data/data_PAPILA/test/anormal/RET220OD.jpg,anormal,anormal,0.956220,0.043780
../../../data/data_PAPILA/test/anormal/RET220OS.jpg,anormal,anormal,0.977842,0.022158
../../../data/data_PAPILA/test/anormal/RET224OD.jpg,anormal,anormal,0.977242,0.022758
../../../data/data_PAPILA/test/anormal/RET228OS.jpg,anormal,anormal,0.953704,0.046296
../../../data/data_PAPILA/test/anormal/RET231OD.jpg,anormal,anormal,0.960567,0.039433
../../../data/data_PAPILA/test/anormal/RET237OD.jpg,anormal,anormal,0.972980,0.027020
../../../data/data_PAPILA/test/anormal/RET245OS.jpg,anormal,anormal,0.969531,0.030469
../../../data/data_PAPILA/test/anormal/RET252OS.jpg,anormal,anormal,0.936530,0.063470
../../../data/data_PAPILA/test/anormal/RET253OD.jpg,anormal,anormal,0.980596,0.019404
../../../data/data_PAPILA/test/anormal/RET253OS.jpg,anormal,anormal,0.981106,0.018894
../../../data/data_PAPILA/test/anormal/RET256OD.jpg,anormal,anormal,0.924604,0.075396
../../../data/data_PAPILA/test/anormal/RET258OD.jpg,anormal,anormal,0.964289,0.035711
../../../data/data_PAPILA/test/anormal/RET259OD.jpg,anormal,anormal,0.876346,0.123654
../../../data/data_PAPILA/test/anormal/RET261OS.jpg,anormal,anormal,0.983313,0.016687
../../../data/data_PAPILA/test/anormal/RET267OD.jpg,anormal,anormal,0.943298,0.056702
../../../data/data_PAPILA/test/anormal/RET271OS.jpg,anormal,anormal,0.962618,0.037382
../../../data/data_PAPILA/test/anormal/RET272OD.jpg,anormal,anormal,0.981555,0.018445
../../../data/data_PAPILA/test/anormal/RET277OS.jpg,anormal,anormal,0.960805,0.039195
../../../data/data_PAPILA/test/anormal/RET282OD.jpg,anormal,anormal,0.975209,0.024791
../../../data/data_PAPILA/test/anormal/RET282OS.jpg,anormal,anormal,0.967217,0.032783
../../../data/data_PAPILA/test/anormal/RET283OS.jpg,anormal,anormal,0.874041,0.125959
../../../data/data_PAPILA/test/anormal/RET285OS.jpg,anormal,anormal,0.983630,0.016370
../../../data/data_PAPILA/test/anormal/RET291OD.jpg,anormal,anormal,0.979879,0.020121
../../../data/data_PAPILA/test/cglaucoma/RET002OD.jpg,cglaucoma,cglaucoma,0.376862,0.623138
../../../data/data_PAPILA/test/cglaucoma/RET006OS.jpg,cglaucoma,anormal,0.625320,0.374680
../../../data/data_PAPILA/test/cglaucoma/RET053OD.jpg,cglaucoma,anormal,0.870787,0.129213
../../../data/data_PAPILA/test/cglaucoma/RET066OS.jpg,cglaucoma,anormal,0.766654,0.233345
../../../data/data_PAPILA/test/cglaucoma/RET089OD.jpg,cglaucoma,anormal,0.940880,0.059120
../../../data/data_PAPILA/test/cglaucoma/RET091OD.jpg,cglaucoma,anormal,0.910823,0.089177
../../../data/data_PAPILA/test/cglaucoma/RET102OD.jpg,cglaucoma,anormal,0.926064,0.073936
../../../data/data_PAPILA/test/cglaucoma/RET106OD.jpg,cglaucoma,cglaucoma,0.453944,0.546056
../../../data/data_PAPILA/test/cglaucoma/RET114OS.jpg,cglaucoma,anormal,0.949071,0.050929
../../../data/data_PAPILA/test/cglaucoma/RET120OD.jpg,cglaucoma,anormal,0.946179,0.053821
../../../data/data_PAPILA/test/cglaucoma/RET120OS.jpg,cglaucoma,anormal,0.958430,0.041570
../../../data/data_PAPILA/test/cglaucoma/RET122OD.jpg,cglaucoma,anormal,0.954256,0.045744
../../../data/data_PAPILA/test/cglaucoma/RET122OS.jpg,cglaucoma,anormal,0.982333,0.017667
../../../data/data_PAPILA/test/cglaucoma/RET276OS.jpg,cglaucoma,anormal,0.962181,0.037819
