image_path,true_label,predicted_label,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr
../../../data/data_MESSIDOR2/test/anodr/20051020_43808_0100_PP_967.png,anodr,anodr,0.937980,0.017819,0.014330,0.016270,0.013602
../../../data/data_MESSIDOR2/test/anodr/20051020_44261_0100_PP_1191.png,anodr,anodr,0.937542,0.019598,0.010213,0.018299,0.014347
../../../data/data_MESSIDOR2/test/anodr/20051020_44284_0100_PP_502.png,anodr,anodr,0.942765,0.015511,0.012145,0.017287,0.012292
../../../data/data_MESSIDOR2/test/anodr/20051020_44338_0100_PP_547.png,anodr,anodr,0.932054,0.027363,0.015298,0.015435,0.009850
../../../data/data_MESSIDOR2/test/anodr/20051020_44400_0100_PP_920.png,anodr,anodr,0.931697,0.025253,0.012215,0.016782,0.014053
../../../data/data_MESSIDOR2/test/anodr/20051020_44431_0100_PP_514.png,anodr,anodr,0.934376,0.025341,0.013692,0.015500,0.011091
../../../data/data_MESSIDOR2/test/anodr/20051020_44692_0100_PP_419.png,anodr,anodr,0.941883,0.014928,0.010953,0.015972,0.016264
../../../data/data_MESSIDOR2/test/anodr/20051020_44714_0100_PP_1199.png,anodr,anodr,0.939999,0.017386,0.011519,0.017569,0.013526
../../../data/data_MESSIDOR2/test/anodr/20051020_44982_0100_PP_486.png,anodr,anodr,0.932605,0.027680,0.010436,0.017245,0.012034
../../../data/data_MESSIDOR2/test/anodr/20051020_56791_0100_PP_1185.png,anodr,anodr,0.938170,0.017239,0.010536,0.017802,0.016254
../../../data/data_MESSIDOR2/test/anodr/20051020_57157_0100_PP_971.png,anodr,bmilddr,0.328024,0.624153,0.021818,0.014265,0.011740
../../../data/data_MESSIDOR2/test/anodr/20051020_57967_0100_PP_829.png,anodr,anodr,0.941779,0.015577,0.013632,0.014991,0.014020
../../../data/data_MESSIDOR2/test/anodr/20051020_58065_0100_PP_561.png,anodr,anodr,0.945058,0.014828,0.011726,0.014445,0.013944
../../../data/data_MESSIDOR2/test/anodr/20051020_61757_0100_PP_484.png,anodr,anodr,0.944941,0.014249,0.011354,0.015666,0.013791
../../../data/data_MESSIDOR2/test/anodr/20051020_62461_0100_PP_76.png,anodr,anodr,0.864796,0.037238,0.053519,0.028958,0.015489
../../../data/data_MESSIDOR2/test/anodr/20051020_62510_0100_PP_106.png,anodr,anodr,0.764051,0.025869,0.047665,0.036081,0.126334
../../../data/data_MESSIDOR2/test/anodr/20051020_62577_0100_PP_479.png,anodr,anodr,0.946861,0.013422,0.011255,0.015685,0.012777
../../../data/data_MESSIDOR2/test/anodr/20051020_62615_0100_PP_294.png,anodr,anodr,0.945139,0.015678,0.009175,0.016959,0.013049
../../../data/data_MESSIDOR2/test/anodr/20051020_63269_0100_PP_1183.png,anodr,anodr,0.932020,0.022988,0.013843,0.017081,0.014067
../../../data/data_MESSIDOR2/test/anodr/20051020_63337_0100_PP_471.png,anodr,anodr,0.936238,0.020197,0.013110,0.016198,0.014256
../../../data/data_MESSIDOR2/test/anodr/20051020_64249_0100_PP_1004.png,anodr,anodr,0.946689,0.014753,0.011009,0.016087,0.011462
../../../data/data_MESSIDOR2/test/anodr/20051020_64388_0100_PP_1194.png,anodr,anodr,0.945357,0.012973,0.011505,0.016695,0.013468
../../../data/data_MESSIDOR2/test/anodr/20051020_64653_0100_PP_124.png,anodr,anodr,0.944041,0.015202,0.011844,0.015199,0.013714
../../../data/data_MESSIDOR2/test/anodr/20051020_64775_0100_PP_480.png,anodr,anodr,0.939348,0.019541,0.012047,0.015339,0.013724
../../../data/data_MESSIDOR2/test/anodr/20051020_64836_0100_PP_1270.png,anodr,anodr,0.939622,0.016346,0.012998,0.017572,0.013461
../../../data/data_MESSIDOR2/test/anodr/20051021_36380_0100_PP_135.png,anodr,anodr,0.944458,0.013836,0.011723,0.016250,0.013734
../../../data/data_MESSIDOR2/test/anodr/20051021_36476_0100_PP_1243.png,anodr,anodr,0.944771,0.012433,0.012683,0.016887,0.013225
../../../data/data_MESSIDOR2/test/anodr/20051021_39845_0100_PP_315.png,anodr,anodr,0.935875,0.018848,0.012780,0.017277,0.015220
../../../data/data_MESSIDOR2/test/anodr/20051021_39914_0100_PP_1352.png,anodr,anodr,0.938574,0.018147,0.015541,0.016139,0.011598
../../../data/data_MESSIDOR2/test/anodr/20051021_51418_0100_PP_18.png,anodr,anodr,0.938253,0.017690,0.013481,0.016531,0.014045
../../../data/data_MESSIDOR2/test/anodr/20051021_51476_0100_PP_150.png,anodr,anodr,0.935154,0.023318,0.010870,0.014991,0.015667
../../../data/data_MESSIDOR2/test/anodr/20051021_51936_0100_PP_1379.png,anodr,anodr,0.937648,0.018843,0.011824,0.017957,0.013727
../../../data/data_MESSIDOR2/test/anodr/20051021_51994_0100_PP_1283.png,anodr,anodr,0.936434,0.019008,0.011155,0.018636,0.014767
../../../data/data_MESSIDOR2/test/anodr/20051021_57798_0100_PP_1322.png,anodr,anodr,0.934727,0.021185,0.014077,0.018016,0.011995
../../../data/data_MESSIDOR2/test/anodr/20051021_57862_0100_PP_372.png,anodr,anodr,0.925207,0.028367,0.012717,0.021449,0.012260
../../../data/data_MESSIDOR2/test/anodr/20051021_57975_0100_PP_517.png,anodr,anodr,0.950057,0.011961,0.016168,0.011983,0.009831
../../../data/data_MESSIDOR2/test/anodr/20051021_58035_0100_PP_1138.png,anodr,anodr,0.931003,0.022561,0.020917,0.014755,0.010764
