file_name,anodr_score,bmilddr_score,cmoderatedr_score,dseveredr_score,eproliferativedr_score,predicted_class
20051020_43808_0100_PP_967.png,0.20215778052806854,0.12831774353981018,0.53975510597229,0.03922114148736,0.09054826200008392,cmoderatedr
20051020_44261_0100_PP_1191.png,0.8942127227783203,0.04109198972582817,0.025493605062365532,0.019055508077144623,0.020146116614341736,anodr
20051020_44284_0100_PP_502.png,0.9086220860481262,0.023450449109077454,0.024236062541604042,0.020497331395745277,0.02319411374628544,anodr
20051020_44338_0100_PP_547.png,0.8736488819122314,0.03664487227797508,0.042794305831193924,0.018615592271089554,0.028296297416090965,anodr
20051020_44400_0100_PP_920.png,0.8514207601547241,0.046804558485746384,0.055901020765304565,0.01717829704284668,0.02869526855647564,anodr
20051020_44431_0100_PP_514.png,0.8042106628417969,0.07019364833831787,0.0705908015370369,0.018017999827861786,0.03698686137795448,anodr
20051020_44692_0100_PP_419.png,0.8969454765319824,0.027854444459080696,0.030078668147325516,0.018993088975548744,0.02612830512225628,anodr
20051020_44714_0100_PP_1199.png,0.861829400062561,0.06485097110271454,0.03406323119997978,0.01503768190741539,0.024218788370490074,anodr
20051020_44982_0100_PP_486.png,0.8372802734375,0.06003350764513016,0.05850626528263092,0.01841709204018116,0.025762883946299553,anodr
20051020_56791_0100_PP_1185.png,0.9177752733230591,0.023623211309313774,0.01843404211103916,0.018551988527178764,0.02161548286676407,anodr
20051020_57157_0100_PP_971.png,0.9209515452384949,0.019638264551758766,0.017290692776441574,0.018920348957180977,0.023199083283543587,anodr
20051020_57967_0100_PP_829.png,0.905303955078125,0.034753087908029556,0.02203216962516308,0.016192752867937088,0.021717939525842667,anodr
20051020_58065_0100_PP_561.png,0.2771010994911194,0.5385717153549194,0.11911375820636749,0.01743398606777191,0.047779399901628494,bmilddr
20051020_61757_0100_PP_484.png,0.8874558210372925,0.0242343470454216,0.040795888751745224,0.026849444955587387,0.020664438605308533,anodr
20051020_62461_0100_PP_76.png,0.9049296975135803,0.030274925753474236,0.026012225076556206,0.018952056765556335,0.019831040874123573,anodr
20051020_62510_0100_PP_106.png,0.5622902512550354,0.11962500214576721,0.19140321016311646,0.04818900674581528,0.07849252223968506,anodr
20051020_62577_0100_PP_479.png,0.9073103070259094,0.024743562564253807,0.024074316024780273,0.021031558513641357,0.02284032292664051,anodr
20051020_62615_0100_PP_294.png,0.914339005947113,0.02243844047188759,0.021352652460336685,0.019788186997175217,0.022081786766648293,anodr
20051020_63269_0100_PP_1183.png,0.9068405628204346,0.021223895251750946,0.021419864147901535,0.022071901708841324,0.028443703427910805,anodr
20051020_63337_0100_PP_471.png,0.9058192372322083,0.02365952730178833,0.023085186257958412,0.01992582343518734,0.027510270476341248,anodr
20051020_64249_0100_PP_1004.png,0.8982796669006348,0.02665882185101509,0.03124181181192398,0.021907594054937363,0.021912086755037308,anodr
20051020_64388_0100_PP_1194.png,0.9205111265182495,0.017710762098431587,0.01645730994641781,0.022066723555326462,0.023254022002220154,anodr
20051020_64653_0100_PP_124.png,0.808148205280304,0.06594884395599365,0.07153323292732239,0.0195468757301569,0.034822817891836166,anodr
20051020_64775_0100_PP_480.png,0.5993249416351318,0.23791567981243134,0.10447585582733154,0.02047431655228138,0.03780915215611458,anodr
20051020_64836_0100_PP_1270.png,0.09406958520412445,0.34950849413871765,0.49579498171806335,0.013584756292402744,0.04704222455620766,cmoderatedr
20051021_36380_0100_PP_135.png,0.8931304216384888,0.032437924295663834,0.030309811234474182,0.01995536871254444,0.024166403338313103,anodr
20051021_36476_0100_PP_1243.png,0.9119583964347839,0.02539338544011116,0.021883191540837288,0.018473254516720772,0.02229175716638565,anodr
20051021_39845_0100_PP_315.png,0.9054723381996155,0.026178792119026184,0.024326998740434647,0.020002204924821854,0.024019619449973106,anodr
20051021_39914_0100_PP_1352.png,0.8100402355194092,0.05756651237607002,0.07929008454084396,0.022369401529431343,0.030733712017536163,anodr
20051021_51418_0100_PP_18.png,0.8337553143501282,0.058672644197940826,0.05782902613282204,0.01830519363284111,0.031437840312719345,anodr
20051021_51476_0100_PP_150.png,0.5988587737083435,0.18351386487483978,0.11158622056245804,0.027740679681301117,0.07830044627189636,anodr
20051021_51936_0100_PP_1379.png,0.8598682284355164,0.047629162669181824,0.047717589884996414,0.018622033298015594,0.026162972673773766,anodr
20051021_51994_0100_PP_1283.png,0.833560049533844,0.06415800750255585,0.05520043149590492,0.01719639077782631,0.029885083436965942,anodr
20051021_57798_0100_PP_1322.png,0.8308331370353699,0.05923892930150032,0.07036946713924408,0.016556691378355026,0.02300180122256279,anodr
20051021_57862_0100_PP_372.png,0.18737630546092987,0.39404404163360596,0.33843791484832764,0.02292773127555847,0.057213976979255676,bmilddr
20051021_57975_0100_PP_517.png,0.835721492767334,0.04194068908691406,0.07554123550653458,0.021439896896481514,0.025356657803058624,anodr
20051021_58035_0100_PP_1138.png,0.7272212505340576,0.0860591009259224,0.12624706327915192,0.024595649912953377,0.03587692603468895,anodr
20051021_58388_0100_PP_1300.png,0.850570797920227,0.039023272693157196,0.05654346942901611,0.026305019855499268,0.027557510882616043,anodr
20051021_58522_0100_PP_50.png,0.8735725283622742,0.03537025675177574,0.03949165716767311,0.02471299283206463,0.026852568611502647,anodr
20051109_57843_0400_PP_1109.png,0.820476233959198,0.0993514135479927,0.03936685994267464,0.01705748401582241,0.02374792844057083,anodr
20051109_59969_0400_PP_1079.png,0.8807905912399292,0.027114229276776314,0.04826803505420685,0.020557038486003876,0.02327011339366436,anodr
20051109_60031_0400_PP_528.png,0.8870342969894409,0.02931145764887333,0.040322452783584595,0.019339904189109802,0.023991869762539864,anodr
20051109_60136_0400_PP_905.png,0.8907797932624817,0.02811126597225666,0.03342433273792267,0.01964634098112583,0.028038237243890762,anodr
20051110_33960_0400_PP_35.png,0.900443971157074,0.02673211693763733,0.027498561888933182,0.01819494180381298,0.027130363509058952,anodr
20051110_34013_0400_PP_151.png,0.9122421741485596,0.024340253323316574,0.02225687727332115,0.016639120876789093,0.02452155388891697,anodr
20051110_35239_0400_PP_836.png,0.9139858484268188,0.025187088176608086,0.01936991512775421,0.019134214147925377,0.02232290990650654,anodr
20051110_35279_0400_PP_1033.png,0.9150088429450989,0.025375422090291977,0.01903429813683033,0.018429191783070564,0.022152328863739967,anodr
20051110_35332_0400_PP_497.png,0.9119781255722046,0.03130035847425461,0.021637778729200363,0.016844119876623154,0.018239669501781464,anodr
20051110_37992_0400_PP_1043.png,0.8207075595855713,0.0720798671245575,0.06308864057064056,0.017974618822336197,0.026149258017539978,anodr
20051110_38111_0400_PP_429.png,0.8990249037742615,0.03438675031065941,0.026060879230499268,0.01807658188045025,0.022450918331742287,anodr
20051110_38156_0400_PP_477.png,0.5665821433067322,0.24260546267032623,0.13910798728466034,0.01695198193192482,0.03475247696042061,anodr
