file_name,anormal_score,cglaucoma_score,predicted_class
image_001_170.jpg,0.811988890171051,0.1880110800266266,anormal
image_002_202.jpg,0.6547186374664307,0.34528136253356934,anormal
image_003_50.jpg,0.8587446212768555,0.1412554234266281,anormal
image_004_65.jpg,0.7406200766563416,0.25937992334365845,anormal
image_005_13.jpg,0.7279180884361267,0.2720818817615509,anormal
image_006_4.jpg,0.8272345066070557,0.17276553809642792,anormal
image_007_5.jpg,0.6952709555625916,0.30472904443740845,anormal
image_008_116.jpg,0.8031836152076721,0.19681638479232788,anormal
image_009_125.jpg,0.8359186053276062,0.1640813797712326,anormal
image_010_41.jpg,0.8566142320632935,0.14338576793670654,anormal
image_011_214.jpg,0.7758600115776062,0.2241400182247162,anormal
image_012_56.jpg,0.8360329866409302,0.16396701335906982,anormal
image_013_71.jpg,0.7278879284858704,0.27211204171180725,anormal
image_014_59.jpg,0.7943695783615112,0.20563040673732758,anormal
image_015_209.jpg,0.7684947848320007,0.23150524497032166,anormal
image_016_82.jpg,0.86773681640625,0.13226312398910522,anormal
image_017_93.jpg,0.6539999842643738,0.3460000157356262,anormal
image_018_120.jpg,0.8180363774299622,0.18196363747119904,anormal
image_019_168.jpg,0.6861135959625244,0.3138864040374756,anormal
image_020_10.jpg,0.8253791928291321,0.1746208220720291,anormal
image_021_26.jpg,0.8061739802360535,0.19382604956626892,anormal
image_022_55.jpg,0.8454146385192871,0.1545853316783905,anormal
image_023_103.jpg,0.867447555065155,0.13255245983600616,anormal
image_024_200.jpg,0.8138223886489868,0.1861775666475296,anormal
image_025_99.jpg,0.7623645067214966,0.23763544857501984,anormal
image_026_146.jpg,0.8238580822944641,0.17614193260669708,anormal
image_027_32.jpg,0.7951499819755554,0.20485001802444458,anormal
image_028_96.jpg,0.7591699957847595,0.24082998931407928,anormal
image_029_217.jpg,0.7965735197067261,0.2034265249967575,anormal
image_030_219.jpg,0.8466053605079651,0.1533946692943573,anormal
image_031_49.jpg,0.7643212676048279,0.23567871749401093,anormal
image_032_39.jpg,0.7379456758499146,0.26205429434776306,anormal
image_033_187.jpg,0.6212853789329529,0.37871456146240234,anormal
image_034_36.jpg,0.815456211566925,0.18454380333423615,anormal
image_035_160.jpg,0.6809681057929993,0.31903183460235596,anormal
image_036_25.jpg,0.8742687106132507,0.12573125958442688,anormal
image_037_178.jpg,0.7993654608726501,0.20063453912734985,anormal
image_038_95.jpg,0.6941128373146057,0.3058871924877167,anormal
image_039_12.jpg,0.8391448259353638,0.16085514426231384,anormal
image_040_16.jpg,0.813550591468811,0.18644937872886658,anormal
image_041_108.jpg,0.714404284954071,0.28559574484825134,anormal
image_042_63.jpg,0.8424123525619507,0.1575876772403717,anormal
image_043_54.jpg,0.8783276677131653,0.12167229503393173,anormal
image_044_70.jpg,0.8855522274971008,0.11444777250289917,anormal
image_045_182.jpg,0.7866513133049011,0.21334870159626007,anormal
image_046_64.jpg,0.8095884323120117,0.1904115527868271,anormal
image_047_143.jpg,0.8047699928283691,0.19523002207279205,anormal
image_048_130.jpg,0.7871372699737549,0.21286267042160034,anormal
image_049_105.jpg,0.7798925042152405,0.2201075255870819,anormal
image_050_163.jpg,0.7988255620002747,0.20117442309856415,anormal
image_051_190.jpg,0.8056801557540894,0.19431979954242706,anormal
image_052_3.jpg,0.8353981375694275,0.16460181772708893,anormal
image_053_136.jpg,0.8167470693588257,0.18325290083885193,anormal
image_054_158.jpg,0.7811155319213867,0.21888446807861328,anormal
image_055_139.jpg,0.7609676122665405,0.23903235793113708,anormal
