filename,true_label,predicted_label,true_label_idx,predicted_label_idx,prob_anormal,prob_cglaucoma,confidence
anormal/RET191OS.jpg,anormal,anormal,0,0,0.84871143,0.15128854,0.84871143
anormal/RET190OS.jpg,anormal,anormal,0,0,0.8535418,0.14645818,0.8535418
anormal/RET200OS.jpg,anormal,anormal,0,0,0.8536939,0.14630614,0.8536939
anormal/RET282OS.jpg,anormal,anormal,0,0,0.85308313,0.14691688,0.85308313
anormal/RET141OS.jpg,anormal,anormal,0,0,0.8164796,0.18352042,0.8164796
anormal/RET184OD.jpg,anormal,anormal,0,0,0.85498166,0.14501837,0.85498166
anormal/RET203OD.jpg,anormal,anormal,0,0,0.8563856,0.14361443,0.8563856
anormal/RET212OD.jpg,anormal,anormal,0,0,0.8435528,0.15644719,0.8435528
anormal/RET137OD.jpg,anormal,anormal,0,0,0.80707276,0.19292718,0.80707276
anormal/RET211OS.jpg,anormal,anormal,0,0,0.85901755,0.14098243,0.85901755
anormal/RET291OD.jpg,anormal,anormal,0,0,0.8548527,0.1451473,0.8548527
anormal/RET285OS.jpg,anormal,anormal,0,0,0.8483091,0.15169093,0.8483091
anormal/RET261OS.jpg,anormal,anormal,0,0,0.8564409,0.1435591,0.8564409
anormal/RET146OS.jpg,anormal,anormal,0,0,0.8412516,0.15874831,0.8412516
anormal/RET237OD.jpg,anormal,anormal,0,0,0.8517077,0.14829226,0.8517077
anormal/RET283OS.jpg,anormal,anormal,0,0,0.84269565,0.15730438,0.84269565
anormal/RET271OS.jpg,anormal,anormal,0,0,0.8447835,0.15521654,0.8447835
anormal/RET282OD.jpg,anormal,anormal,0,0,0.8515298,0.14847024,0.8515298
anormal/RET163OS.jpg,anormal,anormal,0,0,0.8626265,0.13737349,0.8626265
anormal/RET258OD.jpg,anormal,anormal,0,0,0.8654569,0.13454314,0.8654569
anormal/RET231OD.jpg,anormal,anormal,0,0,0.86336964,0.13663042,0.86336964
anormal/RET252OS.jpg,anormal,anormal,0,0,0.8558204,0.14417958,0.8558204
