filename,true_label,predicted_label,true_label_idx,predicted_label_idx,prob_anormal,prob_cglaucoma,confidence
anormal/image_164_215.jpg,anormal,anormal,0,0,0.84179294,0.15820707,0.84179294
anormal/image_139_167.jpg,anormal,anormal,0,0,0.8211528,0.17884718,0.8211528
anormal/image_015_209.jpg,anormal,anormal,0,0,0.8269388,0.17306122,0.8269388
anormal/image_117_211.jpg,anormal,anormal,0,0,0.8424298,0.15757012,0.8424298
anormal/image_089_38.jpg,anormal,anormal,0,0,0.84100807,0.15899199,0.84100807
anormal/image_095_11.jpg,anormal,anormal,0,0,0.83453596,0.16546401,0.83453596
anormal/image_029_217.jpg,anormal,anormal,0,0,0.8333932,0.16660681,0.8333932
anormal/image_135_90.jpg,anormal,anormal,0,0,0.8209212,0.17907876,0.8209212
anormal/image_159_162.jpg,anormal,anormal,0,0,0.8450339,0.15496612,0.8450339
anormal/image_202_14.jpg,anormal,anormal,0,0,0.815829,0.18417104,0.815829
anormal/image_223_172.jpg,anormal,anormal,0,0,0.83660716,0.16339287,0.83660716
anormal/image_128_60.jpg,anormal,anormal,0,0,0.84028846,0.15971155,0.84028846
anormal/image_062_135.jpg,anormal,anormal,0,0,0.8299032,0.17009684,0.8299032
anormal/image_157_115.jpg,anormal,anormal,0,0,0.82916594,0.1708341,0.82916594
anormal/image_076_33.jpg,anormal,anormal,0,0,0.81782174,0.1821782,0.81782174
anormal/image_102_155.jpg,anormal,anormal,0,0,0.8484189,0.15158105,0.8484189
anormal/image_090_145.jpg,anormal,anormal,0,0,0.8344168,0.16558318,0.8344168
anormal/image_067_127.jpg,anormal,anormal,0,0,0.833873,0.16612698,0.833873
anormal/image_039_12.jpg,anormal,anormal,0,0,0.8091251,0.19087489,0.8091251
anormal/image_066_218.jpg,anormal,anormal,0,0,0.83659554,0.16340445,0.83659554
anormal/image_151_31.jpg,anormal,anormal,0,0,0.8133891,0.18661088,0.8133891
anormal/image_188_192.jpg,anormal,anormal,0,0,0.848188,0.15181205,0.848188
anormal/image_142_159.jpg,anormal,anormal,0,0,0.84077567,0.15922438,0.84077567
anormal/image_069_184.jpg,anormal,anormal,0,0,0.8194847,0.18051521,0.8194847
anormal/image_182_171.jpg,anormal,anormal,0,0,0.83380073,0.16619925,0.83380073
anormal/image_132_52.jpg,anormal,anormal,0,0,0.8357519,0.16424815,0.8357519
anormal/image_120_17.jpg,anormal,anormal,0,0,0.8375386,0.16246146,0.8375386
anormal/image_216_74.jpg,anormal,anormal,0,0,0.8071934,0.19280659,0.8071934
anormal/image_021_26.jpg,anormal,anormal,0,0,0.83301926,0.16698074,0.83301926
anormal/image_136_128.jpg,anormal,anormal,0,0,0.8213576,0.1786424,0.8213576
anormal/image_008_116.jpg,anormal,anormal,0,0,0.8322629,0.16773716,0.8322629
anormal/image_073_179.jpg,anormal,anormal,0,0,0.8122248,0.18777518,0.8122248
anormal/image_109_76.jpg,anormal,anormal,0,0,0.80807906,0.19192092,0.80807906
anormal/image_057_109.jpg,anormal,anormal,0,0,0.8259864,0.17401361,0.8259864
anormal/image_108_188.jpg,anormal,anormal,0,0,0.82184094,0.17815907,0.82184094
anormal/image_002_202.jpg,anormal,anormal,0,0,0.8167403,0.18325968,0.8167403
anormal/image_163_206.jpg,anormal,anormal,0,0,0.8366892,0.1633108,0.8366892
anormal/image_218_122.jpg,anormal,anormal,0,0,0.8424388,0.15756121,0.8424388
anormal/image_130_104.jpg,anormal,anormal,0,0,0.8185986,0.18140142,0.8185986
anormal/image_183_40.jpg,anormal,anormal,0,0,0.83620685,0.16379312,0.83620685
anormal/image_064_164.jpg,anormal,anormal,0,0,0.82547385,0.17452618,0.82547385
anormal/image_189_149.jpg,anormal,anormal,0,0,0.8315233,0.16847675,0.8315233
anormal/image_126_177.jpg,anormal,anormal,0,0,0.84331656,0.1566835,0.84331656
anormal/image_212_47.jpg,anormal,anormal,0,0,0.8382079,0.1617921,0.8382079
anormal/image_168_113.jpg,anormal,anormal,0,0,0.8359486,0.16405138,0.8359486
anormal/image_123_35.jpg,anormal,anormal,0,0,0.8259411,0.17405887,0.8259411
anormal/image_011_214.jpg,anormal,anormal,0,0,0.8241387,0.17586127,0.8241387
anormal/image_206_186.jpg,anormal,anormal,0,0,0.8231585,0.17684154,0.8231585
anormal/image_030_219.jpg,anormal,anormal,0,0,0.8281589,0.17184108,0.8281589
anormal/image_137_87.jpg,anormal,anormal,0,0,0.827828,0.17217202,0.827828
anormal/image_111_58.jpg,anormal,anormal,0,0,0.8416998,0.15830024,0.8416998
anormal/image_207_221.jpg,anormal,anormal,0,0,0.8261409,0.17385912,0.8261409
anormal/image_127_43.jpg,anormal,anormal,0,0,0.82092524,0.17907478,0.82092524
anormal/image_222_174.jpg,anormal,anormal,0,0,0.8380846,0.16191538,0.8380846
anormal/image_166_129.jpg,anormal,anormal,0,0,0.82686555,0.17313449,0.82686555
anormal/image_100_196.jpg,anormal,anormal,0,0,0.77816546,0.22183453,0.77816546
anormal/image_097_176.jpg,anormal,anormal,0,0,0.8478278,0.15217228,0.8478278
anormal/image_042_63.jpg,anormal,anormal,0,0,0.8039985,0.19600151,0.8039985
anormal/image_063_110.jpg,anormal,anormal,0,0,0.810515,0.18948503,0.810515
anormal/image_065_92.jpg,anormal,anormal,0,0,0.81043255,0.18956746,0.81043255
anormal/image_110_199.jpg,anormal,anormal,0,0,0.8257036,0.1742964,0.8257036
anormal/image_198_66.jpg,anormal,anormal,0,0,0.84610003,0.15389992,0.84610003
anormal/image_055_139.jpg,anormal,anormal,0,0,0.82669485,0.17330523,0.82669485
anormal/image_208_20.jpg,anormal,anormal,0,0,0.84007907,0.15992095,0.84007907
anormal/image_161_62.jpg,anormal,anormal,0,0,0.84219664,0.15780331,0.84219664
anormal/image_172_137.jpg,anormal,anormal,0,0,0.8135949,0.18640515,0.8135949
anormal/image_087_210.jpg,anormal,anormal,0,0,0.8265358,0.17346413,0.8265358
anormal/image_104_2.jpg,anormal,anormal,0,0,0.8393904,0.16060965,0.8393904
anormal/image_181_207.jpg,anormal,anormal,0,0,0.8365573,0.16344267,0.8365573
anormal/image_036_25.jpg,anormal,anormal,0,0,0.8348199,0.16518001,0.8348199
anormal/image_158_191.jpg,anormal,anormal,0,0,0.8356181,0.16438192,0.8356181
anormal/image_173_83.jpg,anormal,anormal,0,0,0.8201849,0.17981517,0.8201849
anormal/image_165_77.jpg,anormal,anormal,0,0,0.8279821,0.17201789,0.8279821
anormal/image_005_13.jpg,anormal,anormal,0,0,0.8306363,0.16936369,0.8306363
anormal/image_075_195.jpg,anormal,anormal,0,0,0.8186761,0.18132393,0.8186761
anormal/image_119_194.jpg,anormal,anormal,0,0,0.82234305,0.17765698,0.82234305
anormal/image_145_78.jpg,anormal,anormal,0,0,0.83124286,0.16875713,0.83124286
