file_path,true_label,true_class,predicted_label,predicted_class,correct,confidence,prob_a_noamd,prob_b_amd
../../../data/data_UKBB/test/a_noamd/1018113_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.9369228,0.9369228,0.06307716
../../../data/data_UKBB/test/a_noamd/1020777_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.94509614,0.94509614,0.05490385
../../../data/data_UKBB/test/a_noamd/1026486_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.86737317,0.86737317,0.13262686
../../../data/data_UKBB/test/a_noamd/1036537_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.91920847,0.91920847,0.08079154
../../../data/data_UKBB/test/a_noamd/1039702_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.9334308,0.9334308,0.06656919
../../../data/data_UKBB/test/a_noamd/1046092_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.68352515,0.68352515,0.31647488
../../../data/data_UKBB/test/a_noamd/1064334_21016_0_0.png,0,a_noamd,1,b_amd,False,0.75873417,0.24126588,0.75873417
../../../data/data_UKBB/test/a_noamd/1103313_21016_0_0.png,0,a_noamd,1,b_amd,False,0.88498694,0.11501305,0.88498694
../../../data/data_UKBB/test/a_noamd/1107730_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.9474297,0.9474297,0.052570295
../../../data/data_UKBB/test/a_noamd/1134266_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.8557306,0.8557306,0.14426938
../../../data/data_UKBB/test/a_noamd/1167873_21016_0_0.png,0,a_noamd,1,b_amd,False,0.72628,0.27371997,0.72628
../../../data/data_UKBB/test/a_noamd/1169358_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.8784707,0.8784707,0.12152928
../../../data/data_UKBB/test/a_noamd/1170584_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9296323,0.9296323,0.0703677
../../../data/data_UKBB/test/a_noamd/1175155_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9276915,0.9276915,0.07230848
../../../data/data_UKBB/test/a_noamd/1178859_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9560224,0.9560224,0.043977574
../../../data/data_UKBB/test/a_noamd/1184375_21016_1_0.png,0,a_noamd,0,a_noamd,True,0.8070808,0.8070808,0.19291921
../../../data/data_UKBB/test/a_noamd/1186967_21016_0_0.png,0,a_noamd,1,b_amd,False,0.6693127,0.3306873,0.6693127
../../../data/data_UKBB/test/a_noamd/1197089_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.6012424,0.6012424,0.39875758
../../../data/data_UKBB/test/a_noamd/1197343_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.67875296,0.67875296,0.321247
../../../data/data_UKBB/test/a_noamd/1220742_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9516839,0.9516839,0.04831607
../../../data/data_UKBB/test/a_noamd/1223318_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.94427973,0.94427973,0.05572029
../../../data/data_UKBB/test/a_noamd/1230171_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.77261645,0.77261645,0.22738354
../../../data/data_UKBB/test/a_noamd/1250082_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9159594,0.9159594,0.084040605
../../../data/data_UKBB/test/a_noamd/1260458_21016_0_0.png,0,a_noamd,1,b_amd,False,0.5921066,0.40789345,0.5921066
../../../data/data_UKBB/test/a_noamd/1261685_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.89688534,0.89688534,0.10311471
../../../data/data_UKBB/test/a_noamd/1267094_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.8590736,0.8590736,0.14092635
../../../data/data_UKBB/test/a_noamd/1275770_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.87930226,0.87930226,0.12069768
../../../data/data_UKBB/test/a_noamd/1322575_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.8474635,0.8474635,0.15253651
../../../data/data_UKBB/test/a_noamd/1330933_21015_0_0.png,0,a_noamd,1,b_amd,False,0.67896587,0.32103413,0.67896587
../../../data/data_UKBB/test/a_noamd/1334474_21015_0_0.png,0,a_noamd,1,b_amd,False,0.7776378,0.2223622,0.7776378
../../../data/data_UKBB/test/a_noamd/1346072_21016_0_0.png,0,a_noamd,1,b_amd,False,0.88033485,0.119665086,0.88033485
../../../data/data_UKBB/test/a_noamd/1350271_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.83025026,0.83025026,0.16974968
../../../data/data_UKBB/test/a_noamd/1359631_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.96171397,0.96171397,0.038285997
../../../data/data_UKBB/test/a_noamd/1372500_21016_0_0.png,0,a_noamd,1,b_amd,False,0.83359575,0.16640429,0.83359575
../../../data/data_UKBB/test/a_noamd/1407787_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.94240075,0.94240075,0.0575992
../../../data/data_UKBB/test/a_noamd/1412963_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.87488115,0.87488115,0.12511882
../../../data/data_UKBB/test/a_noamd/1429525_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.85741025,0.85741025,0.14258969
../../../data/data_UKBB/test/a_noamd/1434744_21016_0_0.png,0,a_noamd,1,b_amd,False,0.5102725,0.48972753,0.5102725
../../../data/data_UKBB/test/a_noamd/1438121_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.9508692,0.9508692,0.049130786
../../../data/data_UKBB/test/a_noamd/1438217_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.56910443,0.56910443,0.43089557
../../../data/data_UKBB/test/a_noamd/1465849_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.92296976,0.92296976,0.077030234
../../../data/data_UKBB/test/a_noamd/1486263_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.93385434,0.93385434,0.06614567
../../../data/data_UKBB/test/a_noamd/1494464_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.9583432,0.9583432,0.041656766
../../../data/data_UKBB/test/a_noamd/1495365_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.9526182,0.9526182,0.047381774
../../../data/data_UKBB/test/a_noamd/1495979_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.8956597,0.8956597,0.10434035
../../../data/data_UKBB/test/a_noamd/1499051_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.89190525,0.89190525,0.10809477
../../../data/data_UKBB/test/a_noamd/1499671_21016_0_1.png,0,a_noamd,0,a_noamd,True,0.9627082,0.9627082,0.037291814
../../../data/data_UKBB/test/a_noamd/1506781_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.52223647,0.52223647,0.47776356
../../../data/data_UKBB/test/a_noamd/1514959_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.83284926,0.83284926,0.16715068
../../../data/data_UKBB/test/a_noamd/1515498_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.96472245,0.96472245,0.035277545
../../../data/data_UKBB/test/a_noamd/1535030_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.90183425,0.90183425,0.09816574
../../../data/data_UKBB/test/a_noamd/1537998_21015_1_1.png,0,a_noamd,0,a_noamd,True,0.9376119,0.9376119,0.062388137
../../../data/data_UKBB/test/a_noamd/1552660_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9007919,0.9007919,0.099208094
../../../data/data_UKBB/test/a_noamd/1553749_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9328214,0.9328214,0.06717857
../../../data/data_UKBB/test/a_noamd/1553751_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.6699608,0.6699608,0.33003917
../../../data/data_UKBB/test/a_noamd/1557480_21016_1_0.png,0,a_noamd,0,a_noamd,True,0.7812472,0.7812472,0.2187528
../../../data/data_UKBB/test/a_noamd/1560389_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.95998776,0.95998776,0.04001227
../../../data/data_UKBB/test/a_noamd/1574898_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9105454,0.9105454,0.0894546
../../../data/data_UKBB/test/a_noamd/1601635_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.91789335,0.91789335,0.08210663
../../../data/data_UKBB/test/a_noamd/1632106_21016_1_0.png,0,a_noamd,0,a_noamd,True,0.6430491,0.6430491,0.35695085
../../../data/data_UKBB/test/a_noamd/1652487_21016_1_0.png,0,a_noamd,0,a_noamd,True,0.87445295,0.87445295,0.12554704
../../../data/data_UKBB/test/a_noamd/1663149_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.95857656,0.95857656,0.041423477
../../../data/data_UKBB/test/a_noamd/1681117_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.95536083,0.95536083,0.044639207
../../../data/data_UKBB/test/a_noamd/1697220_21015_0_0.png,0,a_noamd,1,b_amd,False,0.69564825,0.30435172,0.69564825
../../../data/data_UKBB/test/a_noamd/1704670_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.90998703,0.90998703,0.09001297
../../../data/data_UKBB/test/a_noamd/1708747_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9301416,0.9301416,0.06985836
../../../data/data_UKBB/test/a_noamd/1730885_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.8626412,0.8626412,0.13735881
../../../data/data_UKBB/test/a_noamd/1736297_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9035498,0.9035498,0.09645018
../../../data/data_UKBB/test/a_noamd/1737240_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.9189906,0.9189906,0.08100938
../../../data/data_UKBB/test/a_noamd/1782210_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.94844174,0.94844174,0.051558185
../../../data/data_UKBB/test/a_noamd/1826552_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.95683634,0.95683634,0.043163687
../../../data/data_UKBB/test/a_noamd/1840708_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.9425068,0.9425068,0.057493277
../../../data/data_UKBB/test/a_noamd/1844778_21016_1_0.png,0,a_noamd,0,a_noamd,True,0.89029425,0.89029425,0.109705776
../../../data/data_UKBB/test/a_noamd/1855075_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.9151287,0.9151287,0.08487122
../../../data/data_UKBB/test/a_noamd/1862962_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.8923282,0.8923282,0.10767183
../../../data/data_UKBB/test/a_noamd/1897613_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.924347,0.924347,0.075653054
../../../data/data_UKBB/test/a_noamd/1897754_21016_0_0.png,0,a_noamd,1,b_amd,False,0.71611935,0.28388065,0.71611935
../../../data/data_UKBB/test/a_noamd/1902295_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9146726,0.9146726,0.085327424
../../../data/data_UKBB/test/a_noamd/1912841_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.7541916,0.7541916,0.24580847
../../../data/data_UKBB/test/a_noamd/1926601_21015_1_0.png,0,a_noamd,1,b_amd,False,0.521098,0.478902,0.521098
../../../data/data_UKBB/test/a_noamd/1937126_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.8962514,0.8962514,0.10374863
../../../data/data_UKBB/test/a_noamd/1951687_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.73616356,0.73616356,0.2638364
../../../data/data_UKBB/test/a_noamd/1959318_21015_0_0.png,0,a_noamd,0,a_noamd,True,0.87472075,0.87472075,0.12527926
../../../data/data_UKBB/test/a_noamd/1965435_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.8590736,0.8590736,0.14092635
../../../data/data_UKBB/test/a_noamd/1970295_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.8472108,0.8472108,0.15278916
../../../data/data_UKBB/test/a_noamd/1973049_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.9009663,0.9009663,0.09903368
../../../data/data_UKBB/test/a_noamd/1984835_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.92310846,0.92310846,0.07689148
../../../data/data_UKBB/test/a_noamd/1986875_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.8179383,0.8179383,0.18206169
../../../data/data_UKBB/test/a_noamd/2003584_21016_0_0.png,0,a_noamd,0,a_noamd,True,0.9118885,0.9118885,0.08811155
../../../data/data_UKBB/test/a_noamd/2016718_21015_0_0.png,0,a_noamd,1,b_amd,False,0.9012275,0.09877259,0.9012275
../../../data/data_UKBB/test/a_noamd/2020618_21016_1_0.png,0,a_noamd,0,a_noamd,True,0.95443547,0.95443547,0.045564454
../../../data/data_UKBB/test/a_noamd/2021853_21015_1_0.png,0,a_noamd,0,a_noamd,True,0.8517063,0.8517063,0.14829372
