file_path,true_label,true_class,predicted_label,predicted_class,correct,confidence,prob_a_noamd,prob_b_amd
../../../data/data_ADAM/test/a_noamd/N0001.jpg,0,a_noamd,0,a_noamd,True,0.79454446,0.79454446,0.20545557
../../../data/data_ADAM/test/a_noamd/N0002.jpg,0,a_noamd,0,a_noamd,True,0.5164468,0.5164468,0.48355314
../../../data/data_ADAM/test/a_noamd/N0003.jpg,0,a_noamd,1,b_amd,False,0.6557219,0.34427807,0.6557219
../../../data/data_ADAM/test/a_noamd/N0004.jpg,0,a_noamd,1,b_amd,False,0.682415,0.317585,0.682415
../../../data/data_ADAM/test/a_noamd/N0005.jpg,0,a_noamd,1,b_amd,False,0.6693127,0.3306873,0.6693127
../../../data/data_ADAM/test/a_noamd/N0006.jpg,0,a_noamd,1,b_amd,False,0.56822115,0.43177885,0.56822115
../../../data/data_ADAM/test/a_noamd/N0007.jpg,0,a_noamd,0,a_noamd,True,0.8061669,0.8061669,0.19383317
../../../data/data_ADAM/test/a_noamd/N0008.jpg,0,a_noamd,0,a_noamd,True,0.8092006,0.8092006,0.19079942
../../../data/data_ADAM/test/a_noamd/N0009.jpg,0,a_noamd,0,a_noamd,True,0.73105854,0.73105854,0.26894143
../../../data/data_ADAM/test/a_noamd/N0010.jpg,0,a_noamd,1,b_amd,False,0.6905591,0.3094409,0.6905591
../../../data/data_ADAM/test/a_noamd/N0011.jpg,0,a_noamd,1,b_amd,False,0.7201223,0.27987772,0.7201223
../../../data/data_ADAM/test/a_noamd/N0012.jpg,0,a_noamd,0,a_noamd,True,0.58906645,0.58906645,0.41093358
../../../data/data_ADAM/test/a_noamd/N0013.jpg,0,a_noamd,0,a_noamd,True,0.54440784,0.54440784,0.45559216
../../../data/data_ADAM/test/a_noamd/N0014.jpg,0,a_noamd,0,a_noamd,True,0.66399586,0.66399586,0.33600414
../../../data/data_ADAM/test/a_noamd/N0015.jpg,0,a_noamd,0,a_noamd,True,0.57060057,0.57060057,0.42939946
../../../data/data_ADAM/test/a_noamd/N0016.jpg,0,a_noamd,1,b_amd,False,0.6974029,0.30259714,0.6974029
../../../data/data_ADAM/test/a_noamd/N0017.jpg,0,a_noamd,0,a_noamd,True,0.84363765,0.84363765,0.15636237
../../../data/data_ADAM/test/a_noamd/N0018.jpg,0,a_noamd,0,a_noamd,True,0.85675234,0.85675234,0.14324762
../../../data/data_ADAM/test/a_noamd/N0019.jpg,0,a_noamd,0,a_noamd,True,0.8647108,0.8647108,0.13528919
../../../data/data_ADAM/test/a_noamd/N0020.jpg,0,a_noamd,1,b_amd,False,0.674265,0.325735,0.674265
../../../data/data_ADAM/test/a_noamd/N0021.jpg,0,a_noamd,1,b_amd,False,0.6468507,0.3531493,0.6468507
../../../data/data_ADAM/test/a_noamd/N0022.jpg,0,a_noamd,1,b_amd,False,0.72763693,0.2723631,0.72763693
../../../data/data_ADAM/test/a_noamd/N0023.jpg,0,a_noamd,1,b_amd,False,0.7534213,0.24657871,0.7534213
../../../data/data_ADAM/test/a_noamd/N0024.jpg,0,a_noamd,1,b_amd,False,0.7856377,0.21436232,0.7856377
../../../data/data_ADAM/test/a_noamd/N0025.jpg,0,a_noamd,0,a_noamd,True,0.90414387,0.90414387,0.09585608
../../../data/data_ADAM/test/a_noamd/N0026.jpg,0,a_noamd,0,a_noamd,True,0.91693145,0.91693145,0.0830685
../../../data/data_ADAM/test/a_noamd/N0027.jpg,0,a_noamd,0,a_noamd,True,0.7751796,0.7751796,0.2248204
../../../data/data_ADAM/test/a_noamd/N0028.jpg,0,a_noamd,1,b_amd,False,0.54722214,0.4527779,0.54722214
../../../data/data_ADAM/test/a_noamd/N0029.jpg,0,a_noamd,0,a_noamd,True,0.6972998,0.6972998,0.30270016
../../../data/data_ADAM/test/a_noamd/N0030.jpg,0,a_noamd,1,b_amd,False,0.51356936,0.48643064,0.51356936
../../../data/data_ADAM/test/a_noamd/N0031.jpg,0,a_noamd,1,b_amd,False,0.57078,0.42922002,0.57078
../../../data/data_ADAM/test/a_noamd/N0032.jpg,0,a_noamd,0,a_noamd,True,0.52002025,0.52002025,0.47997972
../../../data/data_ADAM/test/a_noamd/N0033.jpg,0,a_noamd,0,a_noamd,True,0.61372864,0.61372864,0.38627136
../../../data/data_ADAM/test/a_noamd/N0034.jpg,0,a_noamd,1,b_amd,False,0.6088557,0.39114428,0.6088557
../../../data/data_ADAM/test/a_noamd/N0035.jpg,0,a_noamd,1,b_amd,False,0.76087284,0.23912719,0.76087284
../../../data/data_ADAM/test/a_noamd/N0036.jpg,0,a_noamd,1,b_amd,False,0.80332816,0.19667187,0.80332816
../../../data/data_ADAM/test/a_noamd/N0037.jpg,0,a_noamd,0,a_noamd,True,0.8589554,0.8589554,0.14104463
../../../data/data_ADAM/test/a_noamd/N0038.jpg,0,a_noamd,0,a_noamd,True,0.659734,0.659734,0.34026593
../../../data/data_ADAM/test/a_noamd/N0039.jpg,0,a_noamd,1,b_amd,False,0.73711085,0.26288915,0.73711085
../../../data/data_ADAM/test/a_noamd/N0040.jpg,0,a_noamd,1,b_amd,False,0.83801806,0.16198196,0.83801806
../../../data/data_ADAM/test/a_noamd/N0041.jpg,0,a_noamd,1,b_amd,False,0.80685264,0.19314738,0.80685264
../../../data/data_ADAM/test/a_noamd/N0042.jpg,0,a_noamd,1,b_amd,False,0.84169555,0.15830442,0.84169555
../../../data/data_ADAM/test/a_noamd/N0043.jpg,0,a_noamd,1,b_amd,False,0.8000679,0.19993211,0.8000679
../../../data/data_ADAM/test/a_noamd/N0044.jpg,0,a_noamd,1,b_amd,False,0.6733528,0.3266472,0.6733528
../../../data/data_ADAM/test/a_noamd/N0045.jpg,0,a_noamd,1,b_amd,False,0.65638304,0.343617,0.65638304
../../../data/data_ADAM/test/a_noamd/N0046.jpg,0,a_noamd,0,a_noamd,True,0.89288986,0.89288986,0.10711015
../../../data/data_ADAM/test/a_noamd/N0047.jpg,0,a_noamd,0,a_noamd,True,0.6124835,0.6124835,0.38751647
../../../data/data_ADAM/test/a_noamd/N0048.jpg,0,a_noamd,0,a_noamd,True,0.69735134,0.69735134,0.30264866
../../../data/data_ADAM/test/a_noamd/N0049.jpg,0,a_noamd,0,a_noamd,True,0.7168632,0.7168632,0.28313676
../../../data/data_ADAM/test/a_noamd/N0050.jpg,0,a_noamd,0,a_noamd,True,0.8656789,0.8656789,0.13432105
../../../data/data_ADAM/test/a_noamd/N0051.jpg,0,a_noamd,0,a_noamd,True,0.86647177,0.86647177,0.13352816
../../../data/data_ADAM/test/a_noamd/N0052.jpg,0,a_noamd,1,b_amd,False,0.6981237,0.30187634,0.6981237
../../../data/data_ADAM/test/a_noamd/N0053.jpg,0,a_noamd,1,b_amd,False,0.5058105,0.49418953,0.5058105
../../../data/data_ADAM/test/a_noamd/N0054.jpg,0,a_noamd,1,b_amd,False,0.6907677,0.3092323,0.6907677
../../../data/data_ADAM/test/a_noamd/N0055.jpg,0,a_noamd,0,a_noamd,True,0.749179,0.749179,0.25082102
../../../data/data_ADAM/test/a_noamd/N0056.jpg,0,a_noamd,1,b_amd,False,0.50337976,0.49662024,0.50337976
../../../data/data_ADAM/test/a_noamd/N0057.jpg,0,a_noamd,0,a_noamd,True,0.5219319,0.5219319,0.47806814
../../../data/data_ADAM/test/a_noamd/N0058.jpg,0,a_noamd,1,b_amd,False,0.57995063,0.42004934,0.57995063
../../../data/data_ADAM/test/a_noamd/N0059.jpg,0,a_noamd,1,b_amd,False,0.61806023,0.3819397,0.61806023
../../../data/data_ADAM/test/a_noamd/N0060.jpg,0,a_noamd,0,a_noamd,True,0.7319217,0.7319217,0.26807827
../../../data/data_ADAM/test/a_noamd/N0061.jpg,0,a_noamd,1,b_amd,False,0.61935616,0.3806438,0.61935616
