file_path,true_label,true_class,predicted_label,predicted_class,correct,confidence,prob_anormal,prob_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,0,anormal,0,anormal,True,0.61051154,0.61051154,0.38948846
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,0,anormal,0,anormal,True,0.61123693,0.61123693,0.38876304
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,0,anormal,0,anormal,True,0.6058865,0.6058865,0.3941135
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,0,anormal,0,anormal,True,0.5959924,0.5959924,0.40400767
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,0,anormal,0,anormal,True,0.59469837,0.59469837,0.4053016
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,0,anormal,0,anormal,True,0.5983415,0.5983415,0.40165848
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,0,anormal,0,anormal,True,0.5988988,0.5988988,0.40110117
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,0,anormal,0,anormal,True,0.61687815,0.61687815,0.38312188
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,0,anormal,0,anormal,True,0.6019446,0.6019446,0.39805537
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,0,anormal,0,anormal,True,0.5946101,0.5946101,0.40538988
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,0,anormal,0,anormal,True,0.633637,0.633637,0.36636302
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,0,anormal,0,anormal,True,0.6223732,0.6223732,0.37762672
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,0,anormal,0,anormal,True,0.58100593,0.58100593,0.41899407
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,0,anormal,0,anormal,True,0.6058865,0.6058865,0.3941135
../../../data/data_PAPILA/test/anormal/RET153OS.jpg,0,anormal,0,anormal,True,0.59658,0.59658,0.40341997
../../../data/data_PAPILA/test/anormal/RET163OS.jpg,0,anormal,0,anormal,True,0.61505896,0.61505896,0.38494104
../../../data/data_PAPILA/test/anormal/RET168OS.jpg,0,anormal,0,anormal,True,0.5874107,0.5874107,0.4125893
../../../data/data_PAPILA/test/anormal/RET175OD.jpg,0,anormal,0,anormal,True,0.5995731,0.5995731,0.40042695
../../../data/data_PAPILA/test/anormal/RET177OD.jpg,0,anormal,0,anormal,True,0.60609055,0.60609055,0.39390948
../../../data/data_PAPILA/test/anormal/RET177OS.jpg,0,anormal,0,anormal,True,0.6056824,0.6056824,0.39431757
../../../data/data_PAPILA/test/anormal/RET178OD.jpg,0,anormal,0,anormal,True,0.60220784,0.60220784,0.39779222
../../../data/data_PAPILA/test/anormal/RET181OS.jpg,0,anormal,0,anormal,True,0.5986935,0.5986935,0.40130648
../../../data/data_PAPILA/test/anormal/RET182OD.jpg,0,anormal,0,anormal,True,0.61624324,0.61624324,0.38375676
../../../data/data_PAPILA/test/anormal/RET184OD.jpg,0,anormal,0,anormal,True,0.6096694,0.6096694,0.39033058
../../../data/data_PAPILA/test/anormal/RET184OS.jpg,0,anormal,0,anormal,True,0.5915758,0.5915758,0.4084242
../../../data/data_PAPILA/test/anormal/RET190OS.jpg,0,anormal,0,anormal,True,0.60159355,0.60159355,0.39840645
../../../data/data_PAPILA/test/anormal/RET191OS.jpg,0,anormal,0,anormal,True,0.60743034,0.60743034,0.39256966
../../../data/data_PAPILA/test/anormal/RET192OS.jpg,0,anormal,0,anormal,True,0.5911628,0.5911628,0.4088372
../../../data/data_PAPILA/test/anormal/RET197OD.jpg,0,anormal,0,anormal,True,0.5881205,0.5881205,0.41187948
../../../data/data_PAPILA/test/anormal/RET198OD.jpg,0,anormal,0,anormal,True,0.6063819,0.6063819,0.39361808
../../../data/data_PAPILA/test/anormal/RET198OS.jpg,0,anormal,0,anormal,True,0.6021201,0.6021201,0.39787993
../../../data/data_PAPILA/test/anormal/RET199OD.jpg,0,anormal,0,anormal,True,0.61245453,0.61245453,0.38754547
../../../data/data_PAPILA/test/anormal/RET200OD.jpg,0,anormal,0,anormal,True,0.59881085,0.59881085,0.40118918
../../../data/data_PAPILA/test/anormal/RET200OS.jpg,0,anormal,0,anormal,True,0.616907,0.616907,0.38309303
../../../data/data_PAPILA/test/anormal/RET201OD.jpg,0,anormal,0,anormal,True,0.61592567,0.61592567,0.3840744
../../../data/data_PAPILA/test/anormal/RET202OD.jpg,0,anormal,0,anormal,True,0.5987522,0.5987522,0.4012478
../../../data/data_PAPILA/test/anormal/RET203OD.jpg,0,anormal,0,anormal,True,0.60658586,0.60658586,0.39341414
../../../data/data_PAPILA/test/anormal/RET203OS.jpg,0,anormal,0,anormal,True,0.6134971,0.6134971,0.3865029
../../../data/data_PAPILA/test/anormal/RET210OD.jpg,0,anormal,0,anormal,True,0.61242557,0.61242557,0.38757443
../../../data/data_PAPILA/test/anormal/RET211OS.jpg,0,anormal,0,anormal,True,0.6058865,0.6058865,0.3941135
../../../data/data_PAPILA/test/anormal/RET212OD.jpg,0,anormal,0,anormal,True,0.5897754,0.5897754,0.41022456
../../../data/data_PAPILA/test/anormal/RET213OS.jpg,0,anormal,0,anormal,True,0.59490436,0.59490436,0.40509567
../../../data/data_PAPILA/test/anormal/RET216OD.jpg,0,anormal,0,anormal,True,0.60862315,0.60862315,0.39137688
../../../data/data_PAPILA/test/anormal/RET216OS.jpg,0,anormal,0,anormal,True,0.61144,0.61144,0.38856003
../../../data/data_PAPILA/test/anormal/RET220OD.jpg,0,anormal,0,anormal,True,0.5990161,0.5990161,0.40098387
../../../data/data_PAPILA/test/anormal/RET220OS.jpg,0,anormal,0,anormal,True,0.6038442,0.6038442,0.39615577
../../../data/data_PAPILA/test/anormal/RET224OD.jpg,0,anormal,0,anormal,True,0.59822416,0.59822416,0.40177584
../../../data/data_PAPILA/test/anormal/RET228OS.jpg,0,anormal,0,anormal,True,0.61025023,0.61025023,0.38974974
