file_path,true_label,true_class,predicted_label,predicted_class,correct,confidence,prob_anormal,prob_cglaucoma
../../../data/data_VEIRC/test/anormal/image_001_170.jpg,0,anormal,0,anormal,True,0.5791327,0.5791327,0.42086738
../../../data/data_VEIRC/test/anormal/image_002_202.jpg,0,anormal,0,anormal,True,0.5717965,0.5717965,0.4282035
../../../data/data_VEIRC/test/anormal/image_003_50.jpg,0,anormal,0,anormal,True,0.5784779,0.5784779,0.42152208
../../../data/data_VEIRC/test/anormal/image_004_65.jpg,0,anormal,0,anormal,True,0.586286,0.586286,0.41371402
../../../data/data_VEIRC/test/anormal/image_005_13.jpg,0,anormal,0,anormal,True,0.6080124,0.6080124,0.39198768
../../../data/data_VEIRC/test/anormal/image_006_4.jpg,0,anormal,0,anormal,True,0.5925487,0.5925487,0.40745127
../../../data/data_VEIRC/test/anormal/image_007_5.jpg,0,anormal,0,anormal,True,0.5912218,0.5912218,0.4087782
../../../data/data_VEIRC/test/anormal/image_008_116.jpg,0,anormal,0,anormal,True,0.57920706,0.57920706,0.42079297
../../../data/data_VEIRC/test/anormal/image_009_125.jpg,0,anormal,0,anormal,True,0.58962774,0.58962774,0.41037223
../../../data/data_VEIRC/test/anormal/image_010_41.jpg,0,anormal,0,anormal,True,0.5797871,0.5797871,0.42021292
../../../data/data_VEIRC/test/anormal/image_011_214.jpg,0,anormal,0,anormal,True,0.6005984,0.6005984,0.39940163
../../../data/data_VEIRC/test/anormal/image_012_56.jpg,0,anormal,0,anormal,True,0.5918117,0.5918117,0.4081883
../../../data/data_VEIRC/test/anormal/image_013_71.jpg,0,anormal,0,anormal,True,0.57540905,0.57540905,0.42459095
../../../data/data_VEIRC/test/anormal/image_014_59.jpg,0,anormal,0,anormal,True,0.5998954,0.5998954,0.40010458
../../../data/data_VEIRC/test/anormal/image_015_209.jpg,0,anormal,0,anormal,True,0.58841616,0.58841616,0.4115838
../../../data/data_VEIRC/test/anormal/image_016_82.jpg,0,anormal,0,anormal,True,0.5889778,0.5889778,0.4110222
../../../data/data_VEIRC/test/anormal/image_017_93.jpg,0,anormal,0,anormal,True,0.58301044,0.58301044,0.41698954
../../../data/data_VEIRC/test/anormal/image_018_120.jpg,0,anormal,0,anormal,True,0.59760785,0.59760785,0.40239212
../../../data/data_VEIRC/test/anormal/image_019_168.jpg,0,anormal,0,anormal,True,0.5797425,0.5797425,0.42025754
../../../data/data_VEIRC/test/anormal/image_020_10.jpg,0,anormal,0,anormal,True,0.5926371,0.5926371,0.40736285
../../../data/data_VEIRC/test/anormal/image_021_26.jpg,0,anormal,0,anormal,True,0.5881501,0.5881501,0.4118499
../../../data/data_VEIRC/test/anormal/image_022_55.jpg,0,anormal,0,anormal,True,0.5815853,0.5815853,0.41841468
../../../data/data_VEIRC/test/anormal/image_023_103.jpg,0,anormal,0,anormal,True,0.5849233,0.5849233,0.41507664
../../../data/data_VEIRC/test/anormal/image_024_200.jpg,0,anormal,0,anormal,True,0.5836187,0.5836187,0.4163813
../../../data/data_VEIRC/test/anormal/image_025_99.jpg,0,anormal,0,anormal,True,0.57373816,0.57373816,0.4262619
../../../data/data_VEIRC/test/anormal/image_026_146.jpg,0,anormal,0,anormal,True,0.5722747,0.5722747,0.42772537
../../../data/data_VEIRC/test/anormal/image_027_32.jpg,0,anormal,0,anormal,True,0.58471584,0.58471584,0.41528413
../../../data/data_VEIRC/test/anormal/image_028_96.jpg,0,anormal,0,anormal,True,0.57284224,0.57284224,0.42715776
../../../data/data_VEIRC/test/anormal/image_029_217.jpg,0,anormal,0,anormal,True,0.58165956,0.58165956,0.41834044
../../../data/data_VEIRC/test/anormal/image_030_219.jpg,0,anormal,0,anormal,True,0.60150576,0.60150576,0.39849418
../../../data/data_VEIRC/test/anormal/image_031_49.jpg,0,anormal,0,anormal,True,0.58388567,0.58388567,0.41611436
../../../data/data_VEIRC/test/anormal/image_032_39.jpg,0,anormal,0,anormal,True,0.59894276,0.59894276,0.40105718
../../../data/data_VEIRC/test/anormal/image_033_187.jpg,0,anormal,0,anormal,True,0.57649726,0.57649726,0.42350274
../../../data/data_VEIRC/test/anormal/image_034_36.jpg,0,anormal,0,anormal,True,0.5856789,0.5856789,0.4143211
../../../data/data_VEIRC/test/anormal/image_035_160.jpg,0,anormal,0,anormal,True,0.5731409,0.5731409,0.42685908
../../../data/data_VEIRC/test/anormal/image_036_25.jpg,0,anormal,0,anormal,True,0.6046616,0.6046616,0.39533845
../../../data/data_VEIRC/test/anormal/image_037_178.jpg,0,anormal,0,anormal,True,0.58866745,0.58866745,0.41133252
../../../data/data_VEIRC/test/anormal/image_038_95.jpg,0,anormal,0,anormal,True,0.5628825,0.5628825,0.43711758
../../../data/data_VEIRC/test/anormal/image_039_12.jpg,0,anormal,0,anormal,True,0.59222454,0.59222454,0.40777552
../../../data/data_VEIRC/test/anormal/image_040_16.jpg,0,anormal,0,anormal,True,0.59534556,0.59534556,0.40465447
../../../data/data_VEIRC/test/anormal/image_041_108.jpg,0,anormal,0,anormal,True,0.5920181,0.5920181,0.4079819
../../../data/data_VEIRC/test/anormal/image_042_63.jpg,0,anormal,0,anormal,True,0.6006862,0.6006862,0.39931378
../../../data/data_VEIRC/test/anormal/image_043_54.jpg,0,anormal,0,anormal,True,0.60492414,0.60492414,0.39507583
../../../data/data_VEIRC/test/anormal/image_044_70.jpg,0,anormal,0,anormal,True,0.5937565,0.5937565,0.4062435
../../../data/data_VEIRC/test/anormal/image_045_182.jpg,0,anormal,0,anormal,True,0.5971675,0.5971675,0.40283254
../../../data/data_VEIRC/test/anormal/image_046_64.jpg,0,anormal,0,anormal,True,0.586434,0.586434,0.41356596
../../../data/data_VEIRC/test/anormal/image_047_143.jpg,0,anormal,0,anormal,True,0.589288,0.589288,0.41071194
../../../data/data_VEIRC/test/anormal/image_048_130.jpg,0,anormal,0,anormal,True,0.5937565,0.5937565,0.4062435
../../../data/data_VEIRC/test/anormal/image_049_105.jpg,0,anormal,0,anormal,True,0.5991334,0.5991334,0.40086666
../../../data/data_VEIRC/test/anormal/image_050_163.jpg,0,anormal,0,anormal,True,0.58474547,0.58474547,0.41525447
../../../data/data_VEIRC/test/anormal/image_051_190.jpg,0,anormal,0,anormal,True,0.5979454,0.5979454,0.40205458
../../../data/data_VEIRC/test/anormal/image_052_3.jpg,0,anormal,0,anormal,True,0.6056824,0.6056824,0.39431757
../../../data/data_VEIRC/test/anormal/image_053_136.jpg,0,anormal,0,anormal,True,0.60323083,0.60323083,0.39676917
../../../data/data_VEIRC/test/anormal/image_054_158.jpg,0,anormal,0,anormal,True,0.59549254,0.59549254,0.40450743
../../../data/data_VEIRC/test/anormal/image_055_139.jpg,0,anormal,0,anormal,True,0.5669479,0.5669479,0.43305215
../../../data/data_VEIRC/test/anormal/image_056_142.jpg,0,anormal,0,anormal,True,0.5882092,0.5882092,0.41179076
../../../data/data_VEIRC/test/anormal/image_057_109.jpg,0,anormal,0,anormal,True,0.5867596,0.5867596,0.4132403
../../../data/data_VEIRC/test/anormal/image_058_118.jpg,0,anormal,0,anormal,True,0.5963156,0.5963156,0.4036844
../../../data/data_VEIRC/test/anormal/image_059_220.jpg,0,anormal,0,anormal,True,0.5925782,0.5925782,0.4074218
../../../data/data_VEIRC/test/anormal/image_060_79.jpg,0,anormal,0,anormal,True,0.5849233,0.5849233,0.41507664
../../../data/data_VEIRC/test/anormal/image_061_44.jpg,0,anormal,0,anormal,True,0.6071392,0.6071392,0.39286083
../../../data/data_VEIRC/test/anormal/image_062_135.jpg,0,anormal,0,anormal,True,0.58471584,0.58471584,0.41528413
../../../data/data_VEIRC/test/anormal/image_063_110.jpg,0,anormal,0,anormal,True,0.61080176,0.61080176,0.38919824
../../../data/data_VEIRC/test/anormal/image_064_164.jpg,0,anormal,0,anormal,True,0.60276324,0.60276324,0.3972367
../../../data/data_VEIRC/test/anormal/image_065_92.jpg,0,anormal,0,anormal,True,0.586286,0.586286,0.41371402
../../../data/data_VEIRC/test/anormal/image_066_218.jpg,0,anormal,0,anormal,True,0.58198625,0.58198625,0.41801372
../../../data/data_VEIRC/test/anormal/image_067_127.jpg,0,anormal,0,anormal,True,0.57701874,0.57701874,0.42298126
../../../data/data_VEIRC/test/anormal/image_068_173.jpg,0,anormal,0,anormal,True,0.57873094,0.57873094,0.4212691
../../../data/data_VEIRC/test/anormal/image_069_184.jpg,0,anormal,0,anormal,True,0.59775466,0.59775466,0.40224537
../../../data/data_VEIRC/test/anormal/image_070_212.jpg,0,anormal,0,anormal,True,0.5716321,0.5716321,0.42836788
../../../data/data_VEIRC/test/anormal/image_071_154.jpg,0,anormal,0,anormal,True,0.58640444,0.58640444,0.41359556
