filename,prob_a_noamd,prob_b_amd,predicted_label
N0001.jpg,0.804866,0.195134,a_noamd
N0002.jpg,0.797557,0.202443,a_noamd
N0003.jpg,0.802013,0.197987,a_noamd
N0004.jpg,0.811153,0.188847,a_noamd
N0005.jpg,0.779909,0.220091,a_noamd
N0006.jpg,0.776284,0.223716,a_noamd
N0007.jpg,0.781997,0.218003,a_noamd
N0008.jpg,0.779322,0.220678,a_noamd
N0009.jpg,0.778733,0.221267,a_noamd
N0010.jpg,0.789964,0.210036,a_noamd
N0011.jpg,0.788827,0.211173,a_noamd
N0012.jpg,0.786541,0.213459,a_noamd
N0013.jpg,0.768473,0.231527,a_noamd
N0014.jpg,0.777553,0.222447,a_noamd
N0015.jpg,0.785391,0.214609,a_noamd
N0016.jpg,0.785061,0.214938,a_noamd
N0017.jpg,0.780913,0.219087,a_noamd
N0018.jpg,0.775690,0.224310,a_noamd
N0019.jpg,0.778060,0.221940,a_noamd
N0020.jpg,0.788013,0.211987,a_noamd
N0021.jpg,0.784979,0.215021,a_noamd
N0022.jpg,0.792544,0.207455,a_noamd
N0023.jpg,0.750964,0.249036,a_noamd
N0024.jpg,0.755727,0.244273,a_noamd
N0025.jpg,0.798501,0.201499,a_noamd
N0026.jpg,0.802942,0.197058,a_noamd
N0027.jpg,0.786459,0.213541,a_noamd
N0028.jpg,0.785473,0.214527,a_noamd
N0029.jpg,0.783740,0.216260,a_noamd
N0030.jpg,0.785391,0.214609,a_noamd
N0031.jpg,0.796925,0.203075,a_noamd
N0032.jpg,0.792143,0.207857,a_noamd
N0033.jpg,0.774498,0.225502,a_noamd
N0034.jpg,0.775180,0.224820,a_noamd
N0035.jpg,0.800458,0.199542,a_noamd
N0036.jpg,0.793906,0.206094,a_noamd
N0037.jpg,0.783160,0.216840,a_noamd
N0038.jpg,0.787768,0.212232,a_noamd
N0039.jpg,0.778986,0.221014,a_noamd
N0040.jpg,0.764012,0.235988,a_noamd
N0041.jpg,0.766731,0.233269,a_noamd
N0042.jpg,0.787278,0.212722,a_noamd
N0043.jpg,0.781581,0.218419,a_noamd
N0044.jpg,0.782413,0.217587,a_noamd
N0045.jpg,0.785473,0.214527,a_noamd
N0046.jpg,0.780746,0.219254,a_noamd
