image_path,true_label,predicted_label,confidence,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
../../../data/data_APTOS/test/anodr/002c21358ce6.png,anodr,anodr,0.9996645450592041,0.9996645450592041,0.0002901833795476705,4.071339935762808e-05,4.429367663760786e-07,4.075770448253024e-06
../../../data/data_APTOS/test/anodr/005b95c28852.png,anodr,anodr,0.9997802376747131,0.9997802376747131,0.0001512865856057033,5.701091868104413e-05,2.6926054488285445e-06,8.872664693626575e-06
../../../data/data_APTOS/test/anodr/00cc2b75cddd.png,anodr,anodr,0.9978988170623779,0.9978988170623779,0.001727701397612691,0.00033441156847402453,5.2184273044986185e-06,3.3898570109158754e-05
../../../data/data_APTOS/test/anodr/0182152c50de.png,anodr,anodr,0.998712420463562,0.998712420463562,0.0009536098223179579,0.00031388274510391057,3.182493856002111e-06,1.692320074653253e-05
../../../data/data_APTOS/test/anodr/02cd34a85b24.png,anodr,anodr,0.9959522485733032,0.9959522485733032,0.0031787948682904243,0.000808359298389405,9.844714440987445e-06,5.068487371318042e-05
../../../data/data_APTOS/test/anodr/03b373718013.png,anodr,anodr,0.9977385997772217,0.9977385997772217,0.0018226582324132323,0.0003973814018536359,7.03513660482713e-06,3.437185296206735e-05
../../../data/data_APTOS/test/anodr/04aef84a2cc1.png,anodr,anodr,0.9998513460159302,0.9998513460159302,9.38626762945205e-05,4.841493864660151e-05,9.624686754250433e-07,5.366407094697934e-06
../../../data/data_APTOS/test/anodr/05b1bb2bdb81.png,anodr,anodr,0.9994838237762451,0.9994838237762451,0.0004676037060562521,3.981738700531423e-05,9.468942607782083e-07,7.745506081846543e-06
../../../data/data_APTOS/test/anodr/07596907347b.png,anodr,anodr,0.9987730383872986,0.9987730383872986,0.0008463007397949696,0.0003449304203968495,7.419953362841625e-06,2.8376232876325957e-05
../../../data/data_APTOS/test/anodr/07751b94a88a.png,anodr,anodr,0.9987608194351196,0.9987608194351196,0.0011199727887287736,0.00010302761074854061,1.4345043837238336e-06,1.4821740478510037e-05
../../../data/data_APTOS/test/anodr/0790515cf5af.png,anodr,anodr,0.9963944554328918,0.9963944554328918,0.0028793143574148417,0.000674664624966681,6.076577847125009e-06,4.553619146463461e-05
../../../data/data_APTOS/test/anodr/08037e4490e5.png,anodr,anodr,0.9997714161872864,0.9997714161872864,0.00012168544344604015,9.815828525461257e-05,1.244504801434232e-06,7.534800261055352e-06
../../../data/data_APTOS/test/anodr/0851d6a69589.png,anodr,anodr,0.9983676075935364,0.9983676075935364,0.0012780334800481796,0.00032208001357503235,4.070040176884504e-06,2.8225582354934886e-05
../../../data/data_APTOS/test/anodr/08b6e3240858.png,anodr,anodr,0.9992885589599609,0.9992885589599609,0.0005406722775660455,0.00016469591355416924,1.3930091427027946e-06,4.589949639921542e-06
../../../data/data_APTOS/test/anodr/08bef347f40d.png,anodr,anodr,0.39690813422203064,0.39690813422203064,0.24272605776786804,0.34419116377830505,0.003355712164193392,0.01281894650310278
../../../data/data_APTOS/test/anodr/08ee569d4721.png,anodr,anodr,0.9975119829177856,0.9975119829177856,0.002056331839412451,0.00040161600918509066,3.2763252875156468e-06,2.684812898223754e-05
../../../data/data_APTOS/test/anodr/09237bf783a4.png,anodr,anodr,0.9995176792144775,0.9995176792144775,0.00041672924999147654,5.748330659116618e-05,9.212299119099043e-07,7.301055575226201e-06
../../../data/data_APTOS/test/anodr/096436d68d06.png,anodr,anodr,0.9997298121452332,0.9997298121452332,0.0002422239922452718,2.419768316030968e-05,5.450660864880774e-07,3.1897820917947683e-06
../../../data/data_APTOS/test/anodr/099021fac3c9.png,anodr,anodr,0.9997982382774353,0.9997982382774353,0.0001797970908228308,1.729483119561337e-05,8.303213689941913e-07,3.856224793707952e-06
../../../data/data_APTOS/test/anodr/09c8323c612e.png,anodr,anodr,0.9990283250808716,0.9990283250808716,0.0008231684914790094,0.00013805364142172039,1.2323075679887552e-06,9.243954991688952e-06
../../../data/data_APTOS/test/anodr/0a38b552372d.png,anodr,anodr,0.9986140727996826,0.9986140727996826,0.001073608174920082,0.0002855307830031961,2.080833610307309e-06,2.466736623318866e-05
../../../data/data_APTOS/test/anodr/0a85a1e8f9e9.png,anodr,anodr,0.9866340160369873,0.9866340160369873,0.008969574235379696,0.003958377055823803,2.9207818442955613e-05,0.0004088676651008427
../../../data/data_APTOS/test/anodr/0babc12807b2.png,anodr,cmoderatedr,0.5841106176376343,0.0006780471885576844,0.38361409306526184,0.5841106176376343,0.007530747447162867,0.024066483601927757
../../../data/data_APTOS/test/anodr/0cbcc7b23613.png,anodr,anodr,0.9989904761314392,0.9989904761314392,0.0006973292329348624,0.000284248439129442,3.5486152683006367e-06,2.435841815895401e-05
../../../data/data_APTOS/test/anodr/0cd31078cd08.png,anodr,anodr,0.999707043170929,0.999707043170929,0.00019578651699703187,8.256825822172686e-05,2.20328229261213e-06,1.2344232345640194e-05
../../../data/data_APTOS/test/anodr/0ce062f26edc.png,anodr,anodr,0.9999110698699951,0.9999110698699951,7.50600520404987e-05,8.487230843456928e-06,1.2906001529700006e-06,4.02446403313661e-06
../../../data/data_APTOS/test/anodr/0cecc2864b7f.png,anodr,anodr,0.9995962977409363,0.9995962977409363,0.00035989307798445225,3.594183726818301e-05,1.8574168052509776e-06,5.934043656452559e-06
../../../data/data_APTOS/test/anodr/0d9a9896f801.png,anodr,anodr,0.9971283078193665,0.9971283078193665,0.0022058666218072176,0.0006199675844982266,7.096634817571612e-06,3.8759819290135056e-05
../../../data/data_APTOS/test/anodr/0da321efbce6.png,anodr,anodr,0.9985591769218445,0.9985591769218445,0.001377774286083877,5.383268580771983e-05,2.0237380340404343e-06,7.291105248441454e-06
../../../data/data_APTOS/test/anodr/0db1d8dcf219.png,anodr,anodr,0.991321861743927,0.991321861743927,0.004508507438004017,0.0037655660416930914,3.40604419761803e-05,0.00037009583320468664
../../../data/data_APTOS/test/anodr/0e3572b5884a.png,anodr,anodr,0.9995336532592773,0.9995336532592773,0.0003985126386396587,6.254019535845146e-05,4.985545274394099e-07,4.779219580086647e-06
../../../data/data_APTOS/test/anodr/0ef4c61dc056.png,anodr,anodr,0.9989168643951416,0.9989168643951416,0.0008233384578488767,0.0002265069488203153,4.567174073599745e-06,2.87022085103672e-05
../../../data/data_APTOS/test/anodr/0fbbd665431f.png,anodr,anodr,0.9891323447227478,0.9891323447227478,0.010386353358626366,0.0004226284509059042,1.0444564395584166e-05,4.827933298656717e-05
../../../data/data_APTOS/test/anodr/0fc6829da85b.png,anodr,anodr,0.9985551238059998,0.9985551238059998,0.0012079377193003893,0.00020801552454940975,3.6784022086067125e-06,2.5375577024533413e-05
../../../data/data_APTOS/test/anodr/1002b5151b8e.png,anodr,anodr,0.9998297691345215,0.9998297691345215,0.00013790572120342404,2.7155947464052588e-05,7.528425953751139e-07,4.43039834863157e-06
../../../data/data_APTOS/test/anodr/103f97a2ab15.png,anodr,anodr,0.9758867025375366,0.9758867025375366,0.021778060123324394,0.002121145837008953,2.7681462597684003e-05,0.0001863106299424544
../../../data/data_APTOS/test/anodr/10a5026eb8e6.png,anodr,anodr,0.9995167255401611,0.9995167255401611,0.00046372629003599286,1.5027955669211224e-05,2.9686080438295903e-07,4.307992639951408e-06
../../../data/data_APTOS/test/anodr/10de500cf0c5.png,anodr,anodr,0.9998691082000732,0.9998691082000732,0.00010876820306293666,1.56910336954752e-05,8.818512355901476e-07,5.513357791642193e-06
../../../data/data_APTOS/test/anodr/10f10fd30718.png,anodr,anodr,0.999567449092865,0.999567449092865,0.00035658178967423737,6.863501766929403e-05,8.084643354777654e-07,6.612456672883127e-06
../../../data/data_APTOS/test/anodr/12058bbb8299.png,anodr,anodr,0.9987984895706177,0.9987984895706177,0.0009521996835246682,0.00021015737729612738,4.792412710230565e-06,3.442727029323578e-05
../../../data/data_APTOS/test/anodr/12bc439d373a.png,anodr,anodr,0.9992032647132874,0.9992032647132874,0.0007041448261588812,8.442829857813194e-05,8.673803790770762e-07,7.258373898366699e-06
../../../data/data_APTOS/test/anodr/12ef75375322.png,anodr,anodr,0.9993847608566284,0.9993847608566284,0.0003141536726616323,0.0002401144738541916,7.904181074991357e-06,5.3140025556785986e-05
../../../data/data_APTOS/test/anodr/143db89c11c8.png,anodr,anodr,0.9974163770675659,0.9974163770675659,0.0023289707023650408,0.0002305133530171588,2.9784334856231e-06,2.1122157704667188e-05
../../../data/data_APTOS/test/anodr/15b21c80cc31.png,anodr,anodr,0.9992828965187073,0.9992828965187073,0.0005520600825548172,0.00014255649875849485,3.5407144878263352e-06,1.8887458281824365e-05
../../../data/data_APTOS/test/anodr/15e24b73d4a7.png,anodr,anodr,0.9968798160552979,0.9968798160552979,0.0025805002078413963,0.0005015818169340491,5.9933199736406095e-06,3.208040652680211e-05
../../../data/data_APTOS/test/anodr/1633f8291a80.png,anodr,anodr,0.9990096092224121,0.9990096092224121,0.0007867292733862996,0.00019102166697848588,1.740446805342799e-06,1.0881891284952872e-05
../../../data/data_APTOS/test/anodr/165634a6167e.png,anodr,anodr,0.9994297623634338,0.9994297623634338,0.0005121317226439714,5.331328429747373e-05,1.2376395943647367e-06,3.5721932363230735e-06
../../../data/data_APTOS/test/anodr/178412895d5e.png,anodr,anodr,0.9861197471618652,0.9861197471618652,0.0022993669845163822,0.011028192937374115,9.015943942358717e-05,0.0004625831497833133
../../../data/data_APTOS/test/anodr/186c1835eec5.png,anodr,anodr,0.9992151260375977,0.9992151260375977,0.0005888207815587521,0.00017675661365501583,2.7733376555261202e-06,1.6435720681329258e-05
../../../data/data_APTOS/test/anodr/18b7e34eab8f.png,anodr,anodr,0.9961226582527161,0.9961226582527161,0.0031399019062519073,0.0007012104615569115,5.911020252824528e-06,3.0297878765850328e-05
../../../data/data_APTOS/test/anodr/18b99159a14f.png,anodr,anodr,0.9992225170135498,0.9992225170135498,0.0006126235239207745,0.00014918316446710378,1.9086821794189746e-06,1.385576615575701e-05
../../../data/data_APTOS/test/anodr/18ce0cdc473d.png,anodr,anodr,0.9973805546760559,0.9973805546760559,0.0025401555467396975,7.257253309944645e-05,9.244357102033973e-07,5.8550685935188085e-06
../../../data/data_APTOS/test/anodr/1a0dbc6c0cda.png,anodr,anodr,0.9732662439346313,0.9732662439346313,0.020844031125307083,0.005673252046108246,2.6725614588940516e-05,0.00018975215789396316
../../../data/data_APTOS/test/anodr/1a1e974a7dbf.png,anodr,anodr,0.9996212720870972,0.9996212720870972,0.00033507857006043196,3.832676156889647e-05,4.268476061497495e-07,4.9152845349453855e-06
../../../data/data_APTOS/test/anodr/1c47815f4a6b.png,anodr,anodr,0.9470803737640381,0.9470803737640381,0.04619017615914345,0.006411939859390259,5.323238656274043e-05,0.00026427203556522727
../../../data/data_APTOS/test/anodr/1ca62b3e4fd3.png,anodr,anodr,0.9995120763778687,0.9995120763778687,0.0004460748750716448,3.5763001505983993e-05,9.014873967316817e-07,5.231561772234272e-06
../../../data/data_APTOS/test/anodr/1d0b93317aa8.png,anodr,anodr,0.9983989596366882,0.9983989596366882,0.0013518871273845434,0.00021648065012414008,5.462940862344112e-06,2.709635009523481e-05
../../../data/data_APTOS/test/anodr/1d3e9b939732.png,anodr,anodr,0.9990799427032471,0.9990799427032471,0.0007941114599816501,0.00011125108721898869,1.4825084235781105e-06,1.3237909115559887e-05
../../../data/data_APTOS/test/anodr/1d74c4713e21.png,anodr,anodr,0.9998600482940674,0.9998600482940674,9.43456034292467e-05,3.720992026501335e-05,9.903272939482122e-07,7.345558515226003e-06
../../../data/data_APTOS/test/anodr/1db0393cdbc1.png,anodr,anodr,0.9998618364334106,0.9998618364334106,0.00012027886987198144,1.4947712770663202e-05,3.0913506066099217e-07,2.6597581381793134e-06
../../../data/data_APTOS/test/anodr/1df1530b9b8d.png,anodr,anodr,0.9980980753898621,0.9980980753898621,0.0016754104290157557,0.00021147252118680626,2.1625342014885973e-06,1.2968537703272887e-05
../../../data/data_APTOS/test/anodr/1e742358e0b9.png,anodr,anodr,0.9990332126617432,0.9990332126617432,0.000936189026106149,2.5835428459686227e-05,3.3099584584306285e-07,4.45281102656736e-06
../../../data/data_APTOS/test/anodr/1e7ccd4a1c87.png,anodr,anodr,0.99988853931427,0.99988853931427,9.746380237629637e-05,1.197017354570562e-05,2.442401694224827e-07,1.810227331588976e-06
../../../data/data_APTOS/test/anodr/1ec95179cdfe.png,anodr,anodr,0.9995973706245422,0.9995973706245422,0.0003790300106629729,1.773693111317698e-05,1.3558449154515984e-06,4.468755378184142e-06
../../../data/data_APTOS/test/anodr/1f31701dd61b.png,anodr,anodr,0.9991855025291443,0.9991855025291443,0.0004615242942236364,0.00029048201395198703,9.652216249378398e-06,5.280246841721237e-05
../../../data/data_APTOS/test/anodr/1f5496352859.png,anodr,anodr,0.9972896575927734,0.9972896575927734,0.0006738885422237217,0.0018110682722181082,2.032270458585117e-05,0.0002051289629889652
../../../data/data_APTOS/test/anodr/218c822a3dd9.png,anodr,anodr,0.8018898367881775,0.8018898367881775,0.1919117420911789,0.005909277591854334,1.937115484906826e-05,0.0002697942254599184
../../../data/data_APTOS/test/anodr/224c14366e11.png,anodr,anodr,0.9995525479316711,0.9995525479316711,0.0003428615164011717,9.185653470922261e-05,1.075231466529658e-06,1.1640720003924798e-05
../../../data/data_APTOS/test/anodr/226c6ceb9185.png,anodr,anodr,0.9910639524459839,0.9910639524459839,0.004655451513826847,0.0036729059647768736,0.00013101719378028065,0.00047673340304754674
../../../data/data_APTOS/test/anodr/237aa50edc34.png,anodr,anodr,0.9989700317382812,0.9989700317382812,0.0009918893920257688,3.453984027146362e-05,5.781968752671673e-07,2.9686527796002338e-06
../../../data/data_APTOS/test/anodr/248dec89b3a2.png,anodr,anodr,0.9997605681419373,0.9997605681419373,0.0002213207772001624,1.4151235518511385e-05,4.2977595171578287e-07,3.408305019547697e-06
../../../data/data_APTOS/test/anodr/253e96488cfb.png,anodr,bmilddr,0.6026201248168945,0.3619574010372162,0.6026201248168945,0.032736316323280334,0.00020854400645475835,0.0024776188656687737
../../../data/data_APTOS/test/anodr/2682e6da9050.png,anodr,anodr,0.9993461966514587,0.9993461966514587,0.000625342654529959,2.5620822270866483e-05,2.91230662696762e-07,2.5035085400304524e-06
../../../data/data_APTOS/test/anodr/27933cdbe0cc.png,anodr,anodr,0.9988811612129211,0.9988811612129211,0.000861546432133764,0.00022725701273884624,3.5923126233683433e-06,2.6470590455573983e-05
../../../data/data_APTOS/test/anodr/283c3aeba594.png,anodr,anodr,0.9996918439865112,0.9996918439865112,0.00022171072487253696,7.187789015006274e-05,2.6326893021177966e-06,1.1953206012549344e-05
