filename,prob_anormal,prob_cglaucoma,pred_class
image_001_170.jpg,0.615923,0.384077,anormal
image_002_202.jpg,0.475749,0.524251,cglaucoma
image_003_50.jpg,0.588553,0.411447,anormal
image_004_65.jpg,0.454996,0.545004,cglaucoma
image_005_13.jpg,0.633573,0.366427,anormal
image_006_4.jpg,0.576108,0.423892,anormal
image_007_5.jpg,0.482592,0.517408,cglaucoma
image_008_116.jpg,0.550089,0.449911,anormal
image_009_125.jpg,0.560226,0.439774,anormal
image_010_41.jpg,0.560526,0.439474,anormal
image_011_214.jpg,0.641366,0.358634,anormal
image_012_56.jpg,0.529227,0.470773,anormal
image_013_71.jpg,0.608410,0.391590,anormal
image_014_59.jpg,0.582774,0.417226,anormal
image_015_209.jpg,0.587387,0.412613,anormal
image_016_82.jpg,0.559598,0.440402,anormal
image_017_93.jpg,0.600973,0.399027,anormal
image_018_120.jpg,0.479645,0.520355,cglaucoma
image_019_168.jpg,0.538216,0.461784,anormal
image_020_10.jpg,0.512798,0.487202,anormal
image_021_26.jpg,0.584178,0.415822,anormal
image_022_55.jpg,0.534310,0.465690,anormal
image_023_103.jpg,0.562908,0.437092,anormal
image_024_200.jpg,0.467164,0.532836,cglaucoma
image_025_99.jpg,0.530396,0.469604,anormal
image_026_146.jpg,0.543923,0.456077,anormal
image_027_32.jpg,0.571042,0.428958,anormal
image_028_96.jpg,0.587405,0.412595,anormal
image_029_217.jpg,0.574018,0.425982,anormal
image_030_219.jpg,0.599027,0.400973,anormal
image_031_49.jpg,0.509517,0.490483,anormal
image_032_39.jpg,0.652244,0.347756,anormal
image_033_187.jpg,0.581494,0.418506,anormal
image_034_36.jpg,0.527833,0.472167,anormal
image_035_160.jpg,0.561049,0.438951,anormal
image_036_25.jpg,0.579304,0.420696,anormal
image_037_178.jpg,0.529806,0.470194,anormal
image_038_95.jpg,0.552818,0.447182,anormal
image_039_12.jpg,0.549671,0.450329,anormal
image_040_16.jpg,0.596516,0.403484,anormal
image_041_108.jpg,0.610859,0.389141,anormal
image_042_63.jpg,0.510199,0.489801,anormal
image_043_54.jpg,0.483770,0.516230,cglaucoma
image_044_70.jpg,0.535402,0.464598,anormal
image_045_182.jpg,0.525527,0.474473,anormal
image_046_64.jpg,0.434075,0.565925,cglaucoma
image_047_143.jpg,0.533628,0.466372,anormal
image_048_130.jpg,0.442913,0.557087,cglaucoma
image_049_105.jpg,0.503139,0.496861,anormal
image_050_163.jpg,0.528275,0.471725,anormal
image_051_190.jpg,0.499983,0.500017,cglaucoma
image_052_3.jpg,0.472718,0.527282,cglaucoma
