filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,pred_class
002c21358ce6.png,0.962031,0.011762,0.014936,0.004740,0.006531,anodr
005b95c28852.png,0.964245,0.009845,0.013934,0.005328,0.006648,anodr
00cc2b75cddd.png,0.961886,0.011999,0.014924,0.004716,0.006475,anodr
0182152c50de.png,0.960482,0.012199,0.016019,0.004702,0.006599,anodr
02cd34a85b24.png,0.958871,0.013469,0.016198,0.004737,0.006725,anodr
03b373718013.png,0.961629,0.012379,0.014998,0.004552,0.006442,anodr
04aef84a2cc1.png,0.965376,0.010169,0.013180,0.004862,0.006414,anodr
05b1bb2bdb81.png,0.965685,0.010185,0.012830,0.005017,0.006284,anodr
07596907347b.png,0.962629,0.011560,0.014391,0.004757,0.006663,anodr
07751b94a88a.png,0.959100,0.013277,0.016047,0.004712,0.006864,anodr
0790515cf5af.png,0.957354,0.013350,0.017361,0.004813,0.007122,anodr
08037e4490e5.png,0.964563,0.010631,0.013653,0.004806,0.006347,anodr
0851d6a69589.png,0.960167,0.012501,0.015676,0.004833,0.006824,anodr
08b6e3240858.png,0.843183,0.051320,0.078906,0.011266,0.015326,anodr
08bef347f40d.png,0.664853,0.050281,0.221907,0.028689,0.034271,anodr
08ee569d4721.png,0.960448,0.012189,0.015814,0.004752,0.006797,anodr
09237bf783a4.png,0.963063,0.011210,0.014281,0.004794,0.006652,anodr
096436d68d06.png,0.964524,0.010690,0.013446,0.005098,0.006242,anodr
099021fac3c9.png,0.965378,0.009703,0.013308,0.005148,0.006462,anodr
09c8323c612e.png,0.960645,0.012204,0.015628,0.004766,0.006758,anodr
0a38b552372d.png,0.963894,0.011102,0.014334,0.004526,0.006144,anodr
0a85a1e8f9e9.png,0.952354,0.014426,0.020710,0.005683,0.006827,anodr
0babc12807b2.png,0.017786,0.463116,0.484493,0.009663,0.024943,cmoderatedr
0cbcc7b23613.png,0.789056,0.092074,0.097241,0.008648,0.012982,anodr
0cd31078cd08.png,0.966663,0.009971,0.012785,0.004663,0.005919,anodr
0ce062f26edc.png,0.965692,0.010181,0.013077,0.005049,0.006002,anodr
0cecc2864b7f.png,0.964141,0.010792,0.013585,0.005015,0.006467,anodr
0d9a9896f801.png,0.960127,0.012530,0.015676,0.004871,0.006797,anodr
0da321efbce6.png,0.963273,0.011257,0.013960,0.004980,0.006530,anodr
0db1d8dcf219.png,0.887083,0.035742,0.055059,0.008874,0.013243,anodr
0e3572b5884a.png,0.964015,0.010895,0.014000,0.004659,0.006432,anodr
0ef4c61dc056.png,0.957144,0.014236,0.017035,0.004673,0.006912,anodr
0fbbd665431f.png,0.942937,0.021249,0.022120,0.005402,0.008292,anodr
0fc6829da85b.png,0.966444,0.009302,0.013083,0.005163,0.006008,anodr
1002b5151b8e.png,0.963752,0.011401,0.013982,0.004616,0.006250,anodr
103f97a2ab15.png,0.683186,0.201678,0.086311,0.008480,0.020345,anodr
10a5026eb8e6.png,0.966531,0.009694,0.012692,0.004930,0.006153,anodr
10de500cf0c5.png,0.967238,0.009905,0.012347,0.004576,0.005935,anodr
10f10fd30718.png,0.962748,0.011208,0.014667,0.004760,0.006618,anodr
12058bbb8299.png,0.940177,0.022319,0.025455,0.004491,0.007558,anodr
