filename,prob_anormal,prob_cglaucoma,pred_class
RET027OD.jpg,0.617298,0.382702,anormal
RET035OD.jpg,0.522781,0.477219,anormal
RET035OS.jpg,0.522179,0.477821,anormal
RET096OD.jpg,0.608239,0.391761,anormal
RET098OD.jpg,0.557953,0.442047,anormal
RET107OD.jpg,0.567082,0.432918,anormal
RET129OS.jpg,0.503494,0.496506,anormal
RET131OD.jpg,0.608007,0.391993,anormal
RET132OD.jpg,0.571550,0.428450,anormal
RET133OD.jpg,0.558165,0.441835,anormal
RET137OD.jpg,0.554623,0.445377,anormal
RET141OS.jpg,0.632690,0.367310,anormal
RET146OS.jpg,0.510027,0.489973,anormal
RET150OS.jpg,0.469514,0.530486,cglaucoma
RET153OS.jpg,0.566359,0.433641,anormal
RET163OS.jpg,0.513116,0.486884,anormal
RET168OS.jpg,0.562019,0.437981,anormal
RET175OD.jpg,0.589598,0.410402,anormal
RET177OD.jpg,0.623621,0.376379,anormal
RET177OS.jpg,0.548393,0.451607,anormal
RET178OD.jpg,0.598518,0.401482,anormal
RET181OS.jpg,0.441038,0.558962,cglaucoma
RET182OD.jpg,0.481571,0.518429,cglaucoma
RET184OD.jpg,0.598417,0.401583,anormal
RET184OS.jpg,0.605564,0.394436,anormal
RET190OS.jpg,0.516567,0.483433,anormal
RET191OS.jpg,0.639506,0.360494,anormal
RET192OS.jpg,0.485492,0.514508,cglaucoma
RET197OD.jpg,0.438297,0.561703,cglaucoma
RET198OD.jpg,0.538709,0.461291,anormal
RET198OS.jpg,0.571561,0.428439,anormal
RET199OD.jpg,0.622140,0.377860,anormal
RET200OD.jpg,0.521238,0.478762,anormal
RET200OS.jpg,0.495518,0.504483,cglaucoma
RET201OD.jpg,0.567655,0.432345,anormal
RET202OD.jpg,0.541410,0.458590,anormal
RET203OD.jpg,0.597862,0.402138,anormal
RET203OS.jpg,0.594255,0.405745,anormal
RET210OD.jpg,0.578735,0.421265,anormal
RET211OS.jpg,0.552982,0.447018,anormal
RET212OD.jpg,0.421256,0.578744,cglaucoma
RET213OS.jpg,0.510323,0.489677,anormal
RET216OD.jpg,0.518429,0.481571,anormal
RET216OS.jpg,0.567064,0.432936,anormal
RET220OD.jpg,0.648289,0.351711,anormal
RET220OS.jpg,0.552591,0.447409,anormal
RET224OD.jpg,0.601760,0.398240,anormal
RET228OS.jpg,0.498926,0.501074,cglaucoma
RET231OD.jpg,0.480537,0.519463,cglaucoma
RET237OD.jpg,0.535672,0.464328,anormal
RET245OS.jpg,0.401118,0.598882,cglaucoma
RET252OS.jpg,0.435769,0.564231,cglaucoma
RET253OD.jpg,0.573974,0.426026,anormal
RET253OS.jpg,0.578241,0.421759,anormal
RET256OD.jpg,0.542310,0.457690,anormal
RET258OD.jpg,0.486643,0.513357,cglaucoma
RET259OD.jpg,0.557872,0.442128,anormal
RET261OS.jpg,0.576320,0.423680,anormal
RET267OD.jpg,0.512539,0.487461,anormal
RET271OS.jpg,0.430692,0.569308,cglaucoma
RET272OD.jpg,0.603734,0.396266,anormal
RET277OS.jpg,0.571909,0.428091,anormal
RET282OD.jpg,0.620030,0.379970,anormal
RET282OS.jpg,0.581564,0.418436,anormal
RET283OS.jpg,0.522968,0.477032,anormal
RET285OS.jpg,0.504386,0.495614,anormal
RET291OD.jpg,0.510190,0.489810,anormal
RET002OD.jpg,0.466704,0.533296,cglaucoma
RET006OS.jpg,0.547753,0.452247,anormal
RET053OD.jpg,0.603503,0.396497,anormal
RET066OS.jpg,0.581381,0.418619,anormal
RET089OD.jpg,0.526207,0.473793,anormal
RET091OD.jpg,0.639708,0.360292,anormal
RET102OD.jpg,0.549704,0.450296,anormal
RET106OD.jpg,0.598754,0.401246,anormal
RET114OS.jpg,0.575481,0.424519,anormal
RET120OD.jpg,0.577328,0.422672,anormal
RET120OS.jpg,0.609384,0.390616,anormal
RET122OD.jpg,0.488800,0.511200,cglaucoma
RET122OS.jpg,0.527121,0.472879,anormal
RET276OS.jpg,0.479328,0.520672,cglaucoma
