filename,true_label,predicted_label,prob_a_noamd,prob_b_amd
1018113_21015_1_0.png,a_noamd,a_noamd,0.9561546,0.043845404
1020777_21015_1_0.png,a_noamd,a_noamd,0.9506466,0.049353488
1026486_21016_0_0.png,a_noamd,a_noamd,0.9489734,0.051026534
1036537_21016_0_0.png,a_noamd,a_noamd,0.9463539,0.053646024
1039702_21015_1_0.png,a_noamd,a_noamd,0.9426625,0.05733751
1046092_21015_0_0.png,a_noamd,a_noamd,0.94666874,0.053331293
1064334_21016_0_0.png,a_noamd,b_amd,0.3398009,0.6601991
1103313_21016_0_0.png,a_noamd,b_amd,0.049210086,0.95078987
1107730_21015_0_0.png,a_noamd,a_noamd,0.959487,0.040512986
1134266_21015_0_0.png,a_noamd,a_noamd,0.9436092,0.056390822
1167873_21016_0_0.png,a_noamd,b_amd,0.4729272,0.5270728
1169358_21015_1_0.png,a_noamd,a_noamd,0.94657457,0.0534254
1170584_21016_0_0.png,a_noamd,a_noamd,0.9536933,0.04630668
1175155_21016_0_0.png,a_noamd,a_noamd,0.9494289,0.050571032
1178859_21016_0_0.png,a_noamd,a_noamd,0.95293254,0.04706744
1184375_21016_1_0.png,a_noamd,b_amd,0.08874951,0.91125053
1186967_21016_0_0.png,a_noamd,a_noamd,0.8998618,0.10013818
1197089_21016_0_0.png,a_noamd,a_noamd,0.9534932,0.046506822
1197343_21015_0_0.png,a_noamd,a_noamd,0.9540114,0.04598861
1220742_21016_0_0.png,a_noamd,a_noamd,0.9485725,0.05142744
1223318_21016_0_0.png,a_noamd,a_noamd,0.95366424,0.046335727
1230171_21016_0_0.png,a_noamd,a_noamd,0.9452107,0.054789286
1250082_21016_0_0.png,a_noamd,a_noamd,0.94592214,0.054077864
1260458_21016_0_0.png,a_noamd,a_noamd,0.82534593,0.1746541
1261685_21016_0_0.png,a_noamd,a_noamd,0.95616996,0.043830037
1267094_21016_0_0.png,a_noamd,a_noamd,0.9468857,0.053114317
1275770_21015_0_0.png,a_noamd,a_noamd,0.95513153,0.04486849
1322575_21016_0_0.png,a_noamd,a_noamd,0.9504281,0.04957181
1330933_21015_0_0.png,a_noamd,b_amd,0.06666952,0.9333305
1334474_21015_0_0.png,a_noamd,b_amd,0.08596491,0.9140351
1346072_21016_0_0.png,a_noamd,a_noamd,0.9555585,0.044441577
1350271_21016_0_0.png,a_noamd,a_noamd,0.95103973,0.048960265
1359631_21015_1_0.png,a_noamd,a_noamd,0.95245737,0.047542673
1372500_21016_0_0.png,a_noamd,a_noamd,0.77136385,0.22863616
1407787_21015_1_0.png,a_noamd,a_noamd,0.95328796,0.046712037
1412963_21015_0_0.png,a_noamd,a_noamd,0.95187956,0.04812042
1429525_21016_0_0.png,a_noamd,a_noamd,0.9511009,0.048899088
1434744_21016_0_0.png,a_noamd,a_noamd,0.7580639,0.24193612
1438121_21015_0_0.png,a_noamd,a_noamd,0.94738746,0.052612513
1438217_21016_0_0.png,a_noamd,a_noamd,0.95270973,0.047290303
1465849_21015_0_0.png,a_noamd,a_noamd,0.9507736,0.049226422
1486263_21015_0_0.png,a_noamd,a_noamd,0.95143443,0.048565604
1494464_21015_0_0.png,a_noamd,a_noamd,0.94683266,0.053167332
1495365_21015_1_0.png,a_noamd,a_noamd,0.95232683,0.04767314
1495979_21015_1_0.png,a_noamd,a_noamd,0.94539577,0.054604277
1499051_21015_0_0.png,a_noamd,a_noamd,0.9482174,0.05178259
1499671_21016_0_1.png,a_noamd,a_noamd,0.95588,0.044119984
1506781_21016_0_0.png,a_noamd,a_noamd,0.9526836,0.047316346
1514959_21015_0_0.png,a_noamd,a_noamd,0.95203584,0.04796418
1515498_21016_0_0.png,a_noamd,a_noamd,0.95458525,0.045414742
1535030_21016_0_0.png,a_noamd,a_noamd,0.95521885,0.04478116
1537998_21015_1_1.png,a_noamd,a_noamd,0.95472956,0.045270417
1552660_21016_0_0.png,a_noamd,a_noamd,0.9352571,0.06474289
1553749_21016_0_0.png,a_noamd,a_noamd,0.95027244,0.049727596
1553751_21015_0_0.png,a_noamd,a_noamd,0.9404971,0.059502836
1557480_21016_1_0.png,a_noamd,a_noamd,0.94975,0.050250035
1560389_21015_0_0.png,a_noamd,a_noamd,0.94560635,0.054393638
1574898_21016_0_0.png,a_noamd,a_noamd,0.9455181,0.05448189
1601635_21016_0_0.png,a_noamd,a_noamd,0.949315,0.05068499
1632106_21016_1_0.png,a_noamd,a_noamd,0.9461729,0.05382713
