filename,prob_a_noamd,prob_b_amd,prediction
N0001.jpg,0.928740,0.071260,a_noamd
N0002.jpg,0.916352,0.083648,a_noamd
N0003.jpg,0.665109,0.334891,a_noamd
N0004.jpg,0.756389,0.243611,a_noamd
N0005.jpg,0.801856,0.198145,a_noamd
N0006.jpg,0.839201,0.160799,a_noamd
N0007.jpg,0.932759,0.067241,a_noamd
N0008.jpg,0.934016,0.065984,a_noamd
N0009.jpg,0.692526,0.307474,a_noamd
N0010.jpg,0.810417,0.189583,a_noamd
N0011.jpg,0.482676,0.517325,b_amd
N0012.jpg,0.910019,0.089981,a_noamd
N0013.jpg,0.904924,0.095076,a_noamd
N0014.jpg,0.906773,0.093227,a_noamd
N0015.jpg,0.887316,0.112684,a_noamd
N0016.jpg,0.820901,0.179099,a_noamd
N0017.jpg,0.928290,0.071710,a_noamd
N0018.jpg,0.873924,0.126076,a_noamd
N0019.jpg,0.914185,0.085815,a_noamd
N0020.jpg,0.720069,0.279931,a_noamd
N0021.jpg,0.709659,0.290341,a_noamd
N0022.jpg,0.605956,0.394044,a_noamd
N0023.jpg,0.330572,0.669428,b_amd
N0024.jpg,0.498746,0.501254,b_amd
N0025.jpg,0.904564,0.095436,a_noamd
N0026.jpg,0.935655,0.064345,a_noamd
N0027.jpg,0.763642,0.236358,a_noamd
N0028.jpg,0.690846,0.309154,a_noamd
N0029.jpg,0.905030,0.094970,a_noamd
N0030.jpg,0.804643,0.195357,a_noamd
N0031.jpg,0.911017,0.088983,a_noamd
N0032.jpg,0.853007,0.146993,a_noamd
N0033.jpg,0.930012,0.069988,a_noamd
N0034.jpg,0.920231,0.079769,a_noamd
N0035.jpg,0.808260,0.191740,a_noamd
N0036.jpg,0.680237,0.319763,a_noamd
N0037.jpg,0.919213,0.080787,a_noamd
N0038.jpg,0.922757,0.077243,a_noamd
N0039.jpg,0.695936,0.304064,a_noamd
N0040.jpg,0.303451,0.696549,b_amd
N0041.jpg,0.310506,0.689494,b_amd
N0042.jpg,0.247028,0.752972,b_amd
N0043.jpg,0.292306,0.707694,b_amd
N0044.jpg,0.623373,0.376627,a_noamd
N0045.jpg,0.637989,0.362011,a_noamd
N0046.jpg,0.935509,0.064491,a_noamd
N0047.jpg,0.845088,0.154912,a_noamd
N0048.jpg,0.836641,0.163359,a_noamd
N0049.jpg,0.867541,0.132459,a_noamd
N0050.jpg,0.834434,0.165566,a_noamd
N0051.jpg,0.909136,0.090864,a_noamd
N0052.jpg,0.825082,0.174918,a_noamd
N0053.jpg,0.403313,0.596687,b_amd
N0054.jpg,0.472450,0.527550,b_amd
N0055.jpg,0.915385,0.084615,a_noamd
N0056.jpg,0.868535,0.131465,a_noamd
N0057.jpg,0.919952,0.080048,a_noamd
N0058.jpg,0.920468,0.079532,a_noamd
N0059.jpg,0.929859,0.070141,a_noamd
N0060.jpg,0.854835,0.145165,a_noamd
N0061.jpg,0.791380,0.208620,a_noamd
N0062.jpg,0.930947,0.069053,a_noamd
N0063.jpg,0.930187,0.069813,a_noamd
N0064.jpg,0.917770,0.082230,a_noamd
N0065.jpg,0.911647,0.088353,a_noamd
N0066.jpg,0.148204,0.851796,b_amd
N0067.jpg,0.172640,0.827360,b_amd
N0068.jpg,0.882795,0.117205,a_noamd
N0069.jpg,0.873688,0.126312,a_noamd
N0070.jpg,0.702489,0.297511,a_noamd
N0071.jpg,0.925401,0.074599,a_noamd
N0072.jpg,0.913605,0.086395,a_noamd
N0073.jpg,0.930939,0.069061,a_noamd
N0074.jpg,0.934629,0.065371,a_noamd
N0075.jpg,0.897829,0.102171,a_noamd
N0076.jpg,0.907962,0.092038,a_noamd
N0077.jpg,0.918245,0.081755,a_noamd
N0078.jpg,0.925771,0.074229,a_noamd
N0079.jpg,0.740039,0.259962,a_noamd
N0080.jpg,0.903457,0.096543,a_noamd
N0081.jpg,0.926447,0.073553,a_noamd
N0082.jpg,0.926094,0.073906,a_noamd
N0083.jpg,0.882625,0.117375,a_noamd
N0084.jpg,0.834528,0.165472,a_noamd
N0085.jpg,0.746964,0.253036,a_noamd
N0086.jpg,0.416773,0.583227,b_amd
N0087.jpg,0.668610,0.331390,a_noamd
N0088.jpg,0.537329,0.462671,a_noamd
N0089.jpg,0.797782,0.202218,a_noamd
N0090.jpg,0.862997,0.137003,a_noamd
N0091.jpg,0.920072,0.079928,a_noamd
N0092.jpg,0.832217,0.167783,a_noamd
N0093.jpg,0.921742,0.078258,a_noamd
N0094.jpg,0.746267,0.253733,a_noamd
N0095.jpg,0.926036,0.073964,a_noamd
N0096.jpg,0.882433,0.117567,a_noamd
N0097.jpg,0.303351,0.696648,b_amd
N0098.jpg,0.371014,0.628986,b_amd
N0099.jpg,0.863980,0.136020,a_noamd
N0100.jpg,0.420837,0.579163,b_amd
N0101.jpg,0.374655,0.625345,b_amd
N0102.jpg,0.920730,0.079270,a_noamd
N0103.jpg,0.915555,0.084445,a_noamd
N0104.jpg,0.918535,0.081465,a_noamd
N0105.jpg,0.920373,0.079627,a_noamd
N0106.jpg,0.559608,0.440392,a_noamd
N0107.jpg,0.890505,0.109495,a_noamd
N0108.jpg,0.544650,0.455350,a_noamd
N0109.jpg,0.751692,0.248308,a_noamd
N0110.jpg,0.817470,0.182530,a_noamd
N0111.jpg,0.758914,0.241086,a_noamd
N0112.jpg,0.607419,0.392581,a_noamd
N0113.jpg,0.724446,0.275554,a_noamd
N0114.jpg,0.331956,0.668044,b_amd
N0115.jpg,0.566952,0.433048,a_noamd
N0116.jpg,0.903795,0.096205,a_noamd
N0117.jpg,0.879004,0.120996,a_noamd
N0118.jpg,0.867662,0.132338,a_noamd
N0119.jpg,0.921939,0.078061,a_noamd
N0120.jpg,0.862335,0.137665,a_noamd
N0121.jpg,0.823195,0.176805,a_noamd
N0122.jpg,0.827288,0.172712,a_noamd
N0123.jpg,0.642274,0.357726,a_noamd
N0124.jpg,0.741616,0.258383,a_noamd
N0125.jpg,0.798636,0.201364,a_noamd
N0126.jpg,0.666641,0.333359,a_noamd
N0127.jpg,0.259708,0.740291,b_amd
N0128.jpg,0.236691,0.763309,b_amd
N0129.jpg,0.369711,0.630289,b_amd
N0130.jpg,0.690264,0.309736,a_noamd
N0131.jpg,0.629082,0.370918,a_noamd
N0132.jpg,0.829490,0.170510,a_noamd
N0133.jpg,0.737383,0.262617,a_noamd
N0134.jpg,0.604766,0.395234,a_noamd
N0135.jpg,0.530230,0.469770,a_noamd
N0136.jpg,0.879823,0.120177,a_noamd
N0137.jpg,0.763274,0.236726,a_noamd
N0138.jpg,0.769872,0.230128,a_noamd
N0139.jpg,0.914321,0.085679,a_noamd
N0140.jpg,0.852983,0.147017,a_noamd
N0141.jpg,0.749614,0.250386,a_noamd
N0142.jpg,0.924652,0.075348,a_noamd
N0143.jpg,0.927254,0.072746,a_noamd
N0144.jpg,0.907334,0.092666,a_noamd
N0145.jpg,0.883119,0.116881,a_noamd
N0146.jpg,0.919940,0.080060,a_noamd
N0147.jpg,0.924652,0.075348,a_noamd
N0148.jpg,0.927254,0.072746,a_noamd
N0149.jpg,0.907334,0.092666,a_noamd
N0150.jpg,0.370059,0.629941,b_amd
N0151.jpg,0.347482,0.652518,b_amd
N0152.jpg,0.603994,0.396006,a_noamd
N0153.jpg,0.474819,0.525181,b_amd
N0154.jpg,0.808784,0.191216,a_noamd
N0155.jpg,0.749278,0.250722,a_noamd
N0156.jpg,0.866340,0.133660,a_noamd
N0157.jpg,0.925661,0.074339,a_noamd
N0158.jpg,0.834368,0.165632,a_noamd
N0159.jpg,0.918805,0.081195,a_noamd
N0160.jpg,0.926828,0.073172,a_noamd
N0161.jpg,0.924198,0.075802,a_noamd
N0162.jpg,0.251078,0.748922,b_amd
N0163.jpg,0.235279,0.764721,b_amd
N0164.jpg,0.874224,0.125776,a_noamd
N0165.jpg,0.737537,0.262463,a_noamd
N0166.jpg,0.856497,0.143503,a_noamd
N0167.jpg,0.427392,0.572608,b_amd
N0168.jpg,0.761238,0.238762,a_noamd
N0169.jpg,0.515703,0.484297,a_noamd
N0170.jpg,0.710178,0.289822,a_noamd
N0171.jpg,0.793815,0.206185,a_noamd
N0172.jpg,0.792686,0.207314,a_noamd
N0173.jpg,0.463236,0.536764,b_amd
N0174.jpg,0.891877,0.108123,a_noamd
N0175.jpg,0.831114,0.168886,a_noamd
N0176.jpg,0.690236,0.309764,a_noamd
N0177.jpg,0.780208,0.219792,a_noamd
N0178.jpg,0.716202,0.283798,a_noamd
N0179.jpg,0.696517,0.303483,a_noamd
N0180.jpg,0.131346,0.868654,b_amd
N0181.jpg,0.233332,0.766668,b_amd
N0182.jpg,0.904437,0.095563,a_noamd
N0183.jpg,0.912947,0.087053,a_noamd
N0184.jpg,0.903140,0.096860,a_noamd
N0185.jpg,0.742580,0.257420,a_noamd
N0186.jpg,0.812883,0.187117,a_noamd
N0187.jpg,0.402958,0.597042,b_amd
N0188.jpg,0.609341,0.390659,a_noamd
N0189.jpg,0.541892,0.458108,a_noamd
N0190.jpg,0.452244,0.547756,b_amd
N0191.jpg,0.673574,0.326426,a_noamd
N0192.jpg,0.248729,0.751271,b_amd
N0193.jpg,0.256570,0.743430,b_amd
N0194.jpg,0.851516,0.148484,a_noamd
N0195.jpg,0.468798,0.531202,b_amd
N0196.jpg,0.869715,0.130285,a_noamd
N0197.jpg,0.898922,0.101078,a_noamd
N0198.jpg,0.918019,0.081981,a_noamd
N0199.jpg,0.919506,0.080494,a_noamd
N0200.jpg,0.157451,0.842549,b_amd
N0201.jpg,0.252766,0.747234,b_amd
N0202.jpg,0.620022,0.379978,a_noamd
N0203.jpg,0.582376,0.417624,a_noamd
N0204.jpg,0.850196,0.149804,a_noamd
N0205.jpg,0.913603,0.086397,a_noamd
N0206.jpg,0.561106,0.438894,a_noamd
N0207.jpg,0.853918,0.146082,a_noamd
N0208.jpg,0.619815,0.380185,a_noamd
N0209.jpg,0.912628,0.087372,a_noamd
N0210.jpg,0.707802,0.292198,a_noamd
N0211.jpg,0.740064,0.259936,a_noamd
N0212.jpg,0.761573,0.238427,a_noamd
N0213.jpg,0.869510,0.130490,a_noamd
N0214.jpg,0.695651,0.304349,a_noamd
N0215.jpg,0.886954,0.113046,a_noamd
N0216.jpg,0.919334,0.080666,a_noamd
N0217.jpg,0.919476,0.080524,a_noamd
N0218.jpg,0.899019,0.100981,a_noamd
N0219.jpg,0.817689,0.182311,a_noamd
N0220.jpg,0.914228,0.085772,a_noamd
N0221.jpg,0.830262,0.169738,a_noamd
N0222.jpg,0.821337,0.178663,a_noamd
N0223.jpg,0.877744,0.122256,a_noamd
N0224.jpg,0.872675,0.127325,a_noamd
