filename,true_label,predicted_label,prob_anormal,prob_cglaucoma,confidence,correct
anormal/RET191OS.jpg,anormal,anormal,0.9589934349060059,0.041006624698638916,0.9589934349060059,True
anormal/RET190OS.jpg,anormal,anormal,0.9437705278396606,0.056229423731565475,0.9437705278396606,True
anormal/RET200OS.jpg,anormal,anormal,0.948798656463623,0.051201362162828445,0.948798656463623,True
anormal/RET282OS.jpg,anormal,anormal,0.9583883285522461,0.0416116937994957,0.9583883285522461,True
anormal/RET141OS.jpg,anormal,anormal,0.8561827540397644,0.1438172459602356,0.8561827540397644,True
anormal/RET184OD.jpg,anormal,anormal,0.9556180238723755,0.04438197985291481,0.9556180238723755,True
anormal/RET203OD.jpg,anormal,anormal,0.9612658023834229,0.03873424604535103,0.9612658023834229,True
anormal/RET212OD.jpg,anormal,anormal,0.9279586672782898,0.07204131782054901,0.9279586672782898,True
anormal/RET137OD.jpg,anormal,anormal,0.9342247843742371,0.06577522307634354,0.9342247843742371,True
anormal/RET211OS.jpg,anormal,anormal,0.9521551728248596,0.04784480109810829,0.9521551728248596,True
anormal/RET291OD.jpg,anormal,anormal,0.9439995884895325,0.056000400334596634,0.9439995884895325,True
anormal/RET285OS.jpg,anormal,anormal,0.9553941488265991,0.0446058064699173,0.9553941488265991,True
anormal/RET261OS.jpg,anormal,anormal,0.9573668241500854,0.042633187025785446,0.9573668241500854,True
anormal/RET146OS.jpg,anormal,anormal,0.9176346659660339,0.08236531913280487,0.9176346659660339,True
anormal/RET237OD.jpg,anormal,anormal,0.955885648727417,0.04411432147026062,0.955885648727417,True
anormal/RET283OS.jpg,anormal,anormal,0.9331944584846497,0.06680556386709213,0.9331944584846497,True
anormal/RET271OS.jpg,anormal,anormal,0.876474916934967,0.12352507561445236,0.876474916934967,True
anormal/RET282OD.jpg,anormal,anormal,0.9559298753738403,0.0440700463950634,0.9559298753738403,True
anormal/RET163OS.jpg,anormal,anormal,0.947282612323761,0.0527174286544323,0.947282612323761,True
anormal/RET258OD.jpg,anormal,anormal,0.9323161840438843,0.0676838606595993,0.9323161840438843,True
anormal/RET231OD.jpg,anormal,anormal,0.9622101783752441,0.037789784371852875,0.9622101783752441,True
anormal/RET252OS.jpg,anormal,anormal,0.9332625269889832,0.06673749536275864,0.9332625269889832,True
anormal/RET131OD.jpg,anormal,anormal,0.9496131539344788,0.05038686841726303,0.9496131539344788,True
anormal/RET153OS.jpg,anormal,anormal,0.9500190019607544,0.0499810054898262,0.9500190019607544,True
anormal/RET200OD.jpg,anormal,anormal,0.9453924298286438,0.05460754409432411,0.9453924298286438,True
anormal/RET177OD.jpg,anormal,anormal,0.9528415203094482,0.04715854302048683,0.9528415203094482,True
anormal/RET213OS.jpg,anormal,anormal,0.9047756791114807,0.0952242761850357,0.9047756791114807,True
anormal/RET181OS.jpg,anormal,anormal,0.9457095265388489,0.05429047718644142,0.9457095265388489,True
anormal/RET228OS.jpg,anormal,anormal,0.9579091668128967,0.04209085553884506,0.9579091668128967,True
anormal/RET224OD.jpg,anormal,anormal,0.9433833360671997,0.056616656482219696,0.9433833360671997,True
anormal/RET199OD.jpg,anormal,anormal,0.9579097032546997,0.04209022596478462,0.9579097032546997,True
anormal/RET098OD.jpg,anormal,anormal,0.943547248840332,0.056452736258506775,0.943547248840332,True
anormal/RET216OS.jpg,anormal,anormal,0.9548903703689575,0.045109592378139496,0.9548903703689575,True
anormal/RET202OD.jpg,anormal,anormal,0.9546718597412109,0.045328207314014435,0.9546718597412109,True
anormal/RET198OS.jpg,anormal,anormal,0.9243594408035278,0.07564058154821396,0.9243594408035278,True
anormal/RET272OD.jpg,anormal,anormal,0.9334908127784729,0.0665092021226883,0.9334908127784729,True
anormal/RET184OS.jpg,anormal,anormal,0.934723436832428,0.0652766302227974,0.934723436832428,True
anormal/RET178OD.jpg,anormal,anormal,0.9556902050971985,0.04430980607867241,0.9556902050971985,True
anormal/RET192OS.jpg,anormal,anormal,0.9292494654655457,0.07075056433677673,0.9292494654655457,True
anormal/RET253OD.jpg,anormal,anormal,0.9483696222305298,0.051630422472953796,0.9483696222305298,True
anormal/RET198OD.jpg,anormal,anormal,0.9230165481567383,0.07698341459035873,0.9230165481567383,True
anormal/RET150OS.jpg,anormal,anormal,0.7430285215377808,0.25697141885757446,0.7430285215377808,True
anormal/RET256OD.jpg,anormal,anormal,0.9133812189102173,0.0866188034415245,0.9133812189102173,True
anormal/RET107OD.jpg,anormal,anormal,0.9586994647979736,0.04130054637789726,0.9586994647979736,True
anormal/RET220OS.jpg,anormal,anormal,0.9577328562736511,0.042267099022865295,0.9577328562736511,True
anormal/RET259OD.jpg,anormal,anormal,0.8092594742774963,0.19074057042598724,0.8092594742774963,True
anormal/RET277OS.jpg,anormal,anormal,0.9380121827125549,0.06198788061738014,0.9380121827125549,True
anormal/RET096OD.jpg,anormal,anormal,0.9321054816246033,0.06789448857307434,0.9321054816246033,True
anormal/RET267OD.jpg,anormal,anormal,0.9309887290000916,0.06901121884584427,0.9309887290000916,True
anormal/RET201OD.jpg,anormal,anormal,0.9604918360710144,0.03950813040137291,0.9604918360710144,True
anormal/RET129OS.jpg,anormal,anormal,0.9367652535438538,0.06323482096195221,0.9367652535438538,True
