image_path,true_label,predicted_label,confidence,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
../../../data/data_APTOS/test/anodr/002c21358ce6.png,anodr,anodr,0.9999,0.9999358654022217,4.8710811825003475e-05,4.759242983709555e-06,4.108166649530176e-06,6.541120910696918e-06
../../../data/data_APTOS/test/anodr/005b95c28852.png,anodr,anodr,0.9999,0.9999150037765503,3.3843316487036645e-05,2.8295711672399193e-05,1.0854175343411043e-05,1.203945794259198e-05
../../../data/data_APTOS/test/anodr/00cc2b75cddd.png,anodr,anodr,0.9999,0.9999202489852905,6.39634599792771e-05,6.1959012782608625e-06,3.450298208917957e-06,6.101582130213501e-06
../../../data/data_APTOS/test/anodr/0182152c50de.png,anodr,anodr,0.9999,0.9999496936798096,2.5469173124292865e-05,6.2588287619291805e-06,6.162305453472072e-06,1.2338424312474672e-05
../../../data/data_APTOS/test/anodr/02cd34a85b24.png,anodr,anodr,0.9999,0.9999347925186157,3.983315036748536e-05,7.611030923726503e-06,8.411285307374783e-06,9.318456250184681e-06
../../../data/data_APTOS/test/anodr/03b373718013.png,anodr,anodr,0.9999,0.9999364614486694,4.7817731683608145e-05,4.97013570566196e-06,5.076652541902149e-06,5.643310487357667e-06
../../../data/data_APTOS/test/anodr/04aef84a2cc1.png,anodr,anodr,0.9999,0.9999489784240723,2.4596018192823976e-05,3.588841536839027e-06,8.060098480200395e-06,1.4731210285390262e-05
../../../data/data_APTOS/test/anodr/05b1bb2bdb81.png,anodr,anodr,0.9999,0.999937891960144,2.274697726534214e-05,8.076252015598584e-06,1.0190118700847961e-05,2.1090407244628295e-05
../../../data/data_APTOS/test/anodr/07596907347b.png,anodr,anodr,0.9999,0.9999394416809082,2.4875436793081462e-05,1.3996957932249643e-05,6.088968802941963e-06,1.562425313750282e-05
../../../data/data_APTOS/test/anodr/07751b94a88a.png,anodr,anodr,0.9992,0.9992068409919739,0.0007717918488197029,9.742480870045256e-06,2.9887751225032844e-06,8.702341801836155e-06
../../../data/data_APTOS/test/anodr/0790515cf5af.png,anodr,anodr,0.9998,0.9998086094856262,0.00016934967425186187,9.611071618564893e-06,2.9092961995047517e-06,9.552023584546987e-06
../../../data/data_APTOS/test/anodr/08037e4490e5.png,anodr,anodr,0.9999,0.9999350309371948,3.7095884181326255e-05,2.7884068458661204e-06,5.948776561126579e-06,1.92414390767226e-05
../../../data/data_APTOS/test/anodr/0851d6a69589.png,anodr,anodr,0.9999,0.999904990196228,3.490687959128991e-05,4.488210834097117e-05,9.449333447264507e-06,5.70203428651439e-06
../../../data/data_APTOS/test/anodr/08b6e3240858.png,anodr,anodr,0.9999,0.9999125003814697,5.706491356249899e-05,9.461568879487459e-06,4.331933268986177e-06,1.6692532881279476e-05
../../../data/data_APTOS/test/anodr/08bef347f40d.png,anodr,anodr,1.0000,0.9999536275863647,1.9151431843056343e-05,9.672948181105312e-06,9.469604265177622e-06,8.103622349153738e-06
../../../data/data_APTOS/test/anodr/08ee569d4721.png,anodr,anodr,0.9999,0.9998987913131714,6.242901145014912e-05,2.4173699785023928e-05,6.576079158548964e-06,8.024973794817924e-06
../../../data/data_APTOS/test/anodr/09237bf783a4.png,anodr,anodr,1.0000,0.9999527931213379,2.893730743380729e-05,2.5140891466435278e-06,4.6922805267968215e-06,1.1105987141490914e-05
../../../data/data_APTOS/test/anodr/096436d68d06.png,anodr,anodr,0.9999,0.9999479055404663,1.9111128494841978e-05,5.393492756411433e-06,1.0705659406085033e-05,1.6937530745053664e-05
../../../data/data_APTOS/test/anodr/099021fac3c9.png,anodr,anodr,1.0000,0.9999549388885498,1.9495262677082792e-05,8.99506176210707e-06,7.719285349594429e-06,8.919199899537489e-06
../../../data/data_APTOS/test/anodr/09c8323c612e.png,anodr,anodr,0.9999,0.999902606010437,7.49486789572984e-05,7.496322723454796e-06,4.739446012536064e-06,1.0093851415149402e-05
../../../data/data_APTOS/test/anodr/0a38b552372d.png,anodr,anodr,0.9999,0.999904990196228,7.31956388335675e-05,1.2337307452980895e-05,4.296075076126726e-06,5.182994755159598e-06
../../../data/data_APTOS/test/anodr/0a85a1e8f9e9.png,anodr,anodr,0.9999,0.9999139308929443,4.815943611902185e-05,1.4352714060805738e-05,6.997049695200985e-06,1.6544956451980397e-05
../../../data/data_APTOS/test/anodr/0babc12807b2.png,anodr,bmilddr,0.4961,0.00022723649453837425,0.4961340129375458,0.4747806489467621,0.00951050128787756,0.01934756338596344
../../../data/data_APTOS/test/anodr/0cbcc7b23613.png,anodr,anodr,0.9997,0.999705970287323,9.493972902419046e-05,6.58667049719952e-05,4.077846824657172e-05,9.233538003172725e-05
../../../data/data_APTOS/test/anodr/0cd31078cd08.png,anodr,anodr,0.9999,0.9999426603317261,3.913355976692401e-05,5.6103117458405904e-06,4.751167125505162e-06,7.891595487308223e-06
../../../data/data_APTOS/test/anodr/0ce062f26edc.png,anodr,anodr,0.9999,0.9999319314956665,2.7951091396971606e-05,7.168356660258723e-06,9.667813174019102e-06,2.3246106138685718e-05
../../../data/data_APTOS/test/anodr/0cecc2864b7f.png,anodr,anodr,0.9999,0.9999159574508667,5.7506760640535504e-05,3.2230827855528332e-06,1.0382651453255676e-05,1.2925436749355868e-05
../../../data/data_APTOS/test/anodr/0d9a9896f801.png,anodr,anodr,0.9999,0.9998786449432373,9.220444917446002e-05,1.754497498041019e-05,7.493869816244114e-06,4.1450098251516465e-06
../../../data/data_APTOS/test/anodr/0da321efbce6.png,anodr,anodr,0.9998,0.9998251795768738,0.00015676068142056465,3.931083028874127e-06,2.483278649378917e-06,1.1694362001435366e-05
../../../data/data_APTOS/test/anodr/0db1d8dcf219.png,anodr,anodr,0.9999,0.9999203681945801,3.557058880687691e-05,3.0853614589432254e-05,6.6815659920393955e-06,6.571481662831502e-06
../../../data/data_APTOS/test/anodr/0e3572b5884a.png,anodr,anodr,0.9999,0.9999470710754395,3.607207690947689e-05,3.3742160212568706e-06,4.528801582637243e-06,8.891875950212125e-06
../../../data/data_APTOS/test/anodr/0ef4c61dc056.png,anodr,anodr,0.9999,0.9999366998672485,3.6432120396057144e-05,1.129277552536223e-05,7.626048954989528e-06,7.843313142075203e-06
../../../data/data_APTOS/test/anodr/0fbbd665431f.png,anodr,anodr,0.9998,0.9998099207878113,0.0001703316083876416,7.487825314456131e-06,5.081468316348037e-06,7.109479611244751e-06
../../../data/data_APTOS/test/anodr/0fc6829da85b.png,anodr,anodr,0.9999,0.9999223947525024,4.291864752303809e-05,6.699042387481313e-06,6.434049737435998e-06,2.1518169887713157e-05
../../../data/data_APTOS/test/anodr/1002b5151b8e.png,anodr,anodr,0.9999,0.9999293088912964,4.731807348434813e-05,1.638402522985416e-06,7.188574727479136e-06,1.4539665244228672e-05
../../../data/data_APTOS/test/anodr/103f97a2ab15.png,anodr,anodr,0.9995,0.9994945526123047,0.0004300237924326211,4.4913125748280436e-05,5.926161520619644e-06,2.4530974769731984e-05
../../../data/data_APTOS/test/anodr/10a5026eb8e6.png,anodr,anodr,0.9999,0.99989914894104,5.3813699196325615e-05,4.674057436204748e-06,6.211448180692969e-06,3.616803587647155e-05
../../../data/data_APTOS/test/anodr/10de500cf0c5.png,anodr,anodr,1.0000,0.999954342842102,2.3376995159196667e-05,5.337879429134773e-06,7.389196525764419e-06,9.48240722209448e-06
../../../data/data_APTOS/test/anodr/10f10fd30718.png,anodr,anodr,1.0000,0.9999572038650513,2.1996162104187533e-05,7.49554510548478e-06,6.567419859493384e-06,6.676672001049155e-06
../../../data/data_APTOS/test/anodr/12058bbb8299.png,anodr,anodr,0.9999,0.9998853206634521,5.688943565473892e-05,3.588659455999732e-05,7.03760406395304e-06,1.4947579074942041e-05
../../../data/data_APTOS/test/anodr/12bc439d373a.png,anodr,anodr,0.9997,0.999721348285675,0.0002645265485625714,5.506396064447472e-06,3.6537571759254206e-06,4.946192802890437e-06
../../../data/data_APTOS/test/anodr/12ef75375322.png,anodr,anodr,0.9999,0.9999117851257324,2.6100802642758936e-05,2.9912846002844162e-05,2.01879574888153e-05,1.2048791177221574e-05
../../../data/data_APTOS/test/anodr/143db89c11c8.png,anodr,anodr,0.9997,0.9997456669807434,0.0002409668086329475,5.1331981012481265e-06,1.943094730449957e-06,6.362692147376947e-06
../../../data/data_APTOS/test/anodr/15b21c80cc31.png,anodr,anodr,1.0000,0.9999617338180542,1.955252082552761e-05,6.273233793763211e-06,6.4485484472243115e-06,6.009034223097842e-06
../../../data/data_APTOS/test/anodr/15e24b73d4a7.png,anodr,anodr,0.9971,0.9970544576644897,0.0028507085517048836,7.968777936184779e-05,9.967153346224222e-06,5.173988483875291e-06
../../../data/data_APTOS/test/anodr/1633f8291a80.png,anodr,anodr,0.9999,0.9999173879623413,6.48077402729541e-05,5.169040377950296e-06,6.259020210563904e-06,6.478830073319841e-06
../../../data/data_APTOS/test/anodr/165634a6167e.png,anodr,anodr,0.9999,0.9999412298202515,1.72622712852899e-05,1.0915508937614504e-05,1.6411486285505816e-05,1.4179881873133127e-05
../../../data/data_APTOS/test/anodr/178412895d5e.png,anodr,anodr,0.9998,0.9998465776443481,2.260738256154582e-05,5.540481288335286e-05,1.3498030057235155e-05,6.185370148159564e-05
../../../data/data_APTOS/test/anodr/186c1835eec5.png,anodr,anodr,0.9999,0.9998939037322998,7.341979653574526e-05,1.055710072250804e-05,9.632401088310871e-06,1.2448703273548745e-05
../../../data/data_APTOS/test/anodr/18b7e34eab8f.png,anodr,anodr,0.9999,0.9999078512191772,7.452584395650774e-05,7.007878139120294e-06,4.91665150548215e-06,5.74274508835515e-06
../../../data/data_APTOS/test/anodr/18b99159a14f.png,anodr,anodr,0.9999,0.999901533126831,8.360403444385156e-05,4.419313427206362e-06,2.872632421713206e-06,7.602718596899649e-06
