filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,predicted
002c21358ce6.png,0.999992,0.000008,0.000000,0.000000,0.000000,anodr
005b95c28852.png,1.000000,0.000001,0.000000,0.000000,0.000000,anodr
00cc2b75cddd.png,0.998569,0.001411,0.000014,0.000001,0.000004,anodr
0182152c50de.png,0.999957,0.000040,0.000002,0.000000,0.000001,anodr
02cd34a85b24.png,0.999681,0.000307,0.000010,0.000001,0.000002,anodr
03b373718013.png,0.999793,0.000202,0.000004,0.000000,0.000001,anodr
04aef84a2cc1.png,1.000000,0.000000,0.000000,0.000000,0.000000,anodr
05b1bb2bdb81.png,0.999990,0.000009,0.000000,0.000000,0.000000,anodr
07596907347b.png,0.999983,0.000016,0.000000,0.000000,0.000000,anodr
07751b94a88a.png,0.999472,0.000523,0.000004,0.000000,0.000001,anodr
0790515cf5af.png,0.995811,0.004021,0.000151,0.000003,0.000014,anodr
08037e4490e5.png,1.000000,0.000000,0.000000,0.000000,0.000000,anodr
0851d6a69589.png,0.998790,0.001039,0.000119,0.000002,0.000050,anodr
08b6e3240858.png,0.999974,0.000023,0.000002,0.000000,0.000000,anodr
08bef347f40d.png,0.999490,0.000475,0.000030,0.000001,0.000004,anodr
08ee569d4721.png,0.997424,0.002542,0.000024,0.000001,0.000009,anodr
09237bf783a4.png,0.999979,0.000021,0.000000,0.000000,0.000000,anodr
096436d68d06.png,0.999992,0.000008,0.000000,0.000000,0.000000,anodr
099021fac3c9.png,1.000000,0.000000,0.000000,0.000000,0.000000,anodr
09c8323c612e.png,0.999840,0.000158,0.000001,0.000000,0.000001,anodr
0a38b552372d.png,0.999703,0.000294,0.000002,0.000000,0.000001,anodr
0a85a1e8f9e9.png,0.999995,0.000005,0.000000,0.000000,0.000000,anodr
0babc12807b2.png,0.000182,0.405640,0.555248,0.003601,0.035329,cmoderatedr
0cbcc7b23613.png,0.990620,0.008783,0.000383,0.000004,0.000210,anodr
0cd31078cd08.png,0.999997,0.000003,0.000000,0.000000,0.000000,anodr
0ce062f26edc.png,0.999991,0.000008,0.000001,0.000000,0.000000,anodr
0cecc2864b7f.png,0.999910,0.000089,0.000000,0.000000,0.000000,anodr
0d9a9896f801.png,0.999862,0.000135,0.000002,0.000000,0.000001,anodr
0da321efbce6.png,0.999673,0.000324,0.000002,0.000000,0.000000,anodr
0db1d8dcf219.png,0.999989,0.000011,0.000000,0.000000,0.000000,anodr
0e3572b5884a.png,0.999989,0.000011,0.000000,0.000000,0.000000,anodr
0ef4c61dc056.png,0.999433,0.000552,0.000012,0.000000,0.000003,anodr
0fbbd665431f.png,0.999597,0.000402,0.000001,0.000000,0.000000,anodr
0fc6829da85b.png,0.999994,0.000006,0.000000,0.000000,0.000000,anodr
1002b5151b8e.png,0.999979,0.000021,0.000000,0.000000,0.000000,anodr
103f97a2ab15.png,0.998461,0.001209,0.000313,0.000004,0.000013,anodr
10a5026eb8e6.png,0.999993,0.000006,0.000000,0.000000,0.000000,anodr
10de500cf0c5.png,0.999998,0.000002,0.000000,0.000000,0.000000,anodr
10f10fd30718.png,0.999995,0.000005,0.000000,0.000000,0.000000,anodr
12058bbb8299.png,0.999865,0.000132,0.000002,0.000000,0.000001,anodr
12bc439d373a.png,0.999972,0.000027,0.000000,0.000000,0.000000,anodr
12ef75375322.png,0.999990,0.000009,0.000000,0.000000,0.000000,anodr
143db89c11c8.png,0.999511,0.000478,0.000008,0.000001,0.000003,anodr
15b21c80cc31.png,0.999989,0.000010,0.000000,0.000000,0.000000,anodr
15e24b73d4a7.png,0.999197,0.000753,0.000044,0.000002,0.000004,anodr
1633f8291a80.png,0.999936,0.000064,0.000000,0.000000,0.000000,anodr
165634a6167e.png,0.999991,0.000008,0.000001,0.000000,0.000000,anodr
178412895d5e.png,0.999995,0.000004,0.000000,0.000000,0.000001,anodr
186c1835eec5.png,0.999968,0.000031,0.000001,0.000000,0.000001,anodr
18b7e34eab8f.png,0.999686,0.000311,0.000002,0.000000,0.000001,anodr
18b99159a14f.png,0.999859,0.000138,0.000002,0.000000,0.000001,anodr
18ce0cdc473d.png,0.999973,0.000026,0.000001,0.000000,0.000000,anodr
1a0dbc6c0cda.png,0.973083,0.025257,0.001625,0.000008,0.000028,anodr
1a1e974a7dbf.png,0.999972,0.000028,0.000000,0.000000,0.000000,anodr
1c47815f4a6b.png,0.999728,0.000253,0.000016,0.000001,0.000001,anodr
1ca62b3e4fd3.png,0.999997,0.000003,0.000000,0.000000,0.000000,anodr
1d0b93317aa8.png,0.999998,0.000002,0.000000,0.000000,0.000000,anodr
1d3e9b939732.png,0.999398,0.000594,0.000006,0.000000,0.000001,anodr
1d74c4713e21.png,1.000000,0.000000,0.000000,0.000000,0.000000,anodr
1db0393cdbc1.png,0.999993,0.000007,0.000000,0.000000,0.000000,anodr
1df1530b9b8d.png,0.999910,0.000089,0.000001,0.000000,0.000000,anodr
1e742358e0b9.png,0.999939,0.000060,0.000000,0.000000,0.000000,anodr
1e7ccd4a1c87.png,0.999993,0.000006,0.000000,0.000000,0.000000,anodr
1ec95179cdfe.png,0.999985,0.000015,0.000000,0.000000,0.000000,anodr
1f31701dd61b.png,0.999960,0.000033,0.000006,0.000000,0.000001,anodr
1f5496352859.png,1.000000,0.000000,0.000000,0.000000,0.000000,anodr
218c822a3dd9.png,0.997878,0.001897,0.000217,0.000002,0.000006,anodr
224c14366e11.png,0.999867,0.000129,0.000002,0.000000,0.000002,anodr
226c6ceb9185.png,0.999980,0.000020,0.000001,0.000000,0.000000,anodr
237aa50edc34.png,0.999989,0.000011,0.000000,0.000000,0.000000,anodr
