filename,prob_anormal,prob_cglaucoma,predicted
image_001_170.jpg,0.960306,0.039694,anormal
image_002_202.jpg,0.889530,0.110470,anormal
image_003_50.jpg,0.911850,0.088150,anormal
image_004_65.jpg,0.755965,0.244035,anormal
image_005_13.jpg,0.817995,0.182005,anormal
image_006_4.jpg,0.880132,0.119868,anormal
image_007_5.jpg,0.925610,0.074390,anormal
image_008_116.jpg,0.894079,0.105921,anormal
image_009_125.jpg,0.987768,0.012232,anormal
image_010_41.jpg,0.979395,0.020605,anormal
image_011_214.jpg,0.824126,0.175874,anormal
image_012_56.jpg,0.636220,0.363780,anormal
image_013_71.jpg,0.913906,0.086094,anormal
image_014_59.jpg,0.960269,0.039731,anormal
image_015_209.jpg,0.650237,0.349763,anormal
image_016_82.jpg,0.983701,0.016299,anormal
image_017_93.jpg,0.826415,0.173584,anormal
image_018_120.jpg,0.878712,0.121289,anormal
image_019_168.jpg,0.937229,0.062771,anormal
image_020_10.jpg,0.955723,0.044277,anormal
image_021_26.jpg,0.969805,0.030195,anormal
image_022_55.jpg,0.972222,0.027778,anormal
image_023_103.jpg,0.905471,0.094529,anormal
image_024_200.jpg,0.979590,0.020410,anormal
image_025_99.jpg,0.959713,0.040287,anormal
image_026_146.jpg,0.983673,0.016327,anormal
image_027_32.jpg,0.905172,0.094828,anormal
image_028_96.jpg,0.916749,0.083251,anormal
image_029_217.jpg,0.846246,0.153754,anormal
image_030_219.jpg,0.967461,0.032539,anormal
image_031_49.jpg,0.832695,0.167305,anormal
image_032_39.jpg,0.896871,0.103129,anormal
image_033_187.jpg,0.584723,0.415277,anormal
image_034_36.jpg,0.980997,0.019003,anormal
image_035_160.jpg,0.910408,0.089592,anormal
image_036_25.jpg,0.729989,0.270011,anormal
image_037_178.jpg,0.985422,0.014578,anormal
image_038_95.jpg,0.847029,0.152971,anormal
image_039_12.jpg,0.970537,0.029463,anormal
image_040_16.jpg,0.957171,0.042829,anormal
image_041_108.jpg,0.645142,0.354858,anormal
image_042_63.jpg,0.954956,0.045044,anormal
image_043_54.jpg,0.949872,0.050128,anormal
image_044_70.jpg,0.946496,0.053504,anormal
image_045_182.jpg,0.902793,0.097207,anormal
image_046_64.jpg,0.645768,0.354232,anormal
image_047_143.jpg,0.633968,0.366032,anormal
image_048_130.jpg,0.725325,0.274675,anormal
image_049_105.jpg,0.593499,0.406501,anormal
image_050_163.jpg,0.851447,0.148553,anormal
image_051_190.jpg,0.726820,0.273180,anormal
image_052_3.jpg,0.775417,0.224583,anormal
image_053_136.jpg,0.974840,0.025161,anormal
image_054_158.jpg,0.836772,0.163228,anormal
image_055_139.jpg,0.705374,0.294626,anormal
image_056_142.jpg,0.914365,0.085635,anormal
image_057_109.jpg,0.972235,0.027765,anormal
image_058_118.jpg,0.918684,0.081316,anormal
image_059_220.jpg,0.843302,0.156698,anormal
image_060_79.jpg,0.945537,0.054463,anormal
image_061_44.jpg,0.934608,0.065392,anormal
image_062_135.jpg,0.662524,0.337476,anormal
image_063_110.jpg,0.996246,0.003754,anormal
image_064_164.jpg,0.897436,0.102564,anormal
image_065_92.jpg,0.973113,0.026887,anormal
image_066_218.jpg,0.781529,0.218471,anormal
image_067_127.jpg,0.753348,0.246652,anormal
image_068_173.jpg,0.931910,0.068090,anormal
image_069_184.jpg,0.902530,0.097470,anormal
image_070_212.jpg,0.935923,0.064077,anormal
image_071_154.jpg,0.959889,0.040111,anormal
image_072_102.jpg,0.851447,0.148553,anormal
image_073_179.jpg,0.955217,0.044783,anormal
image_074_37.jpg,0.844783,0.155217,anormal
image_075_195.jpg,0.889856,0.110145,anormal
image_076_33.jpg,0.872452,0.127548,anormal
image_077_201.jpg,0.947564,0.052436,anormal
image_078_67.jpg,0.999590,0.000410,anormal
image_079_15.jpg,0.998190,0.001810,anormal
image_080_157.jpg,0.653141,0.346859,anormal
image_081_153.jpg,0.879688,0.120312,anormal
image_082_9.jpg,0.929441,0.070559,anormal
image_083_30.jpg,0.757946,0.242054,anormal
image_084_34.jpg,0.783004,0.216996,anormal
image_085_61.jpg,0.932615,0.067385,anormal
image_086_24.jpg,0.820432,0.179568,anormal
image_087_210.jpg,0.728813,0.271187,anormal
image_088_175.jpg,0.998190,0.001810,anormal
image_089_38.jpg,0.776698,0.223302,anormal
image_090_145.jpg,0.994672,0.005328,anormal
image_091_223.jpg,0.954233,0.045767,anormal
image_092_1.jpg,0.795987,0.204013,anormal
image_093_140.jpg,0.929441,0.070559,anormal
image_094_150.jpg,0.992011,0.007989,anormal
image_095_11.jpg,0.849051,0.150949,anormal
image_096_98.jpg,0.924719,0.075281,anormal
image_097_176.jpg,0.953711,0.046289,anormal
image_098_205.jpg,0.846810,0.153190,anormal
image_099_22.jpg,0.757692,0.242308,anormal
image_100_196.jpg,0.962388,0.037612,anormal
image_101_222.jpg,0.874500,0.125500,anormal
image_102_155.jpg,0.981671,0.018329,anormal
image_103_204.jpg,0.843000,0.157000,anormal
image_104_2.jpg,0.971997,0.028003,anormal
image_105_0.jpg,0.800492,0.199508,anormal
image_106_141.jpg,0.979064,0.020936,anormal
image_107_166.jpg,0.896112,0.103888,anormal
image_108_188.jpg,0.996734,0.003266,anormal
image_109_76.jpg,0.923852,0.076148,anormal
image_110_199.jpg,0.752475,0.247525,anormal
image_111_58.jpg,0.828218,0.171782,anormal
image_112_111.jpg,0.745854,0.254146,anormal
image_113_224.jpg,0.796821,0.203179,anormal
image_114_57.jpg,0.982414,0.017586,anormal
image_115_121.jpg,0.814716,0.185284,anormal
image_116_69.jpg,0.948928,0.051072,anormal
image_117_211.jpg,0.740572,0.259428,anormal
image_118_101.jpg,0.798312,0.201688,anormal
image_119_194.jpg,0.892671,0.107329,anormal
image_120_17.jpg,0.951715,0.048285,anormal
image_121_189.jpg,0.704386,0.295614,anormal
image_122_6.jpg,0.829584,0.170416,anormal
image_123_35.jpg,0.967369,0.032631,anormal
image_124_126.jpg,0.659137,0.340863,anormal
image_125_183.jpg,0.636062,0.363938,anormal
image_126_177.jpg,0.712242,0.287758,anormal
image_127_43.jpg,0.789795,0.210205,anormal
image_128_60.jpg,0.917475,0.082525,anormal
image_129_156.jpg,0.867790,0.132210,anormal
image_130_104.jpg,0.964777,0.035223,anormal
image_131_131.jpg,0.995231,0.004769,anormal
image_132_52.jpg,0.976947,0.023053,anormal
image_133_75.jpg,0.995185,0.004815,anormal
image_134_97.jpg,0.993641,0.006359,anormal
image_135_90.jpg,0.963237,0.036763,anormal
image_136_128.jpg,0.849563,0.150437,anormal
image_137_87.jpg,0.684618,0.315382,anormal
image_138_19.jpg,0.885485,0.114515,anormal
image_139_167.jpg,0.695904,0.304096,anormal
image_140_27.jpg,0.954870,0.045130,anormal
image_141_18.jpg,0.997538,0.002461,anormal
image_142_159.jpg,0.720759,0.279241,anormal
image_143_107.jpg,0.979815,0.020185,anormal
image_144_180.jpg,0.851199,0.148801,anormal
image_145_78.jpg,0.934590,0.065410,anormal
image_146_85.jpg,0.979773,0.020227,anormal
image_147_193.jpg,0.993650,0.006350,anormal
image_148_216.jpg,0.992218,0.007782,anormal
image_149_134.jpg,0.962815,0.037185,anormal
image_150_198.jpg,0.994139,0.005861,anormal
image_151_31.jpg,0.847048,0.152952,anormal
image_152_169.jpg,0.921475,0.078525,anormal
image_153_213.jpg,0.861434,0.138566,anormal
image_154_23.jpg,0.997660,0.002340,anormal
image_155_151.jpg,0.901986,0.098014,anormal
image_156_72.jpg,0.896893,0.103107,anormal
image_157_115.jpg,0.939673,0.060328,anormal
image_158_191.jpg,0.930688,0.069312,anormal
image_159_162.jpg,0.963410,0.036590,anormal
image_160_124.jpg,0.997463,0.002537,anormal
image_161_62.jpg,0.798253,0.201747,anormal
image_162_48.jpg,0.863397,0.136603,anormal
image_163_206.jpg,0.850416,0.149584,anormal
image_164_215.jpg,0.667717,0.332283,anormal
image_165_77.jpg,0.988367,0.011633,anormal
image_166_129.jpg,0.997292,0.002708,anormal
image_167_138.jpg,0.815898,0.184102,anormal
image_168_113.jpg,0.668677,0.331323,anormal
image_169_119.jpg,0.999132,0.000868,anormal
image_170_133.jpg,0.988596,0.011404,anormal
image_171_203.jpg,0.805251,0.194749,anormal
image_172_137.jpg,0.770397,0.229603,anormal
image_173_83.jpg,0.973880,0.026120,anormal
image_174_123.jpg,0.986513,0.013487,anormal
image_175_91.jpg,0.841421,0.158579,anormal
image_176_161.jpg,0.845676,0.154324,anormal
image_177_112.jpg,0.996258,0.003742,anormal
image_178_46.jpg,0.993353,0.006647,anormal
image_179_84.jpg,0.951389,0.048611,anormal
image_180_53.jpg,0.927839,0.072161,anormal
image_181_207.jpg,0.942877,0.057123,anormal
image_182_171.jpg,0.949037,0.050962,anormal
image_183_40.jpg,0.989255,0.010745,anormal
image_184_197.jpg,0.974025,0.025975,anormal
image_185_185.jpg,0.939919,0.060081,anormal
image_186_114.jpg,0.768586,0.231414,anormal
image_187_100.jpg,0.997891,0.002110,anormal
image_188_192.jpg,0.816423,0.183577,anormal
image_189_149.jpg,0.695476,0.304524,anormal
image_190_7.jpg,0.781423,0.218577,anormal
image_191_8.jpg,0.804055,0.195945,anormal
image_192_68.jpg,0.993804,0.006196,anormal
image_193_51.jpg,0.993015,0.006985,anormal
image_194_88.jpg,0.982830,0.017170,anormal
image_195_106.jpg,0.995543,0.004457,anormal
image_196_80.jpg,0.931939,0.068061,anormal
image_197_28.jpg,0.979787,0.020213,anormal
image_198_66.jpg,0.963228,0.036772,anormal
image_199_94.jpg,0.996372,0.003628,anormal
image_200_45.jpg,0.993298,0.006702,anormal
image_201_81.jpg,0.991083,0.008917,anormal
image_202_14.jpg,0.809615,0.190385,anormal
image_203_181.jpg,0.860691,0.139309,anormal
image_204_208.jpg,0.946616,0.053384,anormal
image_205_29.jpg,0.937434,0.062566,anormal
image_206_186.jpg,0.910219,0.089781,anormal
image_207_221.jpg,0.851526,0.148474,anormal
image_208_20.jpg,0.997075,0.002925,anormal
image_209_42.jpg,0.992799,0.007201,anormal
image_210_73.jpg,0.927839,0.072161,anormal
image_211_152.jpg,0.942877,0.057123,anormal
image_212_47.jpg,0.984594,0.015406,anormal
image_213_144.jpg,0.981377,0.018623,anormal
image_214_89.jpg,0.972347,0.027653,anormal
image_215_147.jpg,0.567938,0.432062,anormal
image_216_74.jpg,0.985206,0.014794,anormal
image_217_117.jpg,0.977604,0.022396,anormal
image_218_122.jpg,0.690584,0.309416,anormal
image_219_21.jpg,0.692698,0.307302,anormal
image_220_86.jpg,0.948891,0.051109,anormal
image_221_132.jpg,0.687749,0.312251,anormal
image_222_174.jpg,0.695646,0.304354,anormal
image_223_172.jpg,0.654320,0.345680,anormal
image_224_165.jpg,0.664966,0.335034,anormal
image_225_148.jpg,0.658279,0.341721,anormal
image_001_250.jpg,0.972475,0.027525,anormal
image_002_252.jpg,0.861225,0.138775,anormal
image_003_234.jpg,0.803330,0.196670,anormal
image_004_238.jpg,0.769350,0.230650,anormal
image_005_228.jpg,0.821160,0.178840,anormal
image_006_225.jpg,0.720275,0.279725,anormal
image_007_226.jpg,0.988318,0.011682,anormal
image_008_245.jpg,0.998137,0.001863,anormal
image_009_247.jpg,0.754373,0.245627,anormal
image_010_232.jpg,0.754373,0.245627,anormal
image_011_254.jpg,0.912060,0.087940,anormal
image_012_236.jpg,0.934523,0.065477,anormal
image_013_239.jpg,0.649310,0.350690,anormal
image_014_237.jpg,0.700597,0.299403,anormal
image_015_253.jpg,0.704195,0.295805,anormal
image_016_240.jpg,0.921279,0.078721,anormal
image_017_241.jpg,0.993654,0.006345,anormal
image_018_246.jpg,0.853859,0.146141,anormal
image_019_249.jpg,0.861349,0.138651,anormal
image_020_227.jpg,0.919081,0.080919,anormal
image_021_229.jpg,0.484187,0.515813,cglaucoma
image_022_235.jpg,0.616338,0.383662,anormal
image_023_244.jpg,0.853859,0.146141,anormal
image_024_251.jpg,0.984289,0.015710,anormal
image_025_243.jpg,0.484187,0.515813,cglaucoma
image_026_248.jpg,0.902110,0.097890,anormal
image_027_230.jpg,0.770173,0.229827,anormal
image_028_242.jpg,0.967936,0.032064,anormal
image_029_255.jpg,0.782400,0.217600,anormal
image_030_256.jpg,0.808295,0.191705,anormal
image_031_233.jpg,0.798614,0.201386,anormal
image_032_231.jpg,0.674154,0.325846,anormal
